date,cheap apartments
2020-02-01,72.28191489361703
2020-03-01,60.01513176947582
2020-04-01,60.682656295015846
2020-05-01,66.33403068340307
2020-06-01,69.95984349258649
2020-07-01,67.29893026941363
2020-08-01,68.80506329113923
2020-09-01,65.69267955801105
2020-10-01,73.267681573105
2020-11-01,67.27227722772278
2020-12-01,69.37962962962963
2021-01-01,67.73511654029767
2021-02-01,66.2584219858156
2021-03-01,69.85367796119317
2021-04-01,76.34269662921348
2021-05-01,69.17691771269178
2021-06-01,69.95984349258649
2021-07-01,65.50429212889593
2021-08-01,70.71631504922644
2021-09-01,68.82090239410681
2021-10-01,73.267681573105
2021-11-01,75.1207095709571
2021-12-01,74.08333333333334
2022-01-01,66.781100814378
2022-02-01,73.2858303782506
2022-03-01,73.7890964378801
2022-04-01,63.6189138576779
2022-05-01,59.700627615062764
2022-06-01,57.833470620538165
2022-07-01,59.223058637083994
2022-08-01,60.20443037974683
2022-09-01,58.393492940454266
2022-10-01,54.95076117982874
2022-11-01,53.81782178217822
2022-12-01,55.268518518518526
2023-01-01,55.33291210334176
2023-02-01,54.21143617021277
2023-03-01,53.12814943527368
2023-04-01,49.916378565254966
2023-05-01,52.11959553695955
2023-06-01,54.10227896760022
2023-07-01,51.14718700475436
2023-08-01,48.736919831223624
2023-09-01,50.05156537753223
2023-10-01,48.485965746907716
2023-11-01,49.333003300330034
2023-12-01,48.21296296296297
2024-01-01,44.83873911822522
2024-02-01,43.168365839243506
2024-03-01,41.32189400521286
2024-04-01,42.08635839815615
2024-05-01,41.69567642956764
2024-06-01,43.84150192202087
2024-07-01,40.37935816164818
2024-08-01,40.13628691983122
2024-09-01,42.75237875997544
2024-10-01,42.02117031398669
2024-11-01,44.848184818481855
2024-12-01,44.68518518518519
2025-01-01,41.02267621454648
2025-02-01,42.16445035460993
2025-03-01,40.338039386041125
2025-04-01,41.107605877268796
2025-05-01,39.80041841004184
2025-06-01,39.177512355848435
2025-07-01,43.07131537242472
2025-08-01,42.047538677918425
2025-09-01,49.008824432166975
2025-10-01,45.2535680304472
2025-11-01,51.57541254125413
2025-12-01,48.21296296296297
