date,rent increase
2012-06-01,18.18352417302799
2012-07-01,19.08177570093458
2012-08-01,18.257078986587185
2012-09-01,17.477215508559922
2012-10-01,17.094714809000525
2012-11-01,18.08859357696567
2012-12-01,17.82214948172395
2013-01-01,20.65503287809813
2013-02-01,19.185583580613255
2013-03-01,20.71340579710145
2013-04-01,20.53484195402299
2013-05-01,21.443036529680366
2013-06-01,21.647052586938084
2013-07-01,20.899087672452158
2013-08-01,21.299925484351714
2013-09-01,18.505287009063448
2013-10-01,21.368393511250655
2013-11-01,19.219130675526024
2013-12-01,20.049918166939445
2014-01-01,22.720536165907944
2014-02-01,22.2148862512364
2014-03-01,21.69975845410628
2014-04-01,23.468390804597703
2014-05-01,23.307648401826487
2014-06-01,24.244698897370654
2014-07-01,24.533711615487316
2014-08-01,24.342771982116247
2014-09-01,23.64564451158107
2014-10-01,22.43681318681319
2014-11-01,21.480204872646734
2014-12-01,21.163802509547192
2015-01-01,24.786039453717756
2015-02-01,23.22465380811078
2015-03-01,26.631521739130438
2015-04-01,26.401939655172413
2015-05-01,27.036872146118725
2015-06-01,29.439991518235793
2015-07-01,29.076991544281263
2015-08-01,27.385618479880776
2015-09-01,28.786002014098695
2015-10-01,28.847331240188385
2015-11-01,26.002353266888154
2015-12-01,24.505455537370434
2016-01-01,27.884294385432476
2016-02-01,29.28325914935707
2016-03-01,27.617874396135267
2016-04-01,31.291187739463602
2016-05-01,27.036872146118725
2016-06-01,30.305873621713317
2016-07-01,25.442367601246104
2016-08-01,26.371336313959265
2016-09-01,26.729859013091644
2016-10-01,27.778911564625854
2016-11-01,26.002353266888154
2016-12-01,26.733224222585925
2017-01-01,27.884294385432476
2017-02-01,29.28325914935707
2017-03-01,29.59057971014493
2017-04-01,30.313338122605366
2017-05-01,29.833789954337902
2017-06-01,28.574109414758272
2017-07-01,26.351023587004896
2017-08-01,27.385618479880776
2017-09-01,26.729859013091644
2017-10-01,28.847331240188385
2017-11-01,31.655038759689923
2017-12-01,26.733224222585925
2018-01-01,32.0153009610521
2018-02-01,29.28325914935707
2018-03-01,29.59057971014493
2018-04-01,32.26903735632184
2018-05-01,31.698401826484023
2018-06-01,32.037637828668366
2018-07-01,29.076991544281263
2018-08-01,31.442747143566816
2018-09-01,29.81407351460222
2018-10-01,33.12100994243852
2018-11-01,32.785575858250276
2018-12-01,28.96099290780142
2019-01-01,33.04805260495701
2019-02-01,32.31256181998022
2019-03-01,31.56328502415459
2019-04-01,34.22473659003831
2019-05-01,33.563013698630144
2019-06-01,32.90351993214589
2019-07-01,30.894303515798843
2019-08-01,31.442747143566816
2019-09-01,34.954431017119845
2019-10-01,37.39468864468865
2019-11-01,35.04665005537099
2019-12-01,35.6442989634479
2020-01-01,38.21181082448154
2020-02-01,37.36139960435213
2020-03-01,28.6042270531401
2020-04-01,28.35763888888889
2020-05-01,27.96917808219178
2020-06-01,25.976463104325703
2020-07-01,27.259679572763684
2020-08-01,27.385618479880776
2020-09-01,31.87021651560927
2020-10-01,33.12100994243852
2020-11-01,28.26342746400886
2020-12-01,28.96099290780142
2021-01-01,29.949797673242287
2021-02-01,33.3223293768546
2021-03-01,34.52234299516908
2021-04-01,36.18043582375479
2021-05-01,39.1568493150685
2021-06-01,40.696458863443596
2021-07-01,42.70683133066311
2021-08-01,49.699826130154
2021-09-01,49.347432024169194
2021-10-01,51.28414442700158
2021-11-01,56.52685492801772
2021-12-01,57.92198581560284
2022-01-01,68.16160849772383
2022-02-01,75.73256676557864
2022-03-01,85.8126811594203
2022-04-01,84.09506704980843
2022-05-01,82.97522831050229
2022-06-01,84.85644614079729
2022-07-01,90.86559857587895
2022-08-01,73.02831594634874
2022-09-01,78.13343403826788
2022-10-01,71.5841182626897
2022-11-01,61.04900332225914
2022-12-01,57.92198581560284
2023-01-01,64.0306019221042
2023-02-01,65.63489119683481
2023-03-01,68.05833333333334
2023-04-01,62.582375478927204
2023-05-01,61.532191780821925
2023-06-01,59.74586513994911
2023-07-01,54.51935914552737
2023-08-01,56.799801291604574
2023-09-01,62.712361530715015
2023-10-01,64.10518053375196
2023-11-01,58.78792912513843
2023-12-01,63.491407528641574
2024-01-01,69.19436014162874
2024-02-01,72.70326409495549
2024-03-01,62.140217391304354
2024-04-01,63.56022509578544
2024-05-01,63.396803652968046
2024-06-01,54.55057251908397
2024-07-01,54.51935914552737
2024-08-01,56.799801291604574
2024-09-01,58.60007552870091
2024-10-01,60.89992150706437
2024-11-01,62.17954042081949
2024-12-01,60.14975450081833
2025-01-01,69.19436014162874
2025-02-01,69.67396142433235
2025-03-01,61.153864734299525
2025-04-01,60.62667624521073
2025-05-01,61.532191780821925
2025-06-01,56.28233672603902
2025-07-01,68.14919893190921
2025-08-01,57.81408345752608
2025-09-01,64.76850453172206
2025-10-01,57.69466248037677
2025-11-01,80.26813399778517
2025-12-01,84.65521003818877
