date,public housing
2016-09-01,38.48866328257191
2016-10-01,40.80436264485344
2016-11-01,39.24568668046929
2016-12-01,43.901723505683904
2017-01-01,43.42176165803109
2017-02-01,42.814038589487694
2017-03-01,44.21258831085421
2017-04-01,39.160747663551405
2017-05-01,39.51155115511551
2017-06-01,39.74767596281541
2017-07-01,39.21796100990732
2017-08-01,40.822687957418495
2017-09-01,38.48866328257191
2017-10-01,43.864689843217455
2017-11-01,40.27846790890269
2017-12-01,38.41400806747341
2018-01-01,41.35405872193437
2018-02-01,40.822687957418495
2018-03-01,39.40687219010918
2018-04-01,41.95794392523365
2018-05-01,46.42607260726073
2018-06-01,41.73505976095618
2018-07-01,45.913710450623206
2018-08-01,44.80538922155689
2018-09-01,52.668697123519465
2018-10-01,42.84458077709612
2018-11-01,40.27846790890269
2018-12-01,39.51155115511551
2019-01-01,43.42176165803109
2019-02-01,43.80971390552229
2019-03-01,39.40687219010918
2019-04-01,41.95794392523365
2019-05-01,43.462706270627066
2019-06-01,44.71613545816734
2019-07-01,38.26142537551934
2019-08-01,42.814038589487694
2019-09-01,44.565820642978004
2019-10-01,44.88479890933879
2019-11-01,43.3768115942029
2019-12-01,40.60909424275761
2020-01-01,41.35405872193437
2020-02-01,41.818363273453095
2020-03-01,37.48458574181118
2020-04-01,32.63395638629284
2020-05-01,33.58481848184819
2020-06-01,37.76029216467464
2020-07-01,40.17449664429531
2020-08-01,37.8356620093147
2020-09-01,37.47580372250423
2020-10-01,36.7239263803681
2020-11-01,34.081780538302276
2020-12-01,34.023835716905026
2021-01-01,34.11709844559586
2021-02-01,41.818363273453095
2021-03-01,39.40687219010918
2021-04-01,40.09314641744549
2021-05-01,41.48712871287129
2021-06-01,41.73505976095618
2021-07-01,38.26142537551934
2021-08-01,42.814038589487694
2021-09-01,38.48866328257191
2021-10-01,38.76414451261077
2021-11-01,42.3440303657695
2021-12-01,38.41400806747341
2022-01-01,43.42176165803109
2022-02-01,40.822687957418495
2022-03-01,46.13487475915222
2022-04-01,50.34953271028038
2022-05-01,44.45049504950495
2022-06-01,41.73505976095618
2022-07-01,37.304889741131355
2022-08-01,42.814038589487694
2022-09-01,40.51438240270728
2022-10-01,41.824471710974784
2022-11-01,40.27846790890269
2022-12-01,39.51155115511551
2023-01-01,44.45561312607945
2023-02-01,44.80538922155689
2023-03-01,45.17373153500321
2023-04-01,41.025545171339566
2023-05-01,44.45049504950495
2023-06-01,39.74767596281541
2023-07-01,39.21796100990732
2023-08-01,41.818363273453095
2023-09-01,42.54010152284264
2023-10-01,44.88479890933879
2023-11-01,43.3768115942029
2023-12-01,38.41400806747341
2024-01-01,39.28635578583765
2024-02-01,44.80538922155689
2024-03-01,43.2514450867052
2024-04-01,45.68753894080997
2024-05-01,43.462706270627066
2024-06-01,41.73505976095618
2024-07-01,37.304889741131355
2024-08-01,44.80538922155689
2024-09-01,48.61725888324874
2024-10-01,47.9451261077028
2024-11-01,43.3768115942029
2024-12-01,44.999266593326
2025-01-01,43.42176165803109
2025-02-01,61.731869594145046
2025-03-01,44.21258831085421
2025-04-01,52.21433021806854
2025-05-01,45.43828382838284
2025-06-01,48.690903054448874
2025-07-01,63.13135186960691
2025-08-01,49.78376580172987
2025-09-01,48.61725888324874
2025-10-01,54.06578050443081
2025-11-01,85.72084195997239
2025-12-01,109.75430876420975
