date,housing prices
2014-12-01,20.097841726618707
2015-01-01,23.45054945054945
2015-02-01,20.94723926380368
2015-03-01,21.833528722157094
2015-04-01,23.08466819221968
2015-05-01,21.477737665463298
2015-06-01,20.54981084489281
2015-07-01,23.338345864661655
2015-08-01,23.5772787318362
2015-09-01,23.25885558583106
2015-10-01,22.35390946502058
2015-11-01,24.215602836879434
2015-12-01,23.44748201438849
2016-01-01,27.714285714285715
2016-02-01,27.612269938650304
2016-03-01,25.472450175849943
2016-04-01,26.636155606407325
2016-05-01,23.345367027677497
2016-06-01,24.4640605296343
2016-07-01,23.338345864661655
2016-08-01,24.602377807133422
2016-09-01,24.316076294277927
2016-10-01,24.48285322359397
2016-11-01,27.5177304964539
2016-12-01,25.68057553956835
2017-01-01,27.714285714285715
2017-02-01,26.660122699386502
2017-03-01,26.382180539273154
2017-04-01,26.636155606407325
2017-05-01,24.279181708784595
2017-06-01,25.442622950819672
2017-07-01,26.25563909774436
2017-08-01,23.5772787318362
2017-09-01,24.316076294277927
2017-10-01,25.547325102880663
2017-11-01,25.31631205673759
2017-12-01,25.68057553956835
2018-01-01,27.714285714285715
2018-02-01,28.56441717791411
2018-03-01,27.291910902696365
2018-04-01,28.411899313501145
2018-05-01,26.146811070998798
2018-06-01,26.42118537200504
2018-07-01,27.228070175438596
2018-08-01,28.702774108322327
2018-09-01,27.487738419618523
2018-10-01,31.93415637860083
2018-11-01,30.81985815602837
2018-12-01,27.913669064748202
2019-01-01,28.78021978021978
2019-02-01,27.612269938650304
2019-03-01,25.472450175849943
2019-04-01,25.748283752860413
2019-05-01,25.212996389891696
2019-06-01,24.4640605296343
2019-07-01,24.31077694235589
2019-08-01,25.62747688243065
2019-09-01,26.430517711171657
2019-10-01,25.547325102880663
2019-11-01,23.114893617021277
2019-12-01,21.214388489208634
2020-01-01,25.582417582417584
2020-02-01,25.707975460122697
2020-03-01,34.56975381008206
2020-04-01,37.29061784897025
2020-05-01,34.55114320096269
2020-06-01,26.42118537200504
2020-07-01,31.117794486215537
2020-08-01,27.677675033025103
2020-09-01,26.430517711171657
2020-10-01,25.547325102880663
2020-11-01,24.215602836879434
2020-12-01,22.330935251798564
2021-01-01,25.582417582417584
2021-02-01,26.660122699386502
2021-03-01,28.20164126611958
2021-04-01,31.075514874141877
2021-05-01,38.2864019253911
2021-06-01,38.16393442622951
2021-07-01,38.89724310776942
2021-08-01,35.87846763540291
2021-09-01,33.83106267029972
2021-10-01,34.06310013717422
2021-11-01,36.32340425531915
2021-12-01,31.263309352517986
2022-01-01,49.03296703296703
2022-02-01,46.65521472392638
2022-03-01,59.1324736225088
2022-04-01,59.487414187643026
2022-05-01,60.69795427196149
2022-06-01,64.58511979823454
2022-07-01,51.53884711779448
2022-08-01,56.38044914134743
2022-09-01,53.91825613079018
2022-10-01,50.03017832647463
2022-11-01,42.92765957446809
2022-12-01,40.195683453237415
2023-01-01,41.57142857142857
2023-02-01,42.84662576687116
2023-03-01,40.02813599062134
2023-04-01,38.17848970251716
2023-05-01,35.48495788206979
2023-06-01,36.206809583858764
2023-07-01,37.92481203007519
2023-08-01,37.92866578599736
2023-09-01,42.288828337874655
2023-10-01,40.44993141289439
2023-11-01,39.62553191489362
2023-12-01,35.7294964028777
2024-01-01,37.30769230769231
2024-02-01,36.18159509202454
2024-03-01,35.47948417350528
2024-04-01,36.402745995423345
2024-05-01,35.48495788206979
2024-06-01,35.22824716267339
2024-07-01,33.06265664160401
2024-08-01,36.90356671070013
2024-09-01,38.05994550408719
2024-10-01,38.320987654320994
2024-11-01,46.229787234042554
2024-12-01,33.49640287769785
2025-01-01,40.505494505494504
2025-02-01,39.99018404907975
2025-03-01,39.11840562719813
2025-04-01,41.72997711670481
2025-05-01,34.55114320096269
2025-06-01,37.18537200504414
2025-07-01,53.48370927318295
2025-08-01,43.05416116248349
2025-09-01,41.231607629427785
2025-10-01,39.38545953360769
2025-11-01,67.14326241134752
2025-12-01,111.65467625899281
