date,studio apartment
2013-01-01,61.356789676796915
2013-02-01,65.74718468468468
2013-03-01,62.24253731343284
2013-04-01,60.97692483436144
2013-05-01,62.339747880410535
2013-06-01,62.18793859649123
2013-07-01,63.812758478081065
2013-08-01,65.18884852487892
2013-09-01,66.50090020576131
2013-10-01,61.36001872659177
2013-11-01,63.79609500805153
2013-12-01,72.0434013027471
2014-01-01,70.40943077665219
2014-02-01,66.7907907907908
2014-03-01,65.20646766169155
2014-04-01,70.50456933973041
2014-05-01,69.7832998661312
2014-06-01,70.4186951754386
2014-07-01,69.84910049627793
2014-08-01,70.69776530162925
2014-09-01,70.79128086419753
2014-10-01,71.40074906367042
2014-11-01,71.63070316693505
2014-12-01,73.2244406683659
2015-01-01,67.3918837433671
2015-02-01,74.09603353353354
2015-03-01,70.14635157545607
2015-04-01,70.50456933973041
2015-05-01,79.08773984828203
2015-06-01,69.50416666666666
2015-07-01,67.26209677419355
2015-08-01,63.35254293262881
2015-09-01,72.93647119341564
2015-10-01,71.40074906367042
2015-11-01,71.63070316693505
2015-12-01,75.58651939960352
2016-01-01,73.42697780993728
2016-02-01,78.27045795795796
2016-03-01,77.06218905472637
2016-04-01,74.31562714187801
2016-05-01,72.57463186077645
2016-06-01,69.50416666666666
2016-07-01,68.9867659222498
2016-08-01,67.94330691325408
2016-09-01,70.79128086419753
2016-10-01,71.40074906367042
2016-11-01,70.51147342995169
2016-12-01,72.0434013027471
2017-01-01,77.45037385431742
2017-02-01,74.09603353353354
2017-03-01,78.05016583747928
2017-04-01,87.65432944939457
2017-05-01,86.53129183400269
2017-06-01,85.9656798245614
2017-07-01,86.23345740281225
2017-08-01,81.71559885512991
2017-09-01,82.58982767489712
2017-10-01,85.90402621722848
2017-11-01,80.58454106280193
2017-12-01,73.2244406683659
2018-01-01,80.4679208876025
2018-02-01,81.40127627627628
2018-03-01,82.00207296849089
2018-04-01,80.03221384509939
2018-05-01,79.08773984828203
2018-06-01,79.56398026315789
2018-07-01,79.33478081058728
2018-08-01,76.20668207837959
2018-09-01,76.15425668724279
2018-10-01,75.86329588014982
2018-11-01,77.22685185185185
2018-12-01,76.76755876522232
2019-01-01,77.45037385431742
2019-02-01,78.27045795795796
2019-03-01,82.99004975124379
2019-04-01,75.2683915924149
2019-05-01,76.29640785363678
2019-06-01,81.39303728070175
2019-07-01,76.7477770885029
2019-08-01,75.28852928225453
2019-09-01,81.51723251028807
2019-10-01,85.90402621722848
2019-11-01,76.10762211486849
2019-12-01,81.49171622769754
2020-01-01,85.49716594307766
2020-02-01,86.6193068068068
2020-03-01,70.14635157545607
2020-04-01,78.1266849440256
2020-05-01,81.87907184292727
2020-06-01,84.13662280701755
2020-07-01,80.1971153846154
2020-08-01,81.71559885512991
2020-09-01,83.66242283950616
2020-10-01,82.55711610486892
2020-11-01,79.46531132581858
2020-12-01,81.49171622769754
2021-01-01,84.49131693198264
2021-02-01,88.70651901901903
2021-03-01,82.00207296849089
2021-04-01,75.2683915924149
2021-05-01,80.94862784471219
2021-06-01,80.47850877192982
2021-07-01,76.7477770885029
2021-08-01,80.79744605900486
2021-09-01,80.44463734567901
2021-10-01,90.36657303370787
2021-11-01,99.61144659151906
2021-12-01,76.76755876522232
2022-01-01,88.51471297636276
2022-02-01,87.66291291291292
2022-03-01,87.92993366500829
2022-04-01,81.93774274617319
2022-05-01,77.22685185185186
2022-06-01,75.90586622807018
2022-07-01,75.02310794044666
2022-08-01,75.28852928225453
2022-09-01,77.22685185185185
2022-10-01,76.97893258426967
2022-11-01,70.51147342995169
2022-12-01,66.13820447465308
2023-01-01,74.43282682103232
2023-02-01,67.8343968968969
2023-03-01,70.14635157545607
2023-04-01,71.45733379026731
2023-05-01,72.57463186077645
2023-06-01,68.58963815789474
2023-07-01,62.08808933002482
2023-08-01,67.02515411712903
2023-09-01,65.42830504115226
2023-10-01,66.93820224719101
2023-11-01,63.79609500805153
2023-12-01,70.8623619371283
2024-01-01,72.42112879884226
2024-02-01,68.878003003003
2024-03-01,66.19444444444446
2024-04-01,66.69351153758282
2024-05-01,63.27019187862562
2024-06-01,63.10246710526316
2024-07-01,60.36342018196858
2024-08-01,64.27069572875386
2024-09-01,71.86387602880659
2024-10-01,68.05383895131087
2024-11-01,66.03455448201825
2024-12-01,68.50028320589068
2025-01-01,70.40943077665219
2025-02-01,72.00882132132132
2025-03-01,72.12230514096186
2025-04-01,69.55180488919352
2025-05-01,69.7832998661312
2025-06-01,76.8203947368421
2025-07-01,85.37112282878412
2025-08-01,80.79744605900486
2025-09-01,78.2994470164609
2025-10-01,76.97893258426967
2025-11-01,96.25375738056897
2025-12-01,102.75042480883603
