date,affordable housing
2021-03-01,44.59914277684092
2021-04-01,46.28963153384747
2021-05-01,45.79617604617604
2021-06-01,46.81109185441941
2021-07-01,46.108207915273134
2021-08-01,45.32526421022565
2021-09-01,50.74015629696424
2021-10-01,54.175370874962155
2021-11-01,62.15964147286822
2021-12-01,64.34294871794872
2022-01-01,65.9658081705151
2022-02-01,83.18297101449275
2022-03-01,79.70910623946037
2022-04-01,81.00685518423307
2022-05-01,77.95093795093794
2022-06-01,73.14233102253033
2022-07-01,75.27870680044593
2022-08-01,79.07812053698943
2022-09-01,74.08062819356778
2022-10-01,68.48584620042386
2022-11-01,71.97432170542636
2022-12-01,78.38141025641026
2023-01-01,77.95959147424512
2023-02-01,81.22572463768115
2023-03-01,81.60694210230467
2023-04-01,78.1137532133676
2023-05-01,83.7972582972583
2023-06-01,78.99371750433275
2023-07-01,75.27870680044593
2023-08-01,78.1137532133676
2023-09-01,76.11023444544635
2023-10-01,81.77414471692401
2023-11-01,81.7890019379845
2023-12-01,80.72115384615385
2024-01-01,78.95907341622262
2024-02-01,79.26847826086957
2024-03-01,77.81127037661608
2024-04-01,81.00685518423307
2024-05-01,76.97655122655122
2024-06-01,76.06802426343154
2024-07-01,72.45575529542921
2024-08-01,78.1137532133676
2024-09-01,81.18425007514277
2024-10-01,81.77414471692401
2024-11-01,81.7890019379845
2024-12-01,77.21153846153847
2025-01-01,78.95907341622262
2025-02-01,83.18297101449275
2025-03-01,78.76018830803822
2025-04-01,80.04248786061125
2025-05-01,79.89971139971139
2025-06-01,79.96894858463315
2025-07-01,94.09838350055742
2025-08-01,82.93558983147672
2025-09-01,83.21385632702135
2025-10-01,84.84067514380867
2025-11-01,95.96576227390182
2025-12-01,101.77884615384616
