date,renters insurance
2016-07-01,20.39250225835592
2016-08-01,22.989125295508273
2016-09-01,21.47442383361439
2016-10-01,25.262175838077166
2016-11-01,22.177522349936144
2016-12-01,22.039746158984634
2017-01-01,27.2252897068848
2017-02-01,26.10424836601307
2017-03-01,24.884423676012467
2017-04-01,24.674955595026645
2017-05-01,26.857866666666666
2017-06-01,26.22838541666667
2017-07-01,25.098464317976514
2017-08-01,24.631205673758867
2017-09-01,34.16385609893199
2017-10-01,27.45888678051866
2017-11-01,25.504150702426564
2017-12-01,26.679692718770873
2018-01-01,28.40899795501023
2018-02-01,26.10424836601307
2018-03-01,28.130218068535832
2018-04-01,27.759325044404978
2018-05-01,29.636266666666668
2018-06-01,26.22838541666667
2018-07-01,28.23577235772358
2018-08-01,30.378486997635935
2018-09-01,30.259415401911188
2018-10-01,27.45888678051866
2018-11-01,25.504150702426564
2018-12-01,25.519706078824314
2019-01-01,29.592706203135656
2019-02-01,27.23921568627451
2019-03-01,27.048286604361376
2019-04-01,28.787448194197754
2019-05-01,29.636266666666668
2019-06-01,28.94166666666667
2019-07-01,29.020099367660343
2019-08-01,30.378486997635935
2019-09-01,27.33108487914559
2019-10-01,29.655597722960152
2019-11-01,25.504150702426564
2019-12-01,26.679692718770873
2020-01-01,31.960122699386506
2020-02-01,29.509150326797386
2020-03-01,24.884423676012467
2020-04-01,25.703078744819425
2020-05-01,26.857866666666666
2020-06-01,30.750520833333336
2020-07-01,29.80442637759711
2020-08-01,30.378486997635935
2020-09-01,29.28330522765599
2020-10-01,29.655597722960152
2020-11-01,24.39527458492976
2020-12-01,27.839679358717433
2021-01-01,30.776414451261083
2021-02-01,91.93235294117646
2021-03-01,94.12803738317758
2021-04-01,92.53108348134992
2021-05-01,89.83493333333334
2021-06-01,90.44270833333334
2021-07-01,76.07971996386631
2021-08-01,61.57801418439716
2021-09-01,51.73383923552558
2021-10-01,34.049019607843135
2021-11-01,56.55268199233716
2021-12-01,66.11923847695391
2022-01-01,47.34832992501705
2022-02-01,35.183986928104574
2022-03-01,37.86760124610593
2022-04-01,41.12492599171108
2022-05-01,33.3408
2022-06-01,37.081510416666674
2022-07-01,32.15740740740741
2022-08-01,32.84160756501182
2022-09-01,33.18774592467679
2022-10-01,31.852308665401644
2022-11-01,31.0485312899106
2022-12-01,33.63961255845023
2023-01-01,37.87866394001364
2023-02-01,38.58888888888889
2023-03-01,33.53987538940811
2023-04-01,35.98431024274719
2023-05-01,37.04533333333333
2023-06-01,36.177083333333336
2023-07-01,32.15740740740741
2023-08-01,35.30472813238771
2023-09-01,33.18774592467679
2023-10-01,31.852308665401644
2023-11-01,46.5727969348659
2023-12-01,34.79959919839679
2024-01-01,42.613496932515346
2024-02-01,38.58888888888889
2024-03-01,42.195327102803745
2024-04-01,40.096802841918304
2024-05-01,41.676
2024-06-01,37.081510416666674
2024-07-01,35.29471544715447
2024-08-01,37.7678486997636
2024-09-01,37.092186621697586
2024-10-01,41.737507906388366
2024-11-01,34.37515964240102
2024-12-01,35.95958583834335
2025-01-01,59.18541240627131
2025-02-01,46.53366013071895
2025-03-01,46.52305295950157
2025-04-01,46.26554174067496
2025-05-01,43.52826666666667
2025-06-01,42.50807291666667
2025-07-01,76.86404697380307
2025-08-01,60.75697399527187
2025-09-01,76.13659359190557
2025-10-01,105.44212523719165
2025-11-01,106.45210727969348
2025-12-01,92.79893119572478
