date,security deposit
2012-07-01,32.77430555555555
2012-08-01,34.199275362318836
2012-09-01,31.578163017031624
2012-10-01,34.41934791934791
2012-11-01,37.081785714285715
2012-12-01,31.598756575801048
2013-01-01,37.28987654320987
2013-02-01,37.94919590643274
2013-03-01,32.54827586206896
2013-04-01,32.734190126478985
2013-05-01,33.30489829804898
2013-06-01,32.95989052472631
2013-07-01,31.933938746438745
2013-08-01,35.90923913043478
2013-09-01,32.53507704785076
2013-10-01,33.40701415701415
2013-11-01,33.71071428571429
2013-12-01,33.855810616929695
2014-01-01,34.959259259259255
2014-02-01,34.49926900584795
2014-03-01,30.378390804597696
2014-04-01,30.808649530803752
2014-05-01,32.32534246575342
2014-06-01,36.523121932804834
2014-07-01,35.29540598290598
2014-08-01,33.344293478260866
2014-09-01,34.44890510948905
2014-10-01,31.382346632346632
2014-11-01,32.587023809523814
2014-12-01,33.855810616929695
2015-01-01,33.79395061728395
2015-02-01,31.049342105263154
2015-03-01,33.63321839080459
2015-04-01,33.6969604243166
2015-05-01,35.264009962640095
2015-06-01,35.63231408078521
2015-07-01,36.13577279202279
2015-08-01,34.199275362318836
2015-09-01,35.40581914030819
2015-10-01,34.41934791934791
2015-11-01,34.834404761904764
2015-12-01,33.855810616929695
2016-01-01,34.959259259259255
2016-02-01,34.49926900584795
2016-03-01,34.718160919540225
2016-04-01,30.808649530803752
2016-05-01,34.284454130344535
2016-06-01,36.523121932804834
2016-07-01,31.933938746438745
2016-08-01,32.489311594202896
2016-09-01,33.491991078669905
2016-10-01,30.370012870012868
2016-11-01,34.834404761904764
2016-12-01,30.470229555236727
2017-01-01,39.62049382716049
2017-02-01,37.94919590643274
2017-03-01,37.97298850574712
2017-04-01,32.734190126478985
2017-05-01,39.18223329182233
2017-06-01,40.086353340883356
2017-07-01,39.497240028490026
2017-08-01,37.61920289855072
2017-09-01,35.40581914030819
2017-10-01,36.44401544401544
2017-11-01,37.081785714285715
2017-12-01,34.98433763749402
2018-01-01,37.28987654320987
2018-02-01,35.649244639376214
2018-03-01,37.97298850574712
2018-04-01,34.65973072215422
2018-05-01,39.18223329182233
2018-06-01,40.086353340883356
2018-07-01,39.497240028490026
2018-08-01,41.03913043478261
2018-09-01,36.362733171127324
2018-10-01,39.48101673101673
2018-11-01,37.081785714285715
2018-12-01,32.727283596365375
2019-01-01,40.785802469135795
2019-02-01,39.099171539961006
2019-03-01,34.718160919540225
2019-04-01,36.58527131782945
2019-05-01,40.16178912411789
2019-06-01,40.086353340883356
2019-07-01,40.337606837606835
2019-08-01,40.184148550724636
2019-09-01,39.233475263584744
2019-10-01,41.50568425568425
2019-11-01,35.95809523809524
2019-12-01,39.49844571975131
2020-01-01,41.9511111111111
2020-02-01,41.399122807017534
2020-03-01,37.97298850574712
2020-04-01,96.27702978376172
2020-05-01,49.95734744707347
2020-06-01,35.63231408078521
2020-07-01,36.13577279202279
2020-08-01,37.61920289855072
2020-09-01,36.362733171127324
2020-10-01,37.4563492063492
2020-11-01,31.463333333333335
2020-12-01,40.62697274031564
2021-01-01,39.62049382716049
2021-02-01,36.79922027290448
2021-03-01,54.2471264367816
2021-04-01,33.6969604243166
2021-05-01,34.284454130344535
2021-06-01,33.850698376745946
2021-07-01,36.13577279202279
2021-08-01,36.76422101449275
2021-09-01,33.491991078669905
2021-10-01,36.44401544401544
2021-11-01,38.20547619047619
2021-12-01,40.62697274031564
2022-01-01,47.77765432098765
2022-02-01,51.748903508771924
2022-03-01,50.992298850574706
2022-04-01,46.21297429620563
2022-05-01,46.039124117891234
2022-06-01,44.540392600981505
2022-07-01,42.85870726495726
2022-08-01,46.16902173913043
2022-09-01,47.84570154095701
2022-10-01,47.57968682968683
2022-11-01,47.195
2022-12-01,47.39813486370157
2023-01-01,48.94296296296296
2023-02-01,54.04885477582845
2023-03-01,53.16218390804597
2023-04-01,48.13851489188086
2023-05-01,51.91645911166459
2023-06-01,50.776047565118915
2023-07-01,47.90090811965812
2023-08-01,48.73396739130434
2023-09-01,49.759529602595286
2023-10-01,54.666023166023166
2023-11-01,56.18452380952381
2023-12-01,53.04076996652319
2024-01-01,61.76135802469135
2024-02-01,58.64875730994151
2024-03-01,56.41701149425286
2024-04-01,53.91513667890656
2024-05-01,57.79379410543793
2024-06-01,53.4484711211778
2024-07-01,54.62384259259259
2024-08-01,52.15389492753623
2024-09-01,52.63027169505271
2024-10-01,55.678356928356926
2024-11-01,57.308214285714286
2024-12-01,56.42635102821616
2025-01-01,60.59604938271604
2025-02-01,72.44846491228068
2025-03-01,73.77609195402297
2025-04-01,63.54283965728274
2025-05-01,62.691573266915725
2025-06-01,64.13816534541337
2025-07-01,67.22934472934472
2025-08-01,64.97862318840579
2025-09-01,68.8978102189781
2025-10-01,68.83869583869583
2025-11-01,77.53464285714286
2025-12-01,91.41068866571018
