date,section 8 housing
2009-07-01,75.81309523809523
2009-08-01,73.73140749846343
2009-09-01,78.92171052631578
2009-10-01,77.57133011716057
2009-11-01,81.57564003103181
2009-12-01,77.6957223567393
2010-01-01,75.69986893840105
2010-02-01,81.63816254416962
2010-03-01,90.1658502449265
2010-04-01,79.01367989056087
2010-05-01,76.50198675496688
2010-06-01,79.33928571428571
2010-07-01,75.81309523809523
2010-08-01,73.73140749846343
2010-09-01,72.10131578947367
2010-10-01,63.28187456926257
2010-11-01,68.93716058960435
2010-12-01,66.93785310734462
2011-01-01,79.5819134993447
2011-02-01,65.93851590106007
2011-03-01,69.43806857942616
2011-04-01,64.83173734610122
2011-05-01,70.61721854304635
2011-06-01,82.98706896551724
2011-07-01,87.27321428571429
2011-08-01,91.02642901044867
2011-09-01,88.66513157894735
2011-10-01,79.61268090971743
2011-11-01,81.57564003103181
2011-12-01,84.86763518966907
2012-01-01,84.43446920052425
2012-02-01,82.68480565371026
2012-03-01,72.5472358292512
2012-04-01,72.93570451436388
2012-05-01,70.61721854304635
2012-06-01,78.42733990147784
2012-07-01,76.69464285714285
2012-08-01,69.18008604794099
2012-09-01,73.07565789473684
2012-10-01,68.38525155065471
2012-11-01,63.19239720713731
2012-12-01,66.93785310734462
2013-01-01,78.61140235910878
2013-02-01,78.49823321554771
2013-03-01,68.40167949615115
2013-04-01,72.93570451436388
2013-05-01,69.6364238410596
2013-06-01,73.86761083743842
2013-07-01,68.76071428571429
2013-08-01,69.18008604794099
2013-09-01,61.383552631578944
2013-10-01,58.178497587870424
2013-11-01,55.149728471683474
2013-12-01,60.96125907990314
2014-01-01,63.08322411533421
2014-02-01,58.612014134275626
2014-03-01,62.18334499650104
2014-04-01,68.88372093023254
2014-05-01,68.65562913907284
2014-06-01,68.39593596059113
2014-07-01,78.4577380952381
2014-08-01,66.44929317762752
2014-09-01,69.1782894736842
2014-10-01,67.36457615437628
2014-11-01,58.59658650116369
2014-12-01,54.98466505246165
2015-01-01,65.99475753604194
2015-02-01,66.98515901060071
2015-03-01,74.62001399580124
2015-04-01,69.89671682626538
2015-05-01,66.69403973509934
2015-06-01,72.04371921182266
2015-07-01,69.64226190476191
2015-08-01,71.91087891825445
2015-09-01,68.20394736842104
2015-10-01,64.30254996554099
2015-11-01,63.19239720713731
2015-12-01,59.765940274414845
2016-01-01,63.08322411533421
2016-02-01,66.98515901060071
2016-03-01,67.36529041287612
2016-04-01,69.89671682626538
2016-05-01,69.6364238410596
2016-06-01,68.39593596059113
2016-07-01,60.82678571428571
2016-08-01,64.62876459741855
2016-09-01,66.25526315789473
2016-10-01,61.240523776705714
2016-11-01,62.04344453064391
2016-12-01,59.765940274414845
2017-01-01,62.1127129750983
2017-02-01,66.98515901060071
2017-03-01,73.58362491252623
2017-04-01,74.96169630642953
2017-05-01,75.52119205298013
2017-06-01,71.13177339901478
2017-07-01,60.82678571428571
2017-08-01,63.71850030731407
2017-09-01,61.383552631578944
2017-10-01,65.32322536181942
2017-11-01,72.38401861908456
2017-12-01,72.9144471347861
2018-01-01,68.90629095674967
2018-02-01,62.79858657243817
2018-03-01,66.32890132960111
2018-04-01,62.80574555403556
2018-05-01,62.77086092715231
2018-06-01,59.27647783251231
2018-07-01,60.82678571428571
2018-08-01,60.07744314689612
2018-09-01,59.43486842105263
2018-10-01,60.21984838042728
2018-11-01,63.19239720713731
2018-12-01,62.156577885391435
2019-01-01,63.08322411533421
2019-02-01,60.7053003533569
2019-03-01,62.18334499650104
2019-04-01,69.89671682626538
2019-05-01,67.67483443708609
2019-06-01,64.7481527093596
2019-07-01,64.35297619047618
2019-08-01,63.71850030731407
2019-09-01,66.25526315789473
2019-10-01,67.36457615437628
2019-11-01,68.93716058960435
2019-12-01,71.7191283292978
2020-01-01,66.96526867627786
2020-02-01,62.79858657243817
2020-03-01,48.71028691392581
2020-04-01,47.61080711354308
2020-05-01,50.0205298013245
2020-06-01,55.62869458128079
2020-07-01,55.5375
2020-08-01,54.61585740626921
2020-09-01,54.56315789473683
2020-10-01,64.30254996554099
2020-11-01,59.74553917765709
2020-12-01,60.96125907990314
2021-01-01,55.31913499344692
2021-02-01,62.79858657243817
2021-03-01,62.18334499650104
2021-04-01,64.83173734610122
2021-05-01,74.54039735099337
2021-06-01,68.39593596059113
2021-07-01,65.23452380952381
2021-08-01,68.26982175783651
2021-09-01,73.07565789473684
2021-10-01,74.50930392832528
2021-11-01,81.57564003103181
2021-12-01,81.28167877320419
2022-01-01,76.67038007863697
2022-02-01,92.10459363957598
2022-03-01,93.27501749475157
2022-04-01,88.13064295485634
2022-05-01,85.32913907284768
2022-06-01,84.81096059113301
2022-07-01,86.39166666666667
2022-08-01,90.11616472034419
2022-09-01,82.81907894736841
2022-10-01,91.86078566505857
2022-11-01,86.17145073700543
2022-12-01,88.45359160613397
2023-01-01,90.25753604193972
2023-02-01,87.91802120141344
2023-03-01,90.1658502449265
2023-04-01,85.09165526675785
2023-05-01,83.36754966887416
2023-06-01,81.16317733990148
2023-07-01,85.51011904761904
2023-08-01,88.29563614013522
2023-09-01,89.63947368421051
2023-10-01,96.9641626464507
2023-11-01,91.91621411947246
2023-12-01,88.45359160613397
2024-01-01,85.40498034076016
2024-02-01,81.63816254416962
2024-03-01,74.62001399580124
2024-04-01,79.01367989056087
2024-05-01,80.4251655629139
2024-06-01,81.16317733990148
2024-07-01,76.69464285714285
2024-08-01,78.28272894898586
2024-09-01,71.12697368421051
2024-10-01,71.44727773948999
2024-11-01,75.83087664856478
2024-12-01,77.6957223567393
2025-01-01,78.61140235910878
2025-02-01,77.45159010600707
2025-03-01,69.43806857942616
2025-04-01,70.90971272229821
2025-05-01,74.54039735099337
2025-06-01,64.7481527093596
2025-07-01,73.16845238095237
2025-08-01,69.18008604794099
2025-09-01,65.28092105263157
2025-10-01,68.38525155065471
2025-11-01,66.63925523661753
2025-12-01,76.500403551251
