date,theme park tickets
2010-06-01,52.15038314176246
2010-07-01,47.170770633834934
2010-08-01,46.77405498281787
2010-09-01,48.39555555555556
2010-10-01,45.44657762938231
2010-11-01,45.37083333333334
2010-12-01,43.76193853427896
2011-01-01,43.26600085910653
2011-02-01,44.593047619047624
2011-03-01,40.95661985957874
2011-04-01,42.487736900780384
2011-05-01,38.53893178893179
2011-06-01,46.93534482758621
2011-07-01,47.791438668490656
2011-08-01,49.580498281786944
2011-09-01,40.83375
2011-10-01,42.41680578742349
2011-11-01,34.419252873563224
2011-12-01,39.90059101654847
2012-01-01,38.58859536082475
2012-02-01,37.333714285714294
2012-03-01,34.585590103644265
2012-04-01,37.42967298402082
2012-05-01,39.414816602316606
2012-06-01,39.112787356321846
2012-07-01,39.72275421796626
2012-08-01,42.09664948453608
2012-09-01,40.83375
2012-10-01,34.842376182526436
2012-11-01,35.98376436781609
2012-12-01,30.890780141843976
2013-01-01,38.58859536082475
2013-02-01,39.40780952380953
2013-03-01,38.22617853560682
2013-04-01,40.46451133407656
2013-05-01,43.79424066924067
2013-06-01,39.764667145593876
2013-07-01,43.4467624259006
2013-08-01,46.77405498281787
2013-09-01,40.83375
2013-10-01,45.44657762938231
2013-11-01,42.24181034482759
2013-12-01,41.187706855791966
2014-01-01,42.09664948453609
2014-02-01,39.40780952380953
2014-03-01,40.95661985957874
2014-04-01,43.4993496841323
2014-05-01,47.297779922779924
2014-06-01,41.720306513409966
2014-07-01,43.4467624259006
2014-08-01,43.967611683848794
2014-09-01,39.32138888888889
2014-10-01,40.90191986644408
2014-11-01,43.80632183908047
2014-12-01,45.04905437352246
2015-01-01,39.757946735395194
2015-02-01,35.259619047619054
2015-03-01,42.776914075560015
2015-04-01,37.42967298402082
2015-05-01,36.78716216216216
2015-06-01,40.416546934865906
2015-07-01,41.58475832193343
2015-08-01,41.16116838487972
2015-09-01,39.32138888888889
2015-10-01,40.90191986644408
2015-11-01,42.24181034482759
2015-12-01,42.47482269503546
2016-01-01,33.91118986254296
2016-02-01,35.259619047619054
2016-03-01,37.31603142761618
2016-04-01,35.40644741731699
2016-05-01,35.91127734877735
2016-06-01,35.85338840996169
2016-07-01,38.48141814865482
2016-08-01,31.80635738831615
2016-09-01,39.32138888888889
2016-10-01,37.872148024485256
2016-11-01,39.112787356321846
2016-12-01,37.32635933806147
2017-01-01,37.4192439862543
2017-02-01,39.40780952380953
2017-03-01,40.0464727515881
2017-04-01,44.51096246748421
2017-05-01,37.663046975546976
2017-06-01,38.460907567049816
2017-07-01,40.964090287277706
2017-08-01,36.48376288659794
2017-09-01,39.32138888888889
2017-10-01,43.9316917084029
2017-11-01,45.37083333333334
2017-12-01,38.61347517730497
2018-01-01,35.08054123711341
2018-02-01,34.222571428571435
2018-03-01,33.675442995653626
2018-04-01,37.42967298402082
2018-05-01,32.407738095238095
2018-06-01,35.20150862068966
2018-07-01,34.75740994072048
2018-08-01,33.677319587628865
2018-09-01,39.32138888888889
2018-10-01,39.387033945464665
2018-11-01,39.112787356321846
2018-12-01,37.32635933806147
2019-01-01,31.572487113402065
2019-02-01,30.074380952380956
2019-03-01,34.585590103644265
2019-04-01,35.40644741731699
2019-05-01,32.407738095238095
2019-06-01,31.942109674329505
2019-07-01,35.3780779753762
2019-08-01,33.677319587628865
2019-09-01,36.29666666666667
2019-10-01,48.47634947134113
2019-11-01,42.24181034482759
2019-12-01,37.32635933806147
2020-01-01,39.757946735395194
2020-02-01,34.222571428571435
2020-03-01,15.472500835840856
2020-04-01,6.069676700111484
2020-05-01,7.007078507078507
2020-06-01,11.081956417624522
2020-07-01,9.310020519835843
2020-08-01,12.161254295532647
2020-09-01,18.148333333333333
2020-10-01,19.693516972732333
2020-11-01,17.209626436781612
2020-12-01,15.445390070921988
2021-01-01,18.70962199312715
2021-02-01,22.815047619047622
2021-03-01,27.304413239719157
2021-04-01,33.38322185061316
2021-05-01,33.28362290862291
2021-06-01,33.8977490421456
2021-07-01,28.55072959416325
2021-08-01,27.128951890034365
2021-09-01,31.759583333333335
2021-10-01,40.90191986644408
2021-11-01,40.677298850574715
2021-12-01,33.46501182033097
2022-01-01,31.572487113402065
2022-02-01,42.518952380952385
2022-03-01,41.866766967569376
2022-04-01,42.487736900780384
2022-05-01,35.03539253539253
2022-06-01,30.638350095785444
2022-07-01,31.033401732786142
2022-08-01,33.677319587628865
2022-09-01,43.858472222222225
2022-10-01,40.90191986644408
2022-11-01,42.24181034482759
2022-12-01,42.47482269503546
2023-01-01,36.249892611683855
2023-02-01,32.148476190476195
2023-03-01,35.4957372116349
2023-04-01,34.394834633965075
2023-05-01,35.91127734877735
2023-06-01,33.8977490421456
2023-07-01,32.89540583675331
2023-08-01,32.74183848797251
2023-09-01,40.83375
2023-10-01,39.387033945464665
2023-11-01,43.80632183908047
2023-12-01,37.32635933806147
2024-01-01,36.249892611683855
2024-02-01,31.111428571428576
2024-03-01,31.85514877967235
2024-04-01,32.37160906726125
2024-05-01,30.65596846846847
2024-06-01,29.33459051724138
2024-07-01,29.792065663474695
2024-08-01,35.54828178694158
2024-09-01,39.32138888888889
2024-10-01,37.872148024485256
2024-11-01,40.677298850574715
2024-12-01,37.32635933806147
2025-01-01,31.572487113402065
2025-02-01,30.074380952380956
2025-03-01,30.945001671681712
2025-04-01,36.418060200668904
2025-05-01,37.663046975546976
2025-06-01,31.942109674329505
2025-07-01,37.240082079343374
2025-08-01,40.225687285223366
2025-09-01,43.858472222222225
2025-10-01,45.44657762938231
2025-11-01,53.193390804597705
2025-12-01,55.345981087470456
