date,wedding locations
2018-01-01,15.059701492537314
2018-02-01,15.704280155642023
2018-03-01,15.592376373626372
2018-04-01,16.770083102493075
2018-05-01,19.914473684210524
2018-06-01,15.188606847697756
2018-07-01,15.783893395133257
2018-08-01,15.172932330827068
2018-09-01,15.528385772913818
2018-10-01,16.69301470588235
2018-11-01,15.711072664359863
2018-12-01,16.45108695652174
2019-01-01,11.294776119402986
2019-02-01,12.759727626459144
2019-03-01,13.513392857142858
2019-04-01,14.67382271468144
2019-05-01,12.944407894736841
2019-06-01,11.614817001180636
2019-07-01,13.153244495944381
2019-08-01,13.276315789473685
2019-09-01,13.457934336525309
2019-10-01,13.354411764705882
2019-11-01,13.09256055363322
2019-12-01,12.654682274247492
2020-01-01,11.294776119402986
2020-02-01,11.778210116731517
2020-03-01,8.315934065934066
2020-04-01,6.288781163434903
2020-05-01,6.970065789473684
2020-06-01,8.041027154663517
2020-07-01,8.76882966396292
2020-08-01,9.483082706766918
2020-09-01,10.352257181942546
2020-10-01,11.128676470588236
2020-11-01,10.474048442906575
2020-12-01,8.858277591973243
2021-01-01,8.282835820895523
2021-02-01,8.833657587548638
2021-03-01,9.355425824175825
2021-04-01,10.481301939058172
2021-05-01,9.957236842105262
2021-06-01,9.827922077922079
2021-07-01,10.522595596755504
2021-08-01,9.483082706766918
2021-09-01,9.317031463748291
2021-10-01,11.128676470588236
2021-11-01,10.474048442906575
2021-12-01,10.123745819397993
2022-01-01,9.035820895522388
2022-02-01,10.79669260700389
2022-03-01,10.394917582417582
2022-04-01,10.481301939058172
2022-05-01,9.957236842105262
2022-06-01,8.041027154663517
2022-07-01,8.76882966396292
2022-08-01,9.483082706766918
2022-09-01,10.352257181942546
2022-10-01,10.015808823529412
2022-11-01,9.164792387543253
2022-12-01,10.123745819397993
2023-01-01,8.282835820895523
2023-02-01,9.815175097276263
2023-03-01,8.315934065934066
2023-04-01,9.433171745152354
2023-05-01,9.957236842105262
2023-06-01,8.041027154663517
2023-07-01,8.76882966396292
2023-08-01,8.534774436090226
2023-09-01,10.352257181942546
2023-10-01,10.015808823529412
2023-11-01,9.164792387543253
2023-12-01,8.858277591973243
2024-01-01,7.529850746268657
2024-02-01,8.833657587548638
2024-03-01,9.355425824175825
2024-04-01,8.385041551246537
2024-05-01,8.961513157894736
2024-06-01,8.934474616292798
2024-07-01,8.76882966396292
2024-08-01,8.534774436090226
2024-09-01,9.317031463748291
2024-10-01,8.902941176470588
2024-11-01,10.474048442906575
2024-12-01,10.123745819397993
2025-01-01,7.529850746268657
2025-02-01,7.852140077821011
2025-03-01,10.394917582417582
2025-04-01,10.481301939058172
2025-05-01,10.952960526315788
2025-06-01,10.721369539551358
2025-07-01,14.907010428736964
2025-08-01,12.328007518796992
2025-09-01,12.422708618331054
2025-10-01,11.128676470588236
2025-11-01,15.711072664359863
2025-12-01,18.982023411371237
