date,ski vacation
2014-08-01,12.962398373983739
2014-09-01,12.474327628361857
2014-10-01,10.629166666666666
2014-11-01,11.70183486238532
2014-12-01,13.609688433632094
2015-01-01,11.40691056910569
2015-02-01,12.359496124031008
2015-03-01,12.061465721040188
2015-04-01,11.892773892773892
2015-05-01,13.804112554112553
2015-06-01,12.628712871287128
2015-07-01,11.608646188850965
2015-08-01,12.962398373983739
2015-09-01,11.434800325998369
2015-10-01,10.629166666666666
2015-11-01,11.051732925586137
2015-12-01,11.976525821596244
2016-01-01,10.369918699186991
2016-02-01,11.535529715762273
2016-03-01,10.553782505910164
2016-04-01,14.865967365967364
2016-05-01,13.804112554112553
2016-06-01,14.733498349834983
2016-07-01,14.510807736063708
2016-08-01,12.962398373983739
2016-09-01,11.434800325998369
2016-10-01,10.629166666666666
2016-11-01,10.401630988786952
2016-12-01,10.887750746905676
2017-01-01,10.88841463414634
2017-02-01,11.535529715762273
2017-03-01,13.569148936170212
2017-04-01,17.83916083916084
2017-05-01,19.325757575757574
2017-06-01,16.83828382838284
2017-07-01,15.961888509670077
2017-08-01,12.962398373983739
2017-09-01,11.434800325998369
2017-10-01,12.264423076923077
2017-11-01,11.70183486238532
2017-12-01,11.432138284250959
2018-01-01,9.332926829268292
2018-02-01,11.535529715762273
2018-03-01,12.061465721040188
2018-04-01,14.865967365967364
2018-05-01,13.804112554112553
2018-06-01,14.733498349834983
2018-07-01,13.059726962457336
2018-08-01,10.369918699186991
2018-09-01,9.355745721271393
2018-10-01,8.993910256410256
2018-11-01,9.101427115188583
2018-12-01,9.254588134869824
2019-01-01,8.295934959349593
2019-02-01,9.063630490956072
2019-03-01,10.553782505910164
2019-04-01,11.892773892773892
2019-05-01,11.043290043290042
2019-06-01,12.628712871287128
2019-07-01,11.608646188850965
2019-08-01,10.369918699186991
2019-09-01,8.316218418907905
2019-10-01,7.358653846153846
2019-11-01,8.451325178389398
2019-12-01,8.71020059752454
2020-01-01,7.777439024390243
2020-02-01,8.239664082687337
2020-03-01,7.538416075650117
2020-04-01,8.91958041958042
2020-05-01,11.043290043290042
2020-06-01,12.628712871287128
2020-07-01,11.608646188850965
2020-08-01,10.369918699186991
2020-09-01,10.395273023634882
2020-10-01,8.176282051282051
2020-11-01,7.801223241590214
2020-12-01,8.71020059752454
2021-01-01,8.295934959349593
2021-02-01,9.063630490956072
2021-03-01,10.553782505910164
2021-04-01,14.865967365967364
2021-05-01,16.564935064935064
2021-06-01,12.628712871287128
2021-07-01,11.608646188850965
2021-08-01,9.073678861788617
2021-09-01,8.316218418907905
2021-10-01,8.176282051282051
2021-11-01,9.101427115188583
2021-12-01,8.71020059752454
2022-01-01,9.332926829268292
2022-02-01,11.535529715762273
2022-03-01,12.061465721040188
2022-04-01,14.865967365967364
2022-05-01,13.804112554112553
2022-06-01,12.628712871287128
2022-07-01,11.608646188850965
2022-08-01,10.369918699186991
2022-09-01,8.316218418907905
2022-10-01,7.358653846153846
2022-11-01,7.801223241590214
2022-12-01,7.621425522833973
2023-01-01,7.258943089430893
2023-02-01,8.239664082687337
2023-03-01,10.553782505910164
2023-04-01,14.865967365967364
2023-05-01,13.804112554112553
2023-06-01,12.628712871287128
2023-07-01,8.706484641638223
2023-08-01,9.073678861788617
2023-09-01,8.316218418907905
2023-10-01,6.541025641025641
2023-11-01,7.15112130479103
2023-12-01,7.077037985488689
2024-01-01,6.740447154471544
2024-02-01,8.239664082687337
2024-03-01,9.046099290780141
2024-04-01,11.892773892773892
2024-05-01,11.043290043290042
2024-06-01,10.523927392739274
2024-07-01,8.706484641638223
2024-08-01,7.777439024390244
2024-09-01,7.276691116544416
2024-10-01,5.723397435897436
2024-11-01,7.15112130479103
2024-12-01,7.077037985488689
2025-01-01,6.221951219512194
2025-02-01,8.239664082687337
2025-03-01,12.061465721040188
2025-04-01,14.865967365967364
2025-05-01,13.804112554112553
2025-06-01,12.628712871287128
2025-07-01,11.608646188850965
2025-08-01,12.962398373983739
2025-09-01,9.355745721271393
2025-10-01,7.358653846153846
2025-11-01,7.801223241590214
2025-12-01,9.798975672215107
