date,mountain vacation
2013-02-01,34.517361111111114
2013-03-01,36.45033333333333
2013-04-01,34.672147483806675
2013-05-01,31.471711601307188
2013-06-01,33.487487969201155
2013-07-01,33.719087264878205
2013-08-01,33.365458381281165
2013-09-01,33.600116550116546
2013-10-01,33.2316141356256
2013-11-01,35.605300859598856
2013-12-01,35.4115932642487
2014-01-01,35.00352112676057
2014-02-01,31.55873015873016
2014-03-01,33.13666666666666
2014-04-01,33.43385650224215
2014-05-01,31.471711601307188
2014-06-01,34.284809111324996
2014-07-01,32.95274437249461
2014-08-01,33.365458381281165
2014-09-01,32.44149184149184
2014-10-01,30.85792741165234
2014-11-01,33.2316141356256
2014-12-01,36.48467184801382
2015-01-01,33.33668678739102
2015-02-01,30.57251984126984
2015-03-01,32.03211111111111
2015-04-01,30.957274539113104
2015-05-01,32.48692810457516
2015-06-01,35.879451395572666
2015-07-01,35.251773049645394
2015-08-01,34.318757192174914
2015-09-01,33.600116550116546
2015-10-01,30.85792741165234
2015-11-01,32.04477077363897
2015-12-01,33.26543609671848
2016-01-01,30.003018108651915
2016-02-01,32.544940476190476
2016-03-01,30.927555555555553
2016-04-01,33.43385650224215
2016-05-01,30.456495098039216
2016-06-01,31.095524542829647
2016-07-01,29.887372802960225
2016-08-01,30.505561948599922
2016-09-01,28.965617715617714
2016-10-01,32.04477077363897
2016-11-01,30.85792741165234
2016-12-01,28.97312176165803
2017-01-01,28.336183769282364
2017-02-01,31.55873015873016
2017-03-01,29.823
2017-04-01,30.957274539113104
2017-05-01,29.44127859477124
2017-06-01,27.10891883221046
2017-07-01,29.12102991057663
2017-08-01,26.69236670502493
2017-09-01,28.965617715617714
2017-10-01,30.85792741165234
2017-11-01,29.671084049665712
2017-12-01,31.119278929188255
2018-01-01,25.835932260228038
2018-02-01,28.600099206349206
2018-03-01,29.823
2018-04-01,29.718983557548583
2018-05-01,28.42606209150327
2018-06-01,27.10891883221046
2018-07-01,27.58834412580944
2018-08-01,26.69236670502493
2018-09-01,26.648368298368297
2018-10-01,28.484240687679083
2018-11-01,27.297397325692458
2018-12-01,26.826964594127805
2019-01-01,25.835932260228038
2019-02-01,26.62767857142857
2019-03-01,28.718444444444444
2019-04-01,27.242401594419533
2019-05-01,25.380412581699346
2019-06-01,26.311597690086625
2019-07-01,25.28931544865865
2019-08-01,26.69236670502493
2019-09-01,25.48974358974359
2019-10-01,26.11055396370583
2019-11-01,26.11055396370583
2019-12-01,25.75388601036269
2020-01-01,25.835932260228038
2020-02-01,25.641468253968256
2020-03-01,14.359222222222222
2020-04-01,13.621200797209767
2020-05-01,27.410845588235293
2020-06-01,36.67677253769651
2020-07-01,33.719087264878205
2020-08-01,37.17865362485615
2020-09-01,37.075990675990674
2020-10-01,34.41845749761223
2020-11-01,28.484240687679083
2020-12-01,28.97312176165803
2021-01-01,25.002515090543262
2021-02-01,27.61388888888889
2021-03-01,33.13666666666666
2021-04-01,34.672147483806675
2021-05-01,31.471711601307188
2021-06-01,30.29820340070581
2021-07-01,27.58834412580944
2021-08-01,27.64566551591868
2021-09-01,30.12424242424242
2021-10-01,30.85792741165234
2021-11-01,30.85792741165234
2021-12-01,28.97312176165803
2022-01-01,31.669852448021466
2022-02-01,30.57251984126984
2022-03-01,29.823
2022-04-01,30.957274539113104
2022-05-01,26.39562908496732
2022-06-01,23.919634263715114
2022-07-01,24.522972556275057
2022-08-01,27.64566551591868
2022-09-01,26.648368298368297
2022-10-01,26.11055396370583
2022-11-01,23.73686723973257
2022-12-01,24.680807426597582
2023-01-01,24.169097920858487
2023-02-01,23.66904761904762
2023-03-01,22.09111111111111
2023-04-01,26.00411061285501
2023-05-01,21.31954656862745
2023-06-01,19.933028553095927
2023-07-01,20.691258094357078
2023-08-01,20.972573839662445
2023-09-01,23.172494172494172
2023-10-01,22.550023877745943
2023-11-01,23.73686723973257
2023-12-01,23.60772884283247
2024-01-01,19.168594902749835
2024-02-01,20.710416666666667
2024-03-01,22.09111111111111
2024-04-01,23.52752864972596
2024-05-01,34.517361111111114
2024-06-01,19.933028553095927
2024-07-01,18.392229417206295
2024-08-01,20.0192750287687
2024-09-01,22.01386946386946
2024-10-01,22.550023877745943
2024-11-01,18.989493791786057
2024-12-01,21.461571675302245
2025-01-01,19.168594902749835
2025-02-01,19.72420634920635
2025-03-01,20.986555555555555
2025-04-01,21.050946686596912
2025-05-01,19.289113562091504
2025-06-01,19.933028553095927
2025-07-01,22.22394387912427
2025-08-01,23.832470272343688
2025-09-01,25.48974358974359
2025-10-01,23.73686723973257
2025-11-01,24.9237106017192
2025-12-01,27.90004317789292
