date,Mediterranean cruise
2009-12-01,55.47738876732312
2010-01-01,55.43695335276968
2010-02-01,50.71031061259707
2010-03-01,61.736607142857146
2010-04-01,52.33499848622465
2010-05-01,53.87922077922078
2010-06-01,48.59588353413654
2010-07-01,39.73850574712644
2010-08-01,45.880757220921154
2010-09-01,52.57375304136252
2010-10-01,45.76807535641549
2010-11-01,47.63145809414466
2010-12-01,68.08588621444201
2011-01-01,61.316630223517976
2011-02-01,66.61942766752948
2011-03-01,77.17075892857143
2011-04-01,76.409097789888
2011-05-01,79.82106782106781
2011-06-01,72.89382530120481
2011-07-01,68.35022988505747
2011-08-01,73.76906062971636
2011-09-01,73.60325425790754
2011-10-01,77.45366598778006
2011-11-01,76.73957137389974
2011-12-01,71.86843544857769
2012-01-01,83.99538386783284
2012-02-01,63.63646821972966
2012-03-01,60.707663690476195
2012-04-01,65.94209809264305
2012-05-01,71.83896103896103
2012-06-01,64.21598895582329
2012-07-01,73.91362068965518
2012-08-01,79.16679677335415
2012-09-01,73.60325425790754
2012-10-01,55.156398506449435
2012-11-01,59.539322617680824
2012-12-01,68.08588621444201
2013-01-01,69.71616861030125
2013-02-01,75.56830601092896
2013-03-01,59.67872023809524
2013-04-01,63.84869815319407
2013-05-01,62.85909090909091
2013-06-01,64.21598895582329
2013-07-01,56.428678160919546
2013-08-01,56.67622950819672
2013-09-01,57.831128345498776
2013-10-01,64.54472165648338
2013-11-01,68.80099502487562
2013-12-01,47.91229029905179
2014-01-01,57.956814868804656
2014-02-01,62.642148403796384
2014-03-01,70.99709821428571
2014-04-01,54.428398425673635
2014-05-01,49.88816738816739
2014-06-01,56.40593624497991
2014-07-01,65.17114942528737
2014-08-01,59.37509758001561
2014-09-01,63.08850364963503
2014-10-01,56.32993890020367
2014-11-01,55.57003444316877
2014-12-01,64.30333698030634
2015-01-01,57.11686103012633
2015-02-01,52.698950244463624
2015-03-01,55.56294642857143
2015-04-01,55.47509839539813
2015-05-01,57.87027417027417
2015-06-01,52.06701807228915
2015-07-01,49.275747126436784
2015-08-01,57.57585219880302
2015-09-01,58.88260340632603
2015-10-01,45.76807535641549
2015-11-01,35.72359357060849
2015-12-01,32.782093362509116
2016-01-01,40.31778425655976
2016-02-01,52.698950244463624
2016-03-01,51.44717261904762
2016-04-01,47.101498637602184
2016-05-01,49.88816738816739
2016-06-01,47.72809989959839
2016-07-01,44.50712643678161
2016-08-01,44.98113453031486
2016-09-01,43.11047749391727
2016-10-01,45.76807535641549
2016-11-01,43.6621699196326
2016-12-01,45.39059080962801
2017-01-01,50.397230320699705
2017-02-01,49.715990796663796
2017-03-01,49.38928571428572
2017-04-01,49.19489857705117
2017-05-01,49.88816738816739
2017-06-01,49.4636671686747
2017-07-01,55.633908045977016
2017-08-01,49.47924798334635
2017-09-01,50.47080291970802
2017-10-01,57.503479293957916
2017-11-01,52.9238423268274
2017-12-01,55.47738876732312
2018-01-01,61.316630223517976
2018-02-01,57.67054932413
2018-03-01,57.62083333333334
2018-04-01,63.84869815319407
2018-05-01,58.86803751803752
2018-06-01,67.6871234939759
2018-07-01,67.55545977011495
2018-08-01,63.8732110330471
2018-09-01,63.08850364963503
2018-10-01,63.37118126272914
2018-11-01,60.86241867585151
2018-12-01,56.73823851203501
2019-01-01,59.636722546161316
2019-02-01,64.63078803566293
2019-03-01,63.79449404761905
2019-04-01,61.755298213745085
2019-05-01,67.84790764790765
2019-06-01,69.4226907630522
2019-07-01,63.58160919540231
2019-08-01,62.973588342440806
2019-09-01,64.13997871046229
2019-10-01,64.54472165648338
2019-11-01,58.21622655951014
2019-12-01,65.56418672501823
2020-01-01,64.67644557823128
2020-02-01,51.70463042853034
2020-03-01,23.665699404761906
2020-04-01,17.79389948531638
2020-05-01,16.96197691197691
2020-06-01,14.752321787148594
2020-07-01,12.71632183908046
2020-08-01,15.293585740307051
2020-09-01,16.823600973236008
2020-10-01,17.603105906313647
2020-11-01,19.846440872560276
2020-12-01,21.434445660102117
2021-01-01,17.639030612244895
2021-02-01,19.88639631866552
2021-03-01,21.6078125
2021-04-01,24.07409930366334
2021-05-01,25.94184704184704
2021-06-01,27.76907630522088
2021-07-01,27.816954022988508
2021-08-01,25.18943533697632
2021-09-01,26.28687652068126
2021-10-01,31.68559063136457
2021-11-01,33.077401454267125
2021-12-01,26.477844638949673
2022-01-01,20.99884596695821
2022-02-01,33.80687374173138
2022-03-01,39.099851190476194
2022-04-01,42.91469875870421
2022-05-01,43.9015873015873
2022-06-01,49.4636671686747
2022-07-01,52.4548275862069
2022-08-01,57.57585219880302
2022-09-01,56.779653284671525
2022-10-01,62.197640868974894
2022-11-01,64.83170685036356
2022-12-01,63.04248723559446
2023-01-01,65.51639941690962
2023-02-01,71.59102674719587
2023-03-01,68.93921130952381
2023-04-01,69.08219800181654
2023-05-01,72.83672438672438
2023-06-01,74.62939257028111
2023-07-01,69.93977011494253
2023-08-01,60.27472027062191
2023-09-01,72.55177919708028
2023-10-01,68.0653428377461
2023-11-01,58.21622655951014
2023-12-01,57.9990882567469
2024-01-01,60.47667638483964
2024-02-01,61.6478285878631
2024-03-01,67.91026785714286
2024-04-01,66.98879806236755
2024-05-01,64.8546176046176
2024-06-01,72.02604166666666
2024-07-01,67.55545977011495
2024-08-01,62.973588342440806
2024-09-01,70.44882907542578
2024-10-01,61.02410047522065
2024-11-01,66.15480290853425
2024-12-01,64.30333698030634
2025-01-01,58.79676870748299
2025-02-01,61.6478285878631
2025-03-01,66.88132440476191
2025-04-01,63.84869815319407
2025-05-01,68.845670995671
2025-06-01,73.76160893574297
2025-07-01,69.93977011494253
2025-08-01,73.76906062971636
2025-09-01,72.55177919708028
2025-10-01,69.23888323150035
2025-11-01,91.29362801377727
2025-12-01,88.25948212983224
