date,VRBO
2023-07-01,67.51968503937007
2023-08-01,64.22143974960876
2023-09-01,63.72693364742834
2023-10-01,61.00597609561753
2023-11-01,68.35274138767588
2023-12-01,60.049019607843135
2024-01-01,56.47880539499036
2024-02-01,58.63794604003481
2024-03-01,60.74230313795145
2024-04-01,62.97678275290215
2024-05-01,61.30573248407644
2024-06-01,60.235507246376805
2024-07-01,57.07020997375328
2024-08-01,59.42879499217527
2024-09-01,60.119748723989
2024-10-01,58.29459938025675
2024-11-01,59.437166424065985
2024-12-01,60.049019607843135
2025-01-01,53.106936416184965
2025-02-01,55.08413112851755
2025-03-01,55.30269390171699
2025-04-01,55.866500829187395
2025-05-01,54.803609341825904
2025-06-01,57.857789855072454
2025-07-01,57.874015748031496
2025-08-01,58.47026604068857
2025-09-01,61.32214369846878
2025-10-01,65.0730411686587
2025-11-01,65.38088306647258
2025-12-01,61.413770053475936
