date,flights
2017-04-01,67.25058863101245
2017-05-01,66.99211605171871
2017-06-01,65.65323992994746
2017-07-01,61.31038647342996
2017-08-01,64.1138695796094
2017-09-01,65.35564853556485
2017-10-01,61.89363920750782
2017-11-01,64.88058151609553
2017-12-01,60.24242424242425
2018-01-01,62.7986798679868
2018-02-01,63.71628614916286
2018-03-01,63.77369495479732
2018-04-01,63.04742684157417
2018-05-01,64.03658152002524
2018-06-01,67.47694103911267
2018-07-01,76.40217391304348
2018-08-01,76.52300562727575
2018-09-01,74.0697350069735
2018-10-01,74.92387904066736
2018-11-01,77.85669781931465
2018-12-01,76.37878787878789
2019-01-01,84.35643564356435
2019-02-01,77.03013698630137
2019-03-01,75.61738116068825
2019-04-01,78.80928355196771
2019-05-01,80.78461053295491
2019-06-01,80.24284880326913
2019-07-01,77.34541062801934
2019-08-01,75.48891095663689
2019-09-01,83.87308228730824
2019-10-01,82.5248522766771
2019-11-01,84.3447559709242
2019-12-01,86.06060606060608
2020-01-01,89.98019801980197
2020-02-01,79.88310502283105
2020-03-01,89.28317293671626
2020-04-01,33.625294315506224
2020-05-01,38.42194891201514
2020-06-01,46.50437828371279
2020-07-01,35.84299516908213
2020-08-01,41.363786825554456
2020-09-01,45.7489539748954
2020-10-01,47.77754605491832
2020-11-01,41.09103496019384
2020-12-01,43.03030303030304
2021-01-01,41.240924092409244
2021-02-01,48.50045662100457
2021-03-01,57.39632545931759
2021-04-01,69.35216952573158
2021-05-01,69.94765058341217
2021-06-01,68.38879159369527
2021-07-01,69.79951690821257
2021-08-01,62.045680238331684
2021-09-01,62.08786610878661
2021-10-01,70.58046576294751
2021-11-01,72.44998269297335
2021-12-01,67.77272727272728
2022-01-01,65.61056105610561
2022-02-01,79.88310502283105
2022-03-01,91.10527850685331
2022-04-01,87.21560713084426
2022-05-01,80.78461053295491
2022-06-01,82.97840046701694
2022-07-01,75.45893719806764
2022-08-01,79.62528963919233
2022-09-01,77.33751743375174
2022-10-01,76.00973236009733
2022-11-01,75.69401176877813
2022-12-01,80.68181818181819
2023-01-01,87.16831683168317
2023-02-01,87.4910197869102
2023-03-01,83.81685622630505
2023-04-01,88.26639757820384
2023-05-01,83.74014506464837
2023-06-01,81.15469935785173
2023-07-01,77.34541062801934
2023-08-01,78.59119496855347
2023-09-01,76.24825662482566
2023-10-01,74.92387904066736
2023-11-01,78.9380408445829
2023-12-01,77.45454545454547
2024-01-01,78.73267326732673
2024-02-01,77.98112633181127
2024-03-01,73.79527559055119
2024-04-01,78.80928355196771
2024-05-01,77.82907600126144
2024-06-01,74.7717454757735
2024-07-01,81.11835748792271
2024-08-01,84.79576299238664
2024-09-01,80.60529986052998
2024-10-01,80.35314563781716
2024-11-01,76.7753547940464
2024-12-01,80.68181818181819
2025-01-01,82.48184818481849
2025-02-01,73.2261796042618
2025-03-01,69.24001166520851
2025-04-01,74.60612176252944
2025-05-01,75.85871964679912
2025-06-01,75.6835960303561
2025-07-01,81.11835748792271
2025-08-01,81.69347898047005
2025-09-01,79.51603905160391
2025-10-01,79.2672923183872
2025-11-01,91.91415714780202
2025-12-01,86.06060606060608
