date,road trip
2013-01-01,37.60139049826188
2013-02-01,39.07284768211921
2013-03-01,38.84071933204881
2013-04-01,36.990595611285265
2013-05-01,38.70005963029219
2013-06-01,40.380228136882124
2013-07-01,39.805097451274364
2013-08-01,39.803741183685986
2013-09-01,39.381067961165044
2013-10-01,38.43216531895777
2013-11-01,43.476376246207195
2013-12-01,42.95552931916568
2014-01-01,45.577443028196214
2014-02-01,41.24356144223694
2014-03-01,41.68272318561336
2014-04-01,42.128178335074885
2014-05-01,46.6159809183065
2014-06-01,46.36248415716096
2014-07-01,47.913543228385805
2014-08-01,45.23152407237044
2014-09-01,41.76779935275081
2014-10-01,42.40790655884995
2014-11-01,49.86996098829649
2014-12-01,47.599370326643054
2015-01-01,45.577443028196214
2015-02-01,41.24356144223694
2015-03-01,48.3140655105973
2015-04-01,50.348310693138274
2015-05-01,51.893261776982705
2015-06-01,50.849176172370086
2015-07-01,53.07346326836581
2015-08-01,54.277828886844524
2015-09-01,48.927993527508086
2015-10-01,50.35938903863432
2015-11-01,49.86996098829649
2015-12-01,56.887052341597794
2016-01-01,53.55349555813055
2016-02-01,54.26784400294334
2016-03-01,54.94540783558124
2016-04-01,53.43086032741205
2016-05-01,57.17054263565891
2016-06-01,55.33586818757921
2016-07-01,50.12493753123438
2016-08-01,47.04078503526526
2016-09-01,58.47491909385113
2016-10-01,58.310871518418686
2016-11-01,56.26354573038578
2016-12-01,55.72609208972845
2017-01-01,55.832367709540364
2017-02-01,55.35320088300221
2017-03-01,55.89274245343609
2017-04-01,57.54092650644374
2017-05-01,52.77280858676207
2017-06-01,57.57921419518377
2017-07-01,54.54772613693153
2017-08-01,53.37319840539712
2017-09-01,50.12135922330097
2017-10-01,53.00988319856244
2017-11-01,53.70611183355006
2017-12-01,52.243211334120424
2018-01-01,51.27462340672074
2018-02-01,54.26784400294334
2018-03-01,54.94540783558124
2018-04-01,53.43086032741205
2018-05-01,52.77280858676207
2018-06-01,50.849176172370086
2018-07-01,57.49625187406296
2018-08-01,90.46304814474088
2018-09-01,59.66828478964401
2018-10-01,51.68463611859838
2018-11-01,52.4273948851322
2018-12-01,49.921290830381736
2019-01-01,47.85631517960603
2019-02-01,51.011773362766746
2019-03-01,51.15606936416185
2019-04-01,52.403343782654126
2019-05-01,51.013714967203335
2019-06-01,51.596958174904934
2019-07-01,51.5992003998001
2019-08-01,53.37319840539712
2019-09-01,50.12135922330097
2019-10-01,53.00988319856244
2019-11-01,49.86996098829649
2019-12-01,48.760330578512395
2020-01-01,52.41405948242564
2020-02-01,51.011773362766746
2020-03-01,35.998715478484264
2020-04-01,33.90804597701149
2020-05-01,45.73643410852713
2020-06-01,55.33586818757921
2020-07-01,53.07346326836581
2020-08-01,52.468567923949706
2020-09-01,63.24838187702265
2020-10-01,63.611859838274924
2020-11-01,51.14867793671435
2020-12-01,49.921290830381736
2021-01-01,55.832367709540364
2021-02-01,61.865342163355415
2021-03-01,57.78741168914579
2021-04-01,59.59595959595959
2021-05-01,62.44782349433512
2021-06-01,59.074778200253476
2021-07-01,56.759120439780105
2021-08-01,52.468567923949706
2021-09-01,64.44174757281553
2021-10-01,58.310871518418686
2021-11-01,53.70611183355006
2021-12-01,51.08225108225108
2022-01-01,72.92390884511394
2022-02-01,62.95069904341428
2022-03-01,57.78741168914579
2022-04-01,62.67850923023336
2022-05-01,58.929636255217645
2022-06-01,53.092522179974644
2022-07-01,52.336331834082955
2022-08-01,49.75467647960748
2022-09-01,56.08818770226537
2022-10-01,56.98562443845462
2022-11-01,53.70611183355006
2022-12-01,52.243211334120424
2023-01-01,55.832367709540364
2023-02-01,55.35320088300221
2023-03-01,52.1034039820167
2023-04-01,53.43086032741205
2023-05-01,51.013714967203335
2023-06-01,53.092522179974644
2023-07-01,48.65067466266866
2023-08-01,46.136154553817846
2023-09-01,53.70145631067961
2023-10-01,53.00988319856244
2023-11-01,52.4273948851322
2023-12-01,52.243211334120424
2024-01-01,59.25067593665508
2024-02-01,53.182487122884474
2024-03-01,51.15606936416185
2024-04-01,55.485893416927894
2024-05-01,50.134168157423964
2024-06-01,52.34474017743979
2024-07-01,49.38780609695152
2024-08-01,49.75467647960748
2024-09-01,57.28155339805825
2024-10-01,54.3351302785265
2024-11-01,54.98482878196792
2024-12-01,51.08225108225108
2025-01-01,54.69293163383546
2025-02-01,55.35320088300221
2025-03-01,55.89274245343609
2025-04-01,55.485893416927894
2025-05-01,50.134168157423964
2025-06-01,53.8403041825095
2025-07-01,58.97051474262868
2025-08-01,56.08708984973934
2025-09-01,56.08818770226537
2025-10-01,59.636118598382744
2025-11-01,65.21456436931079
2025-12-01,69.65761511216056
