date,all inclusive resort
2012-12-01,36.92354826546003
2013-01-01,47.484477124183
2013-02-01,46.596467391304344
2013-03-01,46.465098529003605
2013-04-01,40.919036334913116
2013-05-01,42.573553583168966
2013-06-01,37.53876811594203
2013-07-01,44.51502732240437
2013-08-01,45.033095723014256
2013-09-01,40.496794871794876
2013-10-01,42.66721132897603
2013-11-01,39.46846029826683
2013-12-01,42.8789592760181
2014-01-01,54.36628540305011
2014-02-01,49.04891304347826
2014-03-01,48.21849847349431
2014-04-01,41.91706161137441
2014-05-01,44.65031229454306
2014-06-01,46.69456521739131
2014-07-01,49.965846994535525
2014-08-01,43.96087915818058
2014-09-01,44.546474358974365
2014-10-01,42.66721132897603
2014-11-01,57.292926239419586
2014-12-01,41.687877073906485
2015-01-01,46.108115468409586
2015-02-01,48.23143115942029
2015-03-01,49.97189841798501
2015-04-01,49.901263823064774
2015-05-01,45.68869165023011
2015-06-01,50.356884057971016
2015-07-01,52.6912568306011
2015-08-01,52.53861167684997
2015-09-01,45.89636752136752
2015-10-01,44.04357298474945
2015-11-01,40.741636436920594
2015-12-01,45.261123680241326
2016-01-01,44.731753812636164
2016-02-01,46.596467391304344
2016-03-01,44.7116985845129
2016-04-01,46.907187993680886
2016-05-01,45.68869165023011
2016-06-01,46.69456521739131
2016-07-01,49.965846994535525
2016-08-01,48.24974541751528
2016-09-01,43.1965811965812
2016-10-01,41.290849673202615
2016-11-01,44.5611648528819
2016-12-01,47.64328808446456
2017-01-01,48.17265795206971
2017-02-01,48.23143115942029
2017-03-01,53.478698306966415
2017-04-01,54.89139020537125
2017-05-01,55.03410585141354
2017-06-01,52.18804347826087
2017-07-01,55.41666666666667
2017-08-01,52.53861167684997
2017-09-01,47.24626068376069
2017-10-01,44.04357298474945
2017-11-01,42.01481257557436
2017-12-01,47.64328808446456
2018-01-01,46.108115468409586
2018-02-01,46.596467391304344
2018-03-01,48.21849847349431
2018-04-01,47.905213270142184
2018-05-01,43.611932938856015
2018-06-01,46.69456521739131
2018-07-01,49.05737704918033
2018-08-01,50.39417854718262
2018-09-01,52.645833333333336
2018-10-01,49.549019607843135
2018-11-01,48.3806932688432
2018-12-01,46.45220588235294
2019-01-01,46.108115468409586
2019-02-01,49.04891304347826
2019-03-01,51.72529836247571
2019-04-01,49.901263823064774
2019-05-01,52.957347140039445
2019-06-01,54.01920289855072
2019-07-01,47.24043715846995
2019-08-01,47.177528852681604
2019-09-01,52.645833333333336
2019-10-01,48.17265795206971
2019-11-01,48.3806932688432
2019-12-01,52.40761689291101
2020-01-01,46.79629629629629
2020-02-01,45.778985507246375
2020-03-01,26.30099916736053
2020-04-01,16.966429699842024
2020-05-01,19.72920775805391
2020-06-01,27.467391304347828
2020-07-01,23.620218579234976
2020-08-01,32.16649694501018
2020-09-01,36.44711538461539
2020-10-01,38.53812636165577
2020-11-01,29.283051189036676
2020-12-01,35.73246606334842
2021-01-01,33.7208605664488
2021-02-01,44.14402173913043
2021-03-01,57.86219816819317
2021-04-01,65.8696682464455
2021-05-01,66.45627876397107
2021-06-01,65.00615942028986
2021-07-01,59.959016393442624
2021-08-01,50.39417854718262
2021-09-01,53.9957264957265
2021-10-01,57.807189542483655
2021-11-01,58.56610237807335
2021-12-01,51.2165346907994
2022-01-01,68.81808278867102
2022-02-01,69.48596014492753
2022-03-01,74.51949764085484
2022-04-01,73.85387045813586
2022-05-01,64.37952005259697
2022-06-01,59.51268115942029
2022-07-01,62.684426229508205
2022-08-01,65.40521045485404
2022-09-01,63.44497863247864
2022-10-01,61.936274509803916
2022-11-01,61.11245465538089
2022-12-01,64.31843891402715
2023-01-01,60.5599128540305
2023-02-01,55.588768115942024
2023-03-01,61.36899805717457
2023-04-01,63.87361769352291
2023-05-01,61.26438198553583
2023-06-01,61.34384057971015
2023-07-01,59.959016393442624
2023-08-01,58.971911065852005
2023-09-01,66.14476495726497
2023-10-01,67.4417211328976
2023-11-01,64.9319830713422
2023-12-01,65.50952111613876
2024-01-01,59.18355119825708
2024-02-01,55.588768115942024
2024-03-01,59.61559811268387
2024-04-01,59.88151658767773
2024-05-01,63.341140696909925
2024-06-01,63.175000000000004
2024-07-01,60.86748633879782
2024-08-01,62.18856076035302
2024-09-01,66.14476495726497
2024-10-01,63.31263616557734
2024-11-01,70.02468762595727
2024-12-01,72.65601432880844
2025-01-01,61.248093681917204
2025-02-01,60.49365942028985
2025-03-01,63.122398001665275
2025-04-01,59.88151658767773
2025-05-01,63.341140696909925
2025-06-01,64.09057971014492
2025-07-01,73.5860655737705
2025-08-01,66.47742701968771
2025-09-01,67.49465811965813
2025-10-01,68.81808278867102
2025-11-01,85.30280128980249
2025-12-01,86.94900075414782
