date,vacation packages
2011-05-01,55.25397245762712
2011-06-01,61.46728161463261
2011-07-01,59.975670307845085
2011-08-01,59.67934782608695
2011-09-01,57.2779433681073
2011-10-01,50.609990034877924
2011-11-01,45.00409836065573
2011-12-01,46.179504205400626
2012-01-01,47.50050890585241
2012-02-01,47.86835222319094
2012-03-01,46.52966101694915
2012-04-01,50.39005139500734
2012-05-01,50.407132768361585
2012-06-01,50.21270892462945
2012-07-01,48.16228070175438
2012-08-01,43.29678175618073
2012-09-01,40.91281669150521
2012-10-01,38.299451918285996
2012-11-01,36.821535022354695
2012-12-01,38.88800354139
2013-01-01,39.81660305343511
2013-02-01,40.6880993897123
2013-03-01,42.221359070935335
2013-04-01,38.29643906020558
2013-05-01,39.744085451977405
2013-06-01,40.689608956165245
2013-07-01,42.70994703740483
2013-08-01,39.78623188405797
2013-09-01,38.1852955787382
2013-10-01,39.667289486796214
2013-11-01,40.91281669150521
2013-12-01,41.31850376272688
2014-01-01,40.51513994910941
2014-02-01,38.29468177855275
2014-03-01,42.221359070935335
2014-04-01,41.319842143906016
2014-05-01,38.7747175141243
2014-06-01,37.22666351308735
2014-07-01,41.80122476001324
2014-08-01,40.95641517476555
2014-09-01,40.91281669150521
2014-10-01,36.931614349775785
2014-11-01,39.54905613512171
2014-12-01,41.31850376272688
2015-01-01,38.41952926208651
2015-02-01,39.09248764893927
2015-03-01,36.18973634651601
2015-04-01,31.24183186490455
2015-05-01,32.958509887005654
2015-06-01,38.09239987385683
2015-07-01,39.075057927838465
2015-08-01,35.10549872122762
2015-09-01,34.09401390958768
2015-10-01,35.56377678126557
2015-11-01,36.821535022354695
2015-12-01,37.67275343072156
2016-01-01,36.32391857506361
2016-02-01,35.10345829700669
2016-03-01,37.05139673571877
2016-04-01,37.28863803230543
2016-05-01,39.744085451977405
2016-06-01,34.629454430778935
2016-07-01,32.714001986097315
2016-08-01,35.10549872122762
2016-09-01,40.91281669150521
2016-10-01,43.770802192326855
2016-11-01,35.457774465971184
2016-12-01,34.02700309871625
2017-01-01,34.92684478371501
2017-02-01,36.69907003777972
2017-03-01,33.604755178907716
2017-04-01,34.26523494860499
2017-05-01,32.958509887005654
2017-06-01,38.09239987385683
2017-07-01,39.075057927838465
2017-08-01,36.27568201193521
2017-09-01,32.73025335320417
2017-10-01,36.931614349775785
2017-11-01,39.54905613512171
2017-12-01,38.88800354139
2018-01-01,30.03708651399491
2018-02-01,32.71004068584714
2018-03-01,33.604755178907716
2018-04-01,33.25743392070484
2018-05-01,30.05040607344633
2018-06-01,29.435036266162093
2018-07-01,32.714001986097315
2018-08-01,31.594948849104856
2018-09-01,31.366492796820665
2018-10-01,30.09242650722471
2018-11-01,31.366492796820665
2018-12-01,29.1660026560425
2019-01-01,30.03708651399491
2019-02-01,30.316623074687595
2019-03-01,31.881434400502194
2019-04-01,28.21842878120411
2019-05-01,31.019774011299436
2019-06-01,29.435036266162093
2019-07-01,30.896557431314132
2019-08-01,30.42476555839727
2019-09-01,40.91281669150521
2019-10-01,36.931614349775785
2019-11-01,39.54905613512171
2019-12-01,52.25575475874281
2020-01-01,39.81660305343511
2020-02-01,35.9012641673932
2020-03-01,21.54150973006905
2020-04-01,19.14821953010279
2020-05-01,21.326094632768363
2020-06-01,26.837827183853673
2020-07-01,27.261668321747766
2020-08-01,32.765132139812444
2020-09-01,39.54905613512171
2020-10-01,45.138639760837066
2020-11-01,38.1852955787382
2020-12-01,34.02700309871625
2021-01-01,25.845865139949108
2021-02-01,29.51881720430108
2021-03-01,43.0830194601381
2021-04-01,55.42905653450808
2021-05-01,49.43776483050848
2021-06-01,37.22666351308735
2021-07-01,32.714001986097315
2021-08-01,30.42476555839727
2021-09-01,31.366492796820665
2021-10-01,34.195939212755356
2021-11-01,36.821535022354695
2021-12-01,38.88800354139
2022-01-01,27.242938931297708
2022-02-01,35.10345829700669
2022-03-01,36.18973634651601
2022-04-01,39.30424008810573
2022-05-01,33.92787782485876
2022-06-01,33.76371807000946
2022-07-01,35.44016881827209
2022-08-01,39.78623188405797
2022-09-01,39.54905613512171
2022-10-01,35.56377678126557
2022-11-01,35.457774465971184
2022-12-01,35.242253209384685
2023-01-01,28.640012722646308
2023-02-01,27.923205463528046
2023-03-01,26.711472065285623
2023-04-01,28.21842878120411
2023-05-01,27.142302259887007
2023-06-01,25.9720908230842
2023-07-01,24.53550148957299
2023-08-01,24.573849104859335
2023-09-01,25.911450571286636
2023-10-01,24.621076233183857
2023-11-01,24.54769001490313
2023-12-01,25.520252324037187
2024-01-01,20.956106870229007
2024-02-01,18.34953501888986
2024-03-01,18.956528562460765
2024-04-01,20.156020558002936
2024-05-01,20.356726694915256
2024-06-01,19.91193629769789
2024-07-01,20.90061238000662
2024-08-01,21.063299232736572
2024-09-01,23.18392945851962
2024-10-01,24.621076233183857
2024-11-01,25.911450571286636
2024-12-01,24.30500221336875
2025-01-01,15.367811704834605
2025-02-01,13.562699796570765
2025-03-01,14.648226616446953
2025-04-01,15.117015418502202
2025-05-01,16.479254943502827
2025-06-01,19.046199936928414
2025-07-01,18.174445547831844
2025-08-01,22.23348252344416
2025-09-01,25.911450571286636
2025-10-01,20.517563527653213
2025-11-01,20.456408345752607
2025-12-01,18.22875166002656
