date,Universal Studios tickets
2012-05-01,39.461990111248454
2012-06-01,42.82815070746956
2012-07-01,45.517638266068765
2012-08-01,43.13613153594771
2012-09-01,48.924076773566576
2012-10-01,51.90488771466315
2012-11-01,34.51025857223159
2012-12-01,35.49978741496599
2013-01-01,42.34051724137931
2013-02-01,41.299805950840884
2013-03-01,45.00510027662517
2013-04-01,39.07558139534885
2013-05-01,48.568603213844256
2013-06-01,52.52509049029286
2013-07-01,49.922571001494774
2013-08-01,53.16779003267973
2013-09-01,50.11734693877551
2013-10-01,59.47435050638486
2013-11-01,37.271079258010126
2013-12-01,39.67623299319729
2014-01-01,44.69276819923372
2014-02-01,40.24083656748599
2014-03-01,43.30679460580913
2014-04-01,38.073643410852725
2014-05-01,44.521219612690565
2014-06-01,53.33316880552813
2014-07-01,52.85919282511212
2014-08-01,46.14562908496732
2014-09-01,45.34426627793975
2014-10-01,49.74218405988552
2014-11-01,45.553541315345704
2014-12-01,48.02912414965987
2015-01-01,47.04501915708812
2015-02-01,42.358775334195784
2015-03-01,51.79832295988935
2015-04-01,47.09108527131784
2015-05-01,55.65152451586321
2015-06-01,54.94932543599868
2015-07-01,49.188415545590445
2015-08-01,44.139297385620914
2015-09-01,52.5038872691934
2015-10-01,56.230295024218414
2015-11-01,41.412310286677915
2015-12-01,42.80856717687075
2016-01-01,48.221144636015325
2016-02-01,55.06640793445452
2016-03-01,61.13900414937759
2016-04-01,75.14534883720933
2016-05-01,66.78182941903584
2016-06-01,63.03010858835143
2016-07-01,65.33983557548581
2016-08-01,70.22160947712418
2016-09-01,65.62985908649175
2016-10-01,57.31164685160723
2016-11-01,51.07518268690276
2016-12-01,59.514349489795926
2017-01-01,65.86302681992338
2017-02-01,63.538163001293675
2017-03-01,84.9152835408022
2017-04-01,77.14922480620157
2017-05-01,60.71075401730531
2017-06-01,56.56548206646923
2017-07-01,64.60568011958148
2017-08-01,65.20578022875817
2017-09-01,53.697157434402335
2017-10-01,60.555702333773674
2017-11-01,70.40092748735245
2017-12-01,70.99957482993199
2018-01-01,71.74365421455938
2018-02-01,81.54064251832688
2018-03-01,73.87629668049793
2018-04-01,68.13178294573645
2018-05-01,59.69890811701689
2018-06-01,65.45434353405726
2018-07-01,67.54230194319882
2018-08-01,74.23427287581698
2018-09-01,68.01639941690962
2018-10-01,51.90488771466315
2018-11-01,74.54215851602025
2018-12-01,72.0436862244898
2019-01-01,65.86302681992338
2019-02-01,52.948469167744726
2019-03-01,66.23392116182572
2019-04-01,69.13372093023257
2019-05-01,59.69890811701689
2019-06-01,56.56548206646923
2019-07-01,68.27645739910315
2019-08-01,67.21211192810458
2019-09-01,56.083697764820215
2019-10-01,51.90488771466315
2019-11-01,67.64010680157392
2019-12-01,66.82312925170069
2020-01-01,69.39140325670498
2020-02-01,57.18434670116431
2020-03-01,17.832209543568464
2020-04-01,6.011627906976745
2020-05-01,7.082921302018954
2020-06-01,11.313096413293847
2020-07-01,7.34155455904335
2020-08-01,11.034824346405228
2020-09-01,17.899052478134113
2020-10-01,17.30162923822105
2020-11-01,20.706155143338957
2020-12-01,20.882227891156468
2021-01-01,22.34638409961686
2021-02-01,27.53320396722726
2021-03-01,36.51357192254495
2021-04-01,49.09496124031009
2021-05-01,56.66337041615163
2021-06-01,50.908933859822305
2021-07-01,46.2517937219731
2021-08-01,37.11713643790849
2021-09-01,45.34426627793975
2021-10-01,43.25407309555263
2021-11-01,45.553541315345704
2021-12-01,42.80856717687075
2022-01-01,41.164391762452105
2022-02-01,50.830530401034935
2022-03-01,47.55255878284924
2022-04-01,48.09302325581396
2022-05-01,42.497527812113724
2022-06-01,40.403915761763734
2022-07-01,40.37855007473842
2022-08-01,40.1266339869281
2022-09-01,45.34426627793975
2022-10-01,45.41677675033026
2022-11-01,41.412310286677915
2022-12-01,45.940901360544224
2023-01-01,49.39727011494253
2023-02-01,49.77156101768004
2023-03-01,41.60848893499308
2023-04-01,45.08720930232559
2023-05-01,45.533065512978986
2023-06-01,43.63622902270484
2023-07-01,37.441928251121084
2023-08-01,39.123468137254896
2023-09-01,48.924076773566576
2023-10-01,40.010017613386175
2023-11-01,49.694772344013494
2023-12-01,41.764455782312936
2024-01-01,41.164391762452105
2024-02-01,37.06392841742131
2024-03-01,35.66441908713693
2024-04-01,32.062015503875976
2024-05-01,38.45014421096003
2024-06-01,33.93928923988154
2024-07-01,30.834529147982067
2024-08-01,35.11080473856209
2024-09-01,39.37791545189505
2024-10-01,33.521906649053285
2024-11-01,40.03189994378865
2024-12-01,37.58801020408164
2025-01-01,35.28376436781609
2025-02-01,30.710112117291942
2025-03-01,33.11696058091286
2025-04-01,40.07751937984497
2025-05-01,39.461990111248454
2025-06-01,32.32313260941099
2025-07-01,33.77115097159941
2025-08-01,35.11080473856209
2025-09-01,39.37791545189505
2025-10-01,40.010017613386175
2025-11-01,44.17313097245644
2025-12-01,44.8967899659864
