date,Carnival Cruise
2012-04-01,50.108097484276726
2012-05-01,50.706046141607
2012-06-01,47.90492296129274
2012-07-01,46.388282387190685
2012-08-01,48.024979524979514
2012-09-01,47.665070679434564
2012-10-01,48.74044117647058
2012-11-01,44.79355783308931
2012-12-01,46.484572230014024
2013-01-01,51.79039704524469
2013-02-01,83.23539014038525
2013-03-01,57.0010162601626
2013-04-01,58.125393081761004
2013-05-01,49.691925218774855
2013-06-01,46.94682450206688
2013-07-01,46.388282387190685
2013-08-01,45.93693693693693
2013-09-01,45.33994528043775
2013-10-01,49.99019607843137
2013-11-01,44.79355783308931
2013-12-01,45.292660121552125
2014-01-01,47.86688211757463
2014-02-01,42.45004897159647
2014-03-01,42.31893631436314
2014-04-01,40.08647798742138
2014-05-01,43.60719968178202
2014-06-01,45.03062758361518
2014-07-01,44.532751091703055
2014-08-01,41.76085176085175
2014-09-01,44.17738258093935
2014-10-01,47.4906862745098
2014-11-01,42.305026842362125
2014-12-01,42.908835904628326
2015-01-01,43.943367189904585
2015-02-01,44.11475677440418
2015-03-01,44.046239837398375
2015-04-01,44.09512578616352
2015-05-01,39.550715990453455
2015-06-01,43.11443066516347
2015-07-01,42.677219796215425
2015-08-01,42.80487305487305
2015-09-01,40.68969448244414
2015-10-01,39.99215686274509
2015-11-01,41.06076134699853
2015-12-01,40.525011687704534
2016-01-01,43.943367189904585
2016-02-01,36.62357166176951
2016-03-01,37.13702574525745
2016-04-01,45.09728773584905
2016-05-01,46.64956245027844
2016-06-01,27.784855317549788
2016-07-01,31.544032023289663
2016-08-01,43.84889434889434
2016-09-01,46.502507979936155
2016-10-01,42.49166666666666
2016-11-01,29.862371888726205
2016-12-01,30.989714820009347
2017-01-01,42.37396121883656
2017-02-01,44.947110675808034
2017-03-01,43.18258807588076
2017-04-01,37.07999213836478
2017-05-01,29.409506762132057
2017-06-01,43.11443066516347
2017-07-01,47.3160480349345
2017-08-01,44.89291564291563
2017-09-01,33.714318285453714
2017-10-01,33.74338235294117
2017-11-01,39.81649585163494
2017-12-01,38.141187470780736
2018-01-01,31.388119421360415
2018-02-01,36.62357166176951
2018-03-01,38.00067750677506
2018-04-01,38.08215408805031
2018-05-01,42.59307875894988
2018-06-01,36.407741450582485
2018-07-01,39.893922852983984
2018-08-01,46.98095823095822
2018-09-01,40.68969448244414
2018-10-01,39.99215686274509
2018-11-01,43.54929233772572
2018-12-01,44.100748013090225
2019-01-01,36.88104032009849
2019-02-01,37.45592556317336
2019-03-01,37.13702574525745
2019-04-01,42.09080188679245
2019-05-01,44.621320604614155
2019-06-01,47.90492296129274
2019-07-01,44.532751091703055
2019-08-01,43.84889434889434
2019-09-01,44.17738258093935
2019-10-01,46.240931372549014
2019-11-01,44.79355783308931
2019-12-01,58.403693314633
2020-01-01,47.86688211757463
2020-02-01,39.95298726738492
2020-03-01,63.046578590785906
2020-04-01,33.07134433962264
2020-05-01,27.381264916467778
2020-06-01,22.994363021420515
2020-07-01,12.988719068413392
2020-08-01,12.528255528255526
2020-09-01,16.275877792977656
2020-10-01,13.747303921568625
2020-11-01,12.44265495363592
2020-12-01,13.111033193080878
2021-01-01,10.985841797476146
2021-02-01,11.652954619653935
2021-03-01,13.818428184281842
2021-04-01,14.030267295597483
2021-05-01,19.26829753381066
2021-06-01,23.95246148064637
2021-07-01,23.194141193595343
2021-08-01,22.968468468468465
2021-09-01,23.251253989968077
2021-10-01,29.994117647058818
2021-11-01,32.350902879453386
2021-12-01,38.141187470780736
2022-01-01,24.325792551554322
2022-02-01,41.617695070192624
2022-03-01,39.727981029810294
2022-04-01,49.10593553459119
2022-05-01,49.691925218774855
2022-06-01,46.94682450206688
2022-07-01,49.17157933042213
2022-08-01,53.24508599508599
2022-09-01,47.665070679434564
2022-10-01,49.99019607843137
2022-11-01,49.77061981454368
2022-12-01,50.060308555399715
2023-01-01,44.728070175438596
2023-02-01,41.617695070192624
2023-03-01,44.046239837398375
2023-04-01,45.09728773584905
2023-05-01,49.691925218774855
2023-06-01,48.86302142051859
2023-07-01,54.738173216885
2023-08-01,43.84889434889434
2023-09-01,48.827633378932966
2023-10-01,44.99117647058823
2023-11-01,48.526354319180086
2023-12-01,46.484572230014024
2024-01-01,42.37396121883656
2024-02-01,39.95298726738492
2024-03-01,44.046239837398375
2024-04-01,43.092963836477985
2024-05-01,47.66368337311058
2024-06-01,45.03062758361518
2024-07-01,50.09934497816594
2024-08-01,41.76085176085175
2024-09-01,40.68969448244414
2024-10-01,37.49264705882352
2024-11-01,38.57223035627135
2024-12-01,40.525011687704534
2025-01-01,33.74222837796245
2025-02-01,33.2941560561541
2025-03-01,36.27337398373984
2025-04-01,36.07783018867924
2025-05-01,36.50835322195704
2025-06-01,45.03062758361518
2025-07-01,46.388282387190685
2025-08-01,37.58476658476658
2025-09-01,36.039443684450525
2025-10-01,36.24289215686274
2025-11-01,43.54929233772572
2025-12-01,41.71692379616643
