date,things to do
2019-07-01,70.7063829787234
2019-08-01,76.2284110535406
2019-09-01,73.47360084477296
2019-10-01,68.77483443708608
2019-11-01,70.80681818181819
2019-12-01,71.9515011547344
2020-01-01,78.84490238611714
2020-02-01,70.95341614906832
2020-03-01,44.98210922787194
2020-04-01,24.249238578680206
2020-05-01,32.24566210045662
2020-06-01,40.46103896103896
2020-07-01,39.03581560283688
2020-08-01,48.42746113989637
2020-09-01,57.024287222808866
2020-10-01,57.31236203090507
2020-11-01,45.96232057416268
2020-12-01,46.76847575057736
2021-01-01,51.81236442516269
2021-02-01,52.677536231884055
2021-03-01,59.650188323917135
2021-04-01,64.31319796954315
2021-05-01,66.38812785388127
2021-06-01,66.64171122994652
2021-07-01,63.34113475177304
2021-08-01,61.87953367875648
2021-09-01,63.604012671594504
2021-10-01,67.62858719646799
2021-11-01,67.08014354066985
2021-12-01,59.959584295612004
2022-01-01,65.3286334056399
2022-02-01,70.95341614906832
2022-03-01,73.34039548022598
2022-04-01,75.91065989847716
2022-05-01,66.38812785388127
2022-06-01,65.84835752482812
2022-07-01,64.81418439716312
2022-08-01,63.67314335060449
2022-09-01,67.99049630411827
2022-10-01,69.9210816777042
2022-11-01,64.59569377990431
2022-12-01,64.75635103926096
2023-01-01,72.08676789587852
2023-02-01,70.95341614906832
2023-03-01,68.45103578154425
2023-04-01,70.63908629441624
2023-05-01,64.49132420091324
2023-06-01,67.43506493506493
2023-07-01,61.86808510638297
2023-08-01,58.29231433506045
2023-09-01,67.99049630411827
2023-10-01,66.48233995584988
2023-11-01,65.83791866028709
2023-12-01,67.15473441108544
2024-01-01,60.8232104121475
2024-02-01,66.65320910973085
2024-03-01,65.51741996233521
2024-04-01,67.4761421319797
2024-05-01,62.59452054794521
2024-06-01,59.501527883880826
2024-07-01,56.71241134751772
2024-08-01,60.98272884283247
2024-09-01,63.604012671594504
2024-10-01,63.04359823399558
2024-11-01,67.08014354066985
2024-12-01,64.75635103926096
2025-01-01,61.949566160520604
2025-02-01,62.35300207039337
2025-03-01,63.56167608286252
2025-04-01,63.25888324873097
2025-05-01,61.646118721461185
2025-06-01,53.94805194805195
2025-07-01,55.23936170212765
2025-08-01,57.395509499136445
2025-09-01,58.1209081309398
2025-10-01,60.75110375275938
2025-11-01,63.35346889952153
2025-12-01,65.9555427251732
