date,cheap flights
2012-06-01,65.66536458333333
2012-07-01,67.66128832838773
2012-08-01,64.58848870056498
2012-09-01,62.85679611650485
2012-10-01,60.70487338044759
2012-11-01,62.193185185185186
2012-12-01,60.000235404896415
2013-01-01,63.97615461847389
2013-02-01,64.26096007837374
2013-03-01,64.53228120516499
2013-04-01,65.16924748709589
2013-05-01,67.53603603603602
2013-06-01,66.552734375
2013-07-01,64.88068743818002
2013-08-01,67.76497175141243
2013-09-01,63.959546925566336
2013-10-01,60.70487338044759
2013-11-01,61.08259259259259
2013-12-01,61.17671060891399
2014-01-01,60.21285140562249
2014-02-01,59.67089150134704
2014-03-01,62.73971783835485
2014-04-01,64.15097799511001
2014-05-01,62.71203346203345
2014-06-01,65.66536458333333
2014-07-01,62.1000865479723
2014-08-01,58.235522598870055
2014-09-01,60.65129449838187
2014-10-01,54.08252355712603
2014-11-01,56.64022222222222
2014-12-01,56.47080979284368
2015-01-01,58.33119979919678
2015-02-01,57.83486407053637
2015-03-01,59.15459110473457
2015-04-01,60.07790002716652
2015-05-01,60.78243243243242
2015-06-01,58.56640625
2015-07-01,66.73442136498517
2015-08-01,67.76497175141243
2015-09-01,66.16504854368931
2015-10-01,65.11977326266197
2015-11-01,61.08259259259259
2015-12-01,62.35318581293157
2016-01-01,63.97615461847389
2016-02-01,74.35911094783248
2016-03-01,67.2211262553802
2016-04-01,69.24232545503938
2016-05-01,69.46563706563705
2016-06-01,68.32747395833333
2016-07-01,73.22249010880316
2016-08-01,74.11793785310735
2016-09-01,70.57605177993527
2016-10-01,76.15702296819788
2016-11-01,73.29911111111112
2016-12-01,75.29441305712491
2017-01-01,72.44358684738955
2017-02-01,72.52308351702179
2017-03-01,75.28766140602582
2017-04-01,76.3702118989405
2017-05-01,75.25444015444015
2017-06-01,74.5390625
2017-07-01,76.00309099901088
2017-08-01,76.23559322033898
2017-09-01,71.67880258899676
2017-10-01,75.0532979976443
2017-11-01,76.63088888888889
2017-12-01,74.11793785310734
2018-01-01,71.50276104417671
2018-02-01,71.60506980161645
2018-03-01,68.11740793878526
2018-04-01,71.27886443901113
2018-05-01,70.43043758043757
2018-06-01,70.98958333333333
2018-07-01,76.00309099901088
2018-08-01,80.47090395480227
2018-09-01,69.47330097087378
2018-10-01,71.74212308598351
2018-11-01,69.96733333333333
2018-12-01,69.41203703703702
2019-01-01,67.7394578313253
2019-02-01,67.01500122458975
2019-03-01,68.11740793878526
2019-04-01,68.2240559630535
2019-05-01,69.46563706563705
2019-06-01,68.32747395833333
2019-07-01,63.953820474777444
2019-08-01,64.58848870056498
2019-09-01,70.57605177993527
2019-10-01,66.22349823321555
2019-11-01,67.74614814814815
2019-12-01,76.47088826114249
2020-01-01,72.44358684738955
2020-02-01,62.42493264756306
2020-03-01,53.77690100430416
2020-04-01,22.40192882368921
2020-05-01,27.979214929214926
2020-06-01,35.494791666666664
2020-07-01,29.659742828882294
2020-08-01,34.94131355932203
2020-09-01,38.5962783171521
2020-10-01,44.1489988221437
2020-11-01,37.76014814814815
2020-12-01,37.64720652856246
2021-01-01,34.8105547188755
2021-02-01,40.392603477834925
2021-03-01,53.77690100430416
2021-04-01,59.059630535180645
2021-05-01,55.95842985842985
2021-06-01,55.904296875
2021-07-01,52.83141691394658
2021-08-01,43.41193502824859
2021-09-01,45.21278317152103
2021-10-01,49.66762367491167
2021-11-01,52.19785185185185
2021-12-01,47.05900816070307
2022-01-01,37.63303212851405
2022-02-01,47.736713201077634
2022-03-01,51.08805595408895
2022-04-01,50.913474599293664
2022-05-01,50.16962676962676
2022-06-01,43.481119791666664
2022-07-01,42.635880316518296
2022-08-01,44.47076271186441
2022-09-01,40.80177993527508
2022-10-01,43.04527385159011
2022-11-01,42.20251851851852
2022-12-01,44.70605775266792
2023-01-01,43.27798694779116
2023-02-01,44.98267205486162
2023-03-01,41.22895743663319
2023-04-01,44.80385764737842
2023-05-01,45.34562419562419
2023-06-01,39.931640625
2023-07-01,38.00154549950544
2023-08-01,38.11779661016949
2023-09-01,38.5962783171521
2023-10-01,37.52664899882215
2023-11-01,38.87074074074074
2023-12-01,37.64720652856246
2024-01-01,34.8105547188755
2024-02-01,34.88452118540289
2024-03-01,34.05870396939263
2024-04-01,35.639432219505565
2024-05-01,34.73281853281853
2024-06-01,31.057942708333332
2024-07-01,31.51347675568744
2024-08-01,33.882485875706216
2024-09-01,36.390776699029125
2024-10-01,34.21547408716137
2024-11-01,32.20718518518518
2024-12-01,34.11778091650972
2025-01-01,30.106425702811244
2025-02-01,26.622397746754835
2025-03-01,25.99216881874701
2025-04-01,28.51154577560445
2025-05-01,27.01441441441441
2025-06-01,27.508463541666664
2025-07-01,33.36721068249258
2025-08-01,34.94131355932203
2025-09-01,29.77427184466019
2025-10-01,28.696849234393405
2025-11-01,35.53896296296296
2025-12-01,42.35310734463276
