date,weekend getaway
2013-07-01,49.48428093645485
2013-08-01,52.18343393695507
2013-09-01,47.831250000000004
2013-10-01,54.10514440433213
2013-11-01,48.10614224137932
2013-12-01,47.49202127659574
2014-01-01,50.43867292225202
2014-02-01,49.28647568287808
2014-03-01,53.02532123960695
2014-04-01,54.5551753635586
2014-05-01,52.577862595419845
2014-06-01,53.894366197183096
2014-07-01,54.603344481605355
2014-08-01,50.472501676727035
2014-09-01,47.831250000000004
2014-10-01,48.349277978339344
2014-11-01,45.35721982758621
2014-12-01,44.7781914893617
2015-01-01,47.87399463806971
2015-02-01,46.73717521652232
2015-03-01,52.06122448979592
2015-04-01,56.73738237810094
2015-05-01,53.551526717557245
2015-06-01,57.67642698295033
2015-07-01,57.1628762541806
2015-08-01,53.038900067069086
2015-09-01,52.08291666666667
2015-10-01,49.500451263537904
2015-11-01,50.85506465517242
2015-12-01,52.91968085106383
2016-01-01,54.713136729222526
2016-02-01,57.78414390406395
2016-03-01,58.809901738473165
2016-04-01,60.01069289991445
2016-05-01,60.36717557251908
2016-06-01,60.51297257227576
2016-07-01,58.01605351170569
2016-08-01,57.31623071763917
2016-09-01,58.46041666666667
2016-10-01,56.407490974729235
2016-11-01,60.47629310344828
2016-12-01,54.27659574468085
2017-01-01,55.56802949061663
2017-02-01,62.88274483677548
2017-03-01,59.77399848828421
2017-04-01,62.192899914456795
2017-05-01,56.47251908396946
2017-06-01,60.51297257227576
2017-07-01,56.30969899665552
2017-08-01,54.74983232729712
2017-09-01,55.27166666666667
2017-10-01,59.86101083032491
2017-11-01,59.10183189655173
2017-12-01,58.34734042553191
2018-01-01,56.42292225201073
2018-02-01,69.68087941372418
2018-03-01,64.59448223733938
2018-04-01,65.46621043627032
2018-05-01,63.288167938931295
2018-06-01,58.62194217939214
2018-07-01,60.57558528428094
2018-08-01,58.17169684775319
2018-09-01,72.27833333333334
2018-10-01,61.01218411552346
2018-11-01,63.22521551724138
2018-12-01,66.48882978723404
2019-01-01,60.69738605898124
2019-02-01,59.48367754830113
2019-03-01,64.59448223733938
2019-04-01,57.82848588537211
2019-05-01,58.41984732824427
2019-06-01,58.62194217939214
2019-07-01,59.72240802675586
2019-08-01,56.460764587525155
2019-09-01,62.71208333333334
2019-10-01,61.01218411552346
2019-11-01,64.59967672413794
2019-12-01,67.84574468085106
2020-01-01,64.97184986595175
2020-02-01,56.08461025982678
2020-03-01,29.886999244142103
2020-04-01,13.093242087254062
2020-05-01,31.157251908396944
2020-06-01,55.78539659006671
2020-07-01,52.04381270903011
2020-08-01,57.31623071763917
2020-09-01,62.71208333333334
2020-10-01,66.76805054151625
2020-11-01,49.480603448275865
2020-12-01,48.84893617021277
2021-01-01,53.003351206434324
2021-02-01,61.1832111925383
2021-03-01,64.59448223733938
2021-04-01,67.64841745081266
2021-05-01,68.15648854961832
2021-06-01,64.29503335804299
2021-07-01,59.72240802675586
2021-08-01,55.60529845741114
2021-09-01,59.52333333333334
2021-10-01,63.31453068592057
2021-11-01,64.59967672413794
2021-12-01,63.775
2022-01-01,54.713136729222526
2022-02-01,62.88274483677548
2022-03-01,79.05593348450492
2022-04-01,61.101796407185624
2022-05-01,59.39351145038167
2022-06-01,55.78539659006671
2022-07-01,52.04381270903011
2022-08-01,53.038900067069086
2022-09-01,54.20875
2022-10-01,57.558664259927795
2022-11-01,56.352909482758626
2022-12-01,56.990425531914894
2023-01-01,53.85824396782842
2023-02-01,50.136242504996666
2023-03-01,53.98941798941799
2023-04-01,52.37296834901625
2023-05-01,52.577862595419845
2023-06-01,51.05782060785767
2023-07-01,49.48428093645485
2023-08-01,47.050637156270966
2023-09-01,49.95708333333334
2023-10-01,51.80279783393502
2023-11-01,53.60398706896552
2023-12-01,56.990425531914894
2024-01-01,47.019101876675606
2024-02-01,45.03764157228514
2024-03-01,45.31254724111867
2024-04-01,49.09965782720273
2024-05-01,49.65687022900763
2024-06-01,46.330244625648625
2024-07-01,46.9247491638796
2024-08-01,46.19517102615695
2024-09-01,48.89416666666667
2024-10-01,50.65162454873646
2024-11-01,56.352909482758626
2024-12-01,52.91968085106383
2025-01-01,49.58378016085791
2025-02-01,45.03764157228514
2025-03-01,46.276643990929706
2025-04-01,50.190761334473905
2025-05-01,45.76221374045801
2025-06-01,50.11230541141586
2025-07-01,61.42876254180602
2025-08-01,50.472501676727035
2025-09-01,56.334583333333335
2025-10-01,57.558664259927795
2025-11-01,65.97413793103449
2025-12-01,71.91648936170212
