date,chapter 7 bankruptcy
2021-12-01,37.71238009592326
2022-01-01,40.65119239013933
2022-02-01,40.98378164556962
2022-03-01,42.059410520750724
2022-04-01,40.241979336595975
2022-05-01,40.66208791208791
2022-06-01,43.55564472980203
2022-07-01,39.66577335375191
2022-08-01,39.232027411430046
2022-09-01,39.532585470085465
2022-10-01,41.016231195566114
2022-11-01,39.37568306010929
2022-12-01,42.149130695443645
2023-01-01,45.60865487674169
2023-02-01,46.838607594936704
2023-03-01,44.01566217287866
2023-04-01,39.23592985318108
2023-05-01,49.003029022259796
2023-06-01,43.55564472980203
2023-07-01,45.3323124042879
2023-08-01,44.97329971554176
2023-09-01,43.48584401709402
2023-10-01,45.899115861704935
2023-11-01,48.95355191256831
2023-12-01,53.2410071942446
2024-01-01,50.56611736334405
2024-02-01,50.741824894514764
2024-03-01,47.92816547713455
2024-04-01,49.296424687330074
2024-05-01,54.21611721611722
2024-06-01,62.36376404494382
2024-07-01,53.83212098009188
2024-08-01,51.67145073700543
2024-09-01,56.333934294871796
2024-10-01,50.78200052784376
2024-11-01,53.2103825136612
2024-12-01,59.89613309352518
2025-01-01,60.48104233654876
2025-02-01,58.548259493670884
2025-03-01,59.66567538990219
2025-04-01,57.34482055464927
2025-05-01,58.38658777120315
2025-06-01,58.40415997859818
2025-07-01,73.66500765696783
2025-08-01,71.76590380139643
2025-09-01,70.1703392094017
2025-10-01,66.40723145948799
2025-11-01,73.43032786885246
2025-12-01,75.42476019184652
