date,installment loan
2011-08-01,35.497777777777785
2011-09-01,38.694782608695654
2011-10-01,37.57510040160643
2011-11-01,37.04545454545455
2011-12-01,36.31323283082077
2012-01-01,36.585170340681366
2012-02-01,38.393270241850686
2012-03-01,35.1240671641791
2012-04-01,42.40202702702703
2012-05-01,44.180134680134685
2012-06-01,39.686956521739134
2012-07-01,47.42310889443059
2012-08-01,43.61155555555556
2012-09-01,42.66347826086957
2012-10-01,43.99036144578314
2012-11-01,44.45454545454545
2012-12-01,43.95812395309883
2013-01-01,48.01803607214429
2013-02-01,41.992639327024186
2013-03-01,47.8964552238806
2013-04-01,48.18412162162162
2013-05-01,53.78451178451179
2013-06-01,55.56173913043479
2013-07-01,54.062344139650875
2013-08-01,67.95288888888889
2013-09-01,49.60869565217392
2013-10-01,50.40562248995984
2013-11-01,52.78977272727273
2013-12-01,62.11474036850922
2014-01-01,57.164328657314634
2014-02-01,47.99158780231336
2014-03-01,52.15391791044776
2014-04-01,58.78462837837838
2014-05-01,65.30976430976432
2014-06-01,58.53826086956522
2014-07-01,59.753117206982544
2014-08-01,54.76800000000001
2014-09-01,56.55391304347827
2014-10-01,51.322088353413655
2014-11-01,53.71590909090909
2014-12-01,60.2035175879397
2015-01-01,59.450901803607216
2015-02-01,55.19032597266036
2015-03-01,56.411380597014926
2015-04-01,56.857263513513516
2015-05-01,60.507575757575765
2015-06-01,70.44434782608697
2015-07-01,74.92851205320034
2015-08-01,75.05244444444446
2015-09-01,64.49130434782609
2015-10-01,58.65381526104418
2015-11-01,54.64204545454545
2015-12-01,61.15912897822446
2016-01-01,60.594188376753515
2016-02-01,56.3901156677182
2016-03-01,58.54011194029851
2016-04-01,55.89358108108108
2016-05-01,61.468013468013474
2016-06-01,67.46782608695653
2016-07-01,62.59850374064838
2016-08-01,64.91022222222223
2016-09-01,62.506956521739134
2016-10-01,58.65381526104418
2016-11-01,61.125
2016-12-01,61.15912897822446
2017-01-01,74.31362725450903
2017-02-01,65.98843322818087
2017-03-01,62.797574626865675
2017-04-01,69.38513513513513
2017-05-01,72.03282828282829
2017-06-01,76.39739130434783
2017-07-01,76.82543640897757
2017-08-01,69.98133333333334
2017-09-01,70.44434782608697
2017-10-01,68.73493975903615
2017-11-01,75.94318181818181
2017-12-01,71.67085427135679
2018-01-01,72.02705410821643
2018-02-01,70.7875920084122
2018-03-01,64.92630597014926
2018-04-01,72.27618243243244
2018-05-01,80.67676767676768
2018-06-01,83.34260869565219
2018-07-01,87.25852036575229
2018-08-01,86.20888888888891
2018-09-01,76.39739130434783
2018-10-01,75.15020080321285
2018-11-01,75.94318181818181
2018-12-01,80.2713567839196
2019-01-01,81.17334669338678
2019-02-01,83.98527865404837
2019-03-01,72.3768656716418
2019-04-01,84.80405405405406
2019-05-01,92.20202020202021
2019-06-01,87.3113043478261
2019-07-01,87.25852036575229
2019-08-01,81.13777777777779
2019-09-01,79.37391304347827
2019-10-01,81.56546184738956
2019-11-01,75.94318181818181
2019-12-01,84.09380234505863
2020-01-01,90.31963927855712
2020-02-01,81.58569926393271
2020-03-01,70.2481343283582
2020-04-01,52.038851351351354
2020-05-01,45.140572390572395
2020-06-01,55.56173913043479
2020-07-01,56.90773067331671
2020-08-01,58.8248888888889
2020-09-01,65.48347826086957
2020-10-01,70.56787148594378
2020-11-01,67.60795454545455
2020-12-01,69.75963149078727
2021-01-01,65.16733466933869
2021-02-01,71.98738170347004
2021-03-01,65.99067164179105
2021-04-01,62.63935810810811
2021-05-01,68.19107744107745
2021-06-01,67.46782608695653
2021-07-01,64.49542809642561
2021-08-01,62.881777777777785
2021-09-01,70.44434782608697
2021-10-01,65.9855421686747
2021-11-01,67.60795454545455
2021-12-01,68.80402010050251
2022-01-01,72.02705410821643
2022-02-01,87.58464773922188
2022-03-01,86.21361940298507
2022-04-01,91.54983108108108
2022-05-01,81.6372053872054
2022-06-01,81.35826086956523
2022-07-01,75.87697423108895
2022-08-01,75.05244444444446
2022-09-01,78.3817391304348
2022-10-01,78.81606425702812
2022-11-01,80.57386363636364
2022-12-01,68.80402010050251
2023-01-01,75.45691382765531
2023-02-01,77.9863301787592
2023-03-01,77.69869402985074
2023-04-01,74.2035472972973
2023-05-01,73.95370370370371
2023-06-01,68.46000000000001
2023-07-01,66.39235245220283
2023-08-01,64.91022222222223
2023-09-01,71.43652173913044
2023-10-01,76.06666666666668
2023-11-01,84.2784090909091
2023-12-01,64.98157453936349
2024-01-01,70.88376753507015
2024-02-01,87.58464773922188
2024-03-01,77.69869402985074
2024-04-01,85.76773648648648
2024-05-01,70.11195286195287
2024-06-01,60.52260869565218
2024-07-01,56.90773067331671
2024-08-01,59.839111111111116
2024-09-01,64.49130434782609
2024-10-01,71.48433734939759
2024-11-01,75.01704545454545
2024-12-01,72.62646566164155
2025-01-01,75.45691382765531
2025-02-01,83.98527865404837
2025-03-01,86.21361940298507
2025-04-01,78.05827702702703
2025-05-01,71.07239057239057
2025-06-01,69.45217391304348
2025-07-01,76.82543640897757
2025-08-01,73.02400000000002
2025-09-01,90.28782608695653
2025-10-01,91.64658634538154
2025-11-01,89.83522727272728
2025-12-01,81.22696817420436
