date,APR
2009-10-01,31.027346857597454
2009-11-01,29.026079136690647
2009-12-01,29.80967604433077
2010-01-01,28.35908353609083
2010-02-01,27.92128027681661
2010-03-01,27.868077884958915
2010-04-01,37.44121302510564
2010-05-01,28.200560375994215
2010-06-01,29.15718157181572
2010-07-01,24.36919592298981
2010-08-01,27.392675283979628
2010-09-01,26.08242424242424
2010-10-01,26.747712808273665
2010-11-01,25.80095923261391
2010-12-01,24.077046035805623
2011-01-01,29.44981751824817
2011-02-01,31.023644752018456
2011-03-01,30.750982493747767
2011-04-01,40.78417847377579
2011-05-01,31.117859725234997
2011-06-01,29.15718157181572
2011-07-01,29.446111740279353
2011-08-01,31.606933019976495
2011-09-01,31.516262626262623
2011-10-01,31.027346857597454
2011-11-01,27.95103916866507
2011-12-01,28.66315004262574
2012-01-01,30.54055150040551
2012-02-01,31.023644752018456
2012-03-01,30.750982493747767
2012-04-01,35.43543375590355
2012-05-01,30.145426608821403
2012-06-01,31.239837398373986
2012-07-01,32.49226123065308
2012-08-01,30.553368585977278
2012-09-01,31.516262626262623
2012-10-01,29.957438345266507
2012-11-01,29.026079136690647
2012-12-01,28.66315004262574
2013-01-01,30.54055150040551
2013-02-01,31.023644752018456
2013-03-01,28.829046087888532
2013-04-01,36.104026845637584
2013-05-01,34.03515907447578
2013-06-01,33.32249322493225
2013-07-01,32.49226123065308
2013-08-01,31.606933019976495
2013-09-01,30.429494949494945
2013-10-01,31.027346857597454
2013-11-01,30.101119104716226
2013-12-01,30.9562020460358
2014-01-01,32.72201946472019
2014-02-01,32.057766243752404
2014-03-01,32.672918899607005
2014-04-01,37.44121302510564
2014-05-01,36.95245842371656
2014-06-01,31.239837398373986
2014-07-01,33.50764439411099
2014-08-01,31.606933019976495
2014-09-01,32.603030303030295
2014-10-01,33.167163882259345
2014-11-01,32.25119904076739
2014-12-01,32.102728047740825
2015-01-01,33.81275344687753
2015-02-01,32.057766243752404
2015-03-01,35.555823508395854
2015-04-01,39.44699229430773
2015-05-01,36.95245842371656
2015-06-01,37.487804878048784
2015-07-01,35.53841072102681
2015-08-01,36.874755189972575
2015-09-01,38.03686868686868
2015-10-01,38.51670644391408
2015-11-01,35.476318944844124
2015-12-01,36.68883205456095
2016-01-01,37.084955393349546
2016-02-01,38.262495194156095
2016-03-01,38.43872811718471
2016-04-01,39.44699229430773
2016-05-01,38.897324656543745
2016-06-01,35.40514905149052
2016-07-01,34.523027557568895
2016-08-01,34.76762632197414
2016-09-01,36.95010101010101
2016-10-01,36.37688941925219
2016-11-01,38.701438848920866
2016-12-01,35.54230605285592
2017-01-01,38.175689375506884
2017-02-01,40.33073817762399
2017-03-01,43.2435691318328
2017-04-01,41.45277156350982
2017-05-01,41.81462400578452
2017-06-01,40.611788617886184
2017-07-01,40.615326538316346
2017-08-01,40.03544849197023
2017-09-01,40.210404040404036
2017-10-01,42.796340493237864
2017-11-01,40.85151878497202
2017-12-01,41.27493606138107
2018-01-01,42.53862530413625
2018-02-01,43.43310265282584
2018-03-01,42.28260092890318
2018-04-01,40.78417847377579
2018-05-01,42.78705712219812
2018-06-01,43.73577235772358
2018-07-01,40.615326538316346
2018-08-01,42.14257735996866
2018-09-01,41.29717171717171
2018-10-01,43.86624900556881
2018-11-01,41.9265587529976
2018-12-01,42.421462063086096
2019-01-01,46.9015612327656
2019-02-01,43.43310265282584
2019-03-01,46.12647374062165
2019-04-01,44.79573701217996
2019-05-01,45.7043564714389
2019-06-01,46.85975609756098
2019-07-01,44.67685919214798
2019-08-01,47.41039952996474
2019-09-01,48.90454545454545
2019-10-01,47.07597454256165
2019-11-01,43.001598721023186
2019-12-01,44.71451406649616
2020-01-01,45.81082725060826
2020-02-01,46.53546712802768
2020-03-01,48.04841014648088
2020-04-01,41.45277156350982
2020-05-01,47.64922270426609
2020-06-01,48.94241192411925
2020-07-01,51.78454133635334
2020-08-01,46.35683509596553
2020-09-01,45.64424242424242
2020-10-01,48.1458830548926
2020-11-01,40.85151878497202
2020-12-01,45.861040068201184
2021-01-01,46.9015612327656
2021-02-01,47.56958861976163
2021-03-01,46.12647374062165
2021-04-01,40.11558538404176
2021-05-01,44.73192335502531
2021-06-01,43.73577235772358
2021-07-01,43.661476028690075
2021-08-01,42.14257735996866
2021-09-01,44.55747474747474
2021-10-01,44.93615751789976
2021-11-01,47.3017585931255
2021-12-01,44.71451406649616
2022-01-01,52.3552311435523
2022-02-01,56.87668204536717
2022-03-01,56.69712397284744
2022-04-01,50.1444817300522
2022-05-01,52.51138828633405
2022-06-01,53.107723577235774
2022-07-01,50.76915817289544
2022-08-01,52.67822169996082
2022-09-01,53.251616161616155
2022-10-01,53.49542561654733
2022-11-01,52.6769584332534
2022-12-01,50.4471440750213
2023-01-01,58.89963503649634
2023-02-01,58.944925028835065
2023-03-01,59.5800285816363
2023-04-01,52.81885408898832
2023-05-01,58.34598698481562
2023-06-01,54.14905149051491
2023-07-01,54.83069082672707
2023-08-01,57.94604386995691
2023-09-01,58.68545454545453
2023-10-01,58.844968178202066
2023-11-01,61.27727817745804
2023-12-01,65.35198209718669
2024-01-01,63.2625709651257
2024-02-01,66.1837754709727
2024-03-01,63.42390139335477
2024-04-01,66.85930897340293
2024-05-01,64.18058568329718
2024-06-01,61.43834688346884
2024-07-01,59.90760664401661
2024-08-01,63.21386603995299
2024-09-01,63.03252525252525
2024-10-01,64.1945107398568
2024-11-01,64.50239808153478
2024-12-01,67.64503410059675
2025-01-01,68.71624087591239
2025-02-01,65.14965397923876
2025-03-01,70.15067881386209
2025-04-01,66.85930897340293
2025-05-01,63.208152566883584
2025-06-01,64.56233062330624
2025-07-01,81.23065307663269
2025-08-01,73.74951037994515
2025-09-01,69.5531313131313
2025-10-01,71.68387032617342
2025-11-01,91.37839728217426
2025-12-01,85.98945012787722
