date,home equity loan
2014-03-01,33.83793245469523
2014-04-01,36.70247933884298
2014-05-01,35.936541737649065
2014-06-01,36.672171758876964
2014-07-01,36.920427553444185
2014-08-01,36.97751873438801
2014-09-01,37.826197053407
2014-10-01,39.728481624758224
2014-11-01,35.03509249183896
2014-12-01,35.349941037735846
2015-01-01,36.48708920187794
2015-02-01,34.37932604735884
2015-03-01,36.58154859967051
2015-04-01,38.537603305785126
2015-05-01,36.8822402044293
2015-06-01,37.588976052848885
2015-07-01,39.55760095011877
2015-08-01,36.97751873438801
2015-09-01,39.870856353591165
2015-10-01,37.580996131528046
2015-11-01,38.659412404787815
2015-12-01,39.27771226415094
2016-01-01,33.359624413145546
2016-02-01,38.423952641165755
2016-03-01,35.667009884678755
2016-04-01,38.537603305785126
2016-05-01,36.8822402044293
2016-06-01,35.75536746490504
2016-07-01,35.16231195566113
2016-08-01,35.12864279766861
2016-09-01,36.80386740331492
2016-10-01,37.580996131528046
2016-11-01,42.28373231773667
2016-12-01,36.659198113207545
2017-01-01,42.74201877934273
2017-02-01,43.47973588342441
2017-03-01,47.55601317957167
2017-04-01,49.54834710743802
2017-05-01,49.176320272572404
2017-06-01,47.673823286540056
2017-07-01,51.86441013460016
2017-08-01,53.61740216486262
2017-09-01,52.13881215469613
2017-10-01,56.908365570599614
2017-11-01,50.74047878128401
2017-12-01,56.29805424528302
2018-01-01,55.25187793427231
2018-02-01,57.63592896174864
2018-03-01,53.04324546952225
2018-04-01,57.80640495867769
2018-05-01,60.524701873935264
2018-06-01,58.67547481420314
2018-07-01,59.77593032462392
2018-08-01,57.315154038301415
2018-09-01,61.33977900552487
2018-10-01,57.9821083172147
2018-11-01,55.57290533188248
2018-12-01,62.84433962264151
2019-01-01,60.4643192488263
2019-02-01,56.62477231329691
2019-03-01,58.530477759472824
2019-04-01,56.888842975206614
2019-05-01,58.633304940374785
2019-06-01,55.00825763831544
2019-07-01,57.13875692794934
2019-08-01,54.541840133222316
2019-09-01,56.22813075506446
2019-10-01,55.834622823984525
2019-11-01,56.7810119695321
2019-12-01,52.37028301886792
2020-01-01,55.25187793427231
2020-02-01,56.62477231329691
2020-03-01,55.78686161449753
2020-04-01,44.96053719008265
2020-05-01,49.176320272572404
2020-06-01,52.25784475639967
2020-07-01,52.743467933491694
2020-08-01,49.919650291423814
2020-09-01,51.11648250460406
2020-10-01,51.539651837524175
2020-11-01,45.90805223068553
2020-12-01,49.751768867924525
2021-01-01,48.99694835680752
2021-02-01,52.580145719489984
2021-03-01,49.38509060955519
2021-04-01,50.46590909090909
2021-05-01,52.01341567291312
2021-06-01,49.5074318744839
2021-07-01,47.469121140142526
2021-08-01,49.919650291423814
2021-09-01,51.11648250460406
2021-10-01,52.613394584139265
2021-11-01,56.7810119695321
2021-12-01,53.67954009433962
2022-01-01,62.5492957746479
2022-02-01,66.73633879781421
2022-03-01,66.76132619439869
2022-04-01,68.81714876033058
2022-05-01,67.14459114139693
2022-06-01,69.67712634186623
2022-07-01,68.5665083135392
2022-08-01,67.48397169025812
2022-09-01,65.42909760589319
2022-10-01,68.71953578336557
2022-11-01,61.61343852013058
2022-12-01,61.535082547169814
2023-01-01,66.71924882629109
2023-02-01,70.78096539162114
2023-03-01,65.84678747940693
2023-04-01,70.65227272727273
2023-05-01,69.03598807495742
2023-06-01,68.7603220478943
2023-07-01,68.5665083135392
2023-08-01,66.55953372189842
2023-09-01,67.47375690607736
2023-10-01,70.86702127659575
2023-11-01,74.90261153427639
2023-12-01,68.08136792452831
2024-01-01,68.8042253521127
2024-02-01,71.79212204007287
2024-03-01,69.50494233937398
2024-04-01,69.73471074380166
2024-05-01,71.87308347529813
2024-06-01,69.67712634186623
2024-07-01,65.0502771179731
2024-08-01,67.48397169025812
2024-09-01,72.58540515653776
2024-10-01,71.94076402321083
2024-11-01,73.69450489662677
2024-12-01,72.0091391509434
2025-01-01,74.01666666666668
2025-02-01,69.7698087431694
2025-03-01,69.50494233937398
2025-04-01,69.73471074380166
2025-05-01,70.92738500851789
2025-06-01,75.17795210569777
2025-07-01,87.90577988915283
2025-08-01,78.57722731057453
2025-09-01,82.80870165745857
2025-10-01,83.75193423597679
2025-11-01,86.98367791077258
2025-12-01,89.02948113207547
