date,credit score
2018-03-01,75.77164948453607
2018-04-01,77.05997044110958
2018-05-01,76.69442463147884
2018-06-01,74.38141708067187
2018-07-01,73.09692952639928
2018-08-01,72.25263032042085
2018-09-01,71.74702842377262
2018-10-01,72.97183372183373
2018-11-01,73.63237704918032
2018-12-01,74.64381605255642
2019-01-01,77.54894083272463
2019-02-01,82.46050130672369
2019-03-01,82.31981672394042
2019-04-01,77.98840381991813
2019-05-01,76.69442463147884
2019-06-01,75.34740951029099
2019-07-01,75.87276229322457
2019-08-01,79.08733859397417
2019-09-01,75.96744186046513
2019-10-01,76.14452214452214
2019-11-01,76.97930327868852
2019-12-01,78.14274493002
2020-01-01,79.5373752130509
2020-02-01,84.40074839629365
2020-03-01,70.15893470790377
2020-04-01,77.05997044110958
2020-05-01,96.11073466476462
2020-06-01,94.66725810267329
2020-07-01,92.5277588941763
2020-08-01,88.8512075561932
2020-09-01,89.68378552971576
2020-10-01,88.83527583527584
2020-11-01,81.44187158469944
2020-12-01,88.63953156241075
2021-01-01,88.48532992451912
2021-02-01,90.22148966500356
2021-03-01,91.67434135166093
2021-04-01,90.98647112323783
2021-05-01,90.28584165477889
2021-06-01,81.14336408800567
2021-07-01,76.79803988216634
2021-08-01,80.06372549019608
2021-09-01,80.18785529715763
2021-10-01,95.18065268065268
2021-11-01,92.59829234972678
2021-12-01,87.47322193658955
2022-01-01,85.50267835402971
2022-02-01,86.34099548586363
2022-03-01,88.86798396334478
2022-04-01,85.41587085038653
2022-05-01,79.60687113647171
2022-06-01,78.24538679914832
2022-07-01,74.9474847042828
2022-08-01,77.13456480153036
2022-09-01,74.912338501292
2022-10-01,75.08695933695934
2022-11-01,75.86366120218578
2022-12-01,75.81012567837762
2023-01-01,80.53159240321403
2023-02-01,82.46050130672369
2023-03-01,80.44891179839632
2023-04-01,89.12960436562074
2023-05-01,85.43176414645744
2023-06-01,82.10935651762479
2023-07-01,78.64859506004986
2023-08-01,76.15817790530846
2023-09-01,77.02254521963825
2023-10-01,77.20208495208496
2023-11-01,79.21058743169398
2023-12-01,79.30905455584119
2024-01-01,75.56050645239834
2024-02-01,76.63976003801378
2024-03-01,77.64255441008018
2024-04-01,77.98840381991813
2024-05-01,73.78197812648597
2024-06-01,71.48343979181452
2024-07-01,73.09692952639928
2024-08-01,74.20540411286466
2024-09-01,73.85723514211887
2024-10-01,75.08695933695934
2024-11-01,79.21058743169398
2024-12-01,79.30905455584119
2025-01-01,78.54315802288775
2025-02-01,80.52025421715372
2025-03-01,78.57800687285223
2025-04-01,77.05997044110958
2025-05-01,81.54850213980028
2025-06-01,84.04134137686302
2025-07-01,86.05081577158396
2025-08-01,82.01649928263988
2025-09-01,92.84909560723514
2025-10-01,86.72015022015023
2025-11-01,94.82957650273224
2025-12-01,95.6373893173379
