date,bad credit score
2018-04-01,86.15727547495682
2018-05-01,83.91476407914764
2018-06-01,81.16113592852585
2018-07-01,85.22729193071397
2018-08-01,89.26493762311227
2018-09-01,82.50578871201158
2018-10-01,81.97196261682244
2018-11-01,84.11131342558875
2018-12-01,83.75668449197862
2019-01-01,84.91977869986168
2019-02-01,84.89400377714824
2019-03-01,81.76022012578618
2019-04-01,77.63622625215889
2019-05-01,82.96118721461187
2019-06-01,80.22824930865774
2019-07-01,78.74260667511618
2019-08-01,78.70671919457212
2019-09-01,81.4480221900627
2019-10-01,83.022885214474
2019-11-01,79.8525127458121
2019-12-01,82.63992869875224
2020-01-01,95.02927616413093
2020-02-01,99.38810198300283
2020-03-01,67.96933962264151
2020-04-01,71.00874352331606
2020-05-01,84.8683409436834
2020-06-01,80.22824930865774
2020-07-01,83.3745247148289
2020-08-01,85.42558546727949
2020-09-01,77.21695610226725
2020-10-01,76.71734962856459
2020-11-01,71.33491138625881
2020-12-01,74.82263814616756
2021-01-01,76.83218072844629
2021-02-01,77.64695467422096
2021-03-01,86.68553459119498
2021-04-01,71.00874352331606
2021-05-01,74.37899543378995
2021-06-01,64.36917677089981
2021-07-01,64.84685255597803
2021-08-01,65.26898664915737
2021-09-01,68.75482392667631
2021-10-01,69.3608914450036
2021-11-01,71.33491138625881
2021-12-01,69.23885918003566
2022-01-01,72.78838174273858
2022-02-01,79.71754013220018
2022-03-01,78.80503144654088
2022-04-01,73.84909326424871
2022-05-01,71.51826484018265
2022-06-01,69.96649649010848
2022-07-01,73.18430502746092
2022-08-01,75.82720507769753
2022-09-01,72.98589001447178
2022-10-01,72.51365923795831
2022-11-01,67.07611070648217
2022-12-01,71.47237076648842
2023-01-01,74.81028123559244
2023-02-01,75.57636921624173
2023-03-01,75.8498427672956
2023-04-01,76.68944300518135
2023-05-01,76.28614916286149
2023-06-01,78.36247606892151
2023-07-01,75.037072243346
2023-08-01,73.90752899978114
2023-09-01,77.21695610226725
2023-10-01,83.022885214474
2023-11-01,80.91721291575627
2023-12-01,81.52317290552585
2024-01-01,76.83218072844629
2024-02-01,74.54107648725213
2024-03-01,71.90959119496856
2024-04-01,75.7426597582038
2024-05-01,77.23972602739725
2024-06-01,69.03360987024037
2024-07-01,71.33153781157583
2024-08-01,75.82720507769753
2024-09-01,74.04365653642064
2024-10-01,78.81919482386773
2024-11-01,79.8525127458121
2024-12-01,79.28966131907309
2025-01-01,82.89787920700783
2025-02-01,84.89400377714824
2025-03-01,86.68553459119498
2025-04-01,84.26370898100173
2025-05-01,84.8683409436834
2025-06-01,83.95979578813018
2025-07-01,83.3745247148289
2025-08-01,82.5460713504049
2025-09-01,97.3145200192957
2025-10-01,95.63395638629284
2025-11-01,95.82301529497452
2025-12-01,107.20855614973263
