date,debt relief
2023-01-01,41.906220984215416
2023-02-01,42.98952241715399
2023-03-01,47.48842592592593
2023-04-01,39.6580459770115
2023-05-01,48.530107526881714
2023-06-01,65.12698412698413
2023-07-01,40.28328544061302
2023-08-01,33.241898148148145
2023-09-01,33.98569277108433
2023-10-01,29.47557471264368
2023-11-01,30.902089407191443
2023-12-01,30.467821782178213
2024-01-01,31.42966573816156
2024-02-01,34.991471734892784
2024-03-01,32.71424897119342
2024-04-01,38.58620689655173
2024-05-01,37.500537634408595
2024-06-01,33.521241830065364
2024-07-01,37.33572796934865
2024-08-01,35.14143518518519
2024-09-01,32.955823293172685
2024-10-01,26.10693760262726
2024-11-01,27.91156462585034
2024-12-01,30.467821782178213
2025-01-01,33.334493964716806
2025-02-01,29.992690058479532
2025-03-01,31.658950617283953
2025-04-01,30.011494252873565
2025-05-01,29.779838709677414
2025-06-01,28.732492997198882
2025-07-01,34.388170498084285
2025-08-01,30.392592592592592
2025-09-01,30.896084337349393
2025-10-01,25.264778325123153
2025-11-01,26.91472303206997
2025-12-01,29.339383938393837
