date,loan calculator
2010-12-01,64.66950827773658
2011-01-01,65.92380352644835
2011-02-01,69.00602532679737
2011-03-01,68.07182049774643
2011-04-01,69.85466823253083
2011-05-01,69.16975308641975
2011-06-01,67.73665480427046
2011-07-01,68.72786012922842
2011-08-01,68.96376811594203
2011-09-01,75.2247064137308
2011-10-01,75.11095636025998
2011-11-01,73.69358407079646
2011-12-01,72.90017296763034
2012-01-01,72.91572208228378
2012-02-01,75.80943627450979
2012-03-01,69.93680188124632
2012-04-01,72.64885496183206
2012-05-01,72.01234567901234
2012-06-01,70.55901542111506
2012-07-01,73.2494298745724
2012-08-01,69.90847726821521
2012-09-01,72.00079042457091
2012-10-01,72.90181058495821
2012-11-01,70.18436578171092
2012-12-01,69.37274524339016
2013-01-01,72.91572208228378
2013-02-01,69.97794117647058
2013-03-01,70.86929257299627
2013-04-01,69.85466823253083
2013-05-01,73.9074074074074
2013-06-01,71.4998022933966
2013-07-01,73.2494298745724
2013-08-01,71.79789557276158
2013-09-01,72.00079042457091
2013-10-01,70.69266480965645
2013-11-01,70.18436578171092
2013-12-01,65.84531751914997
2014-01-01,73.91456759026028
2014-02-01,69.97794117647058
2014-03-01,70.86929257299627
2014-04-01,70.78606380896457
2014-05-01,72.95987654320987
2014-06-01,73.38137603795967
2014-07-01,75.05805777270999
2014-08-01,71.79789557276158
2014-09-01,74.15006775067751
2014-10-01,72.90181058495821
2014-11-01,71.3541052114061
2014-12-01,71.72436372621694
2015-01-01,69.91918555835431
2015-02-01,70.94985702614377
2015-03-01,73.66676464824613
2015-04-01,71.71745938539831
2015-05-01,76.74999999999999
2015-06-01,74.32216291024119
2015-07-01,75.96237172177878
2015-08-01,74.6320230295811
2015-09-01,75.2247064137308
2015-10-01,71.79723769730734
2015-11-01,72.52384464110128
2015-12-01,75.25179145045712
2016-01-01,60.9295759865659
2016-02-01,65.11836192810456
2016-03-01,62.476876347246716
2016-04-01,65.19769035036211
2016-05-01,65.37962962962962
2016-06-01,63.03272044286279
2016-07-01,65.11060433295324
2016-08-01,64.24022235457613
2016-09-01,67.70223577235772
2016-10-01,68.48351903435469
2016-11-01,67.84488692232055
2016-12-01,67.02112676056338
2017-01-01,64.92495801847186
2017-02-01,69.00602532679737
2017-03-01,69.00431118949638
2017-04-01,64.26629477392837
2017-05-01,71.06481481481481
2017-06-01,67.73665480427046
2017-07-01,71.44080197643481
2017-08-01,76.52144133412746
2017-09-01,78.44862240289069
2017-10-01,81.73839368616527
2017-11-01,83.05149950835792
2017-12-01,81.13083765752408
2018-01-01,77.90994962216624
2018-02-01,82.6128472222222
2018-03-01,87.6541250244954
2018-04-01,81.96281072616951
2018-05-01,82.43518518518518
2018-06-01,80.90767101621194
2018-07-01,77.77099961991637
2018-08-01,82.18969624776653
2018-09-01,79.52326106594398
2018-10-01,79.5292479108635
2018-11-01,79.54228121927237
2018-12-01,83.48245614035086
2019-01-01,78.90879513014272
2019-02-01,79.6970996732026
2019-03-01,78.32921810699588
2019-04-01,78.23722842043453
2019-05-01,79.59259259259258
2019-06-01,81.84845788849347
2019-07-01,80.48394146712276
2019-08-01,82.18969624776653
2019-09-01,82.74717705510388
2019-10-01,82.84296657381616
2019-11-01,84.2212389380531
2019-12-01,82.30664689893747
2020-01-01,79.90764063811922
2020-02-01,84.55667892156862
2020-03-01,71.80178326474623
2020-04-01,75.44304169113329
2020-05-01,90.01543209876542
2020-06-01,91.25632661130881
2020-07-01,90.4313949068795
2020-08-01,84.07911455231289
2020-09-01,81.67253839205058
2020-10-01,81.73839368616527
2020-11-01,77.20280235988201
2020-12-01,89.36150234741783
2021-01-01,76.91110411418974
2021-02-01,77.7532679738562
2021-03-01,76.46423672349599
2021-04-01,78.23722842043453
2021-05-01,72.95987654320987
2021-06-01,73.38137603795967
2021-07-01,66.01491828202204
2021-08-01,62.35080405002978
2021-09-01,68.77687443541102
2021-10-01,69.58809192200556
2021-11-01,69.01462635201574
2021-12-01,72.90017296763034
2022-01-01,80.9064861460957
2022-02-01,79.6970996732026
2022-03-01,78.32921810699588
2022-04-01,72.64885496183206
2022-05-01,72.01234567901234
2022-06-01,68.677441676552
2022-07-01,66.91923223109083
2022-08-01,72.74260472503475
2022-09-01,73.0754290876242
2022-10-01,71.79723769730734
2022-11-01,71.3541052114061
2022-12-01,71.72436372621694
2023-01-01,74.91341309823676
2023-02-01,78.72518382352939
2023-03-01,75.53174603174604
2023-04-01,73.5802505382658
2023-05-01,72.95987654320987
2023-06-01,75.26294978252272
2023-07-01,70.53648802736602
2023-08-01,71.79789557276158
2023-09-01,74.15006775067751
2023-10-01,74.0063834726091
2023-11-01,73.69358407079646
2023-12-01,78.7792191746973
2024-01-01,69.91918555835431
2024-02-01,77.7532679738562
2024-03-01,68.07182049774643
2024-04-01,70.78606380896457
2024-05-01,69.16975308641975
2024-06-01,69.61822854883353
2024-07-01,66.91923223109083
2024-08-01,68.01905896366885
2024-09-01,72.00079042457091
2024-10-01,69.58809192200556
2024-11-01,72.52384464110128
2024-12-01,72.90017296763034
2025-01-01,70.9180310663308
2025-02-01,62.202614379084956
2025-03-01,65.27434842249657
2025-04-01,61.47210804462713
2025-05-01,61.5895061728395
2025-06-01,57.38799920917358
2025-07-01,71.44080197643481
2025-08-01,65.18493150684932
2025-09-01,65.55295844625113
2025-10-01,64.06522748375116
2025-11-01,67.84488692232055
2025-12-01,62.3178897949098
