date,mortgage refinance
2024-10-01,14.829317269076302
2024-11-01,14.755244755244757
2024-12-01,11.235356762513312
2025-01-01,9.818104906937393
2025-02-01,12.267441860465116
2025-03-01,12.846270928462708
2025-04-01,15.849765258215962
2025-05-01,13.06501547987616
2025-06-01,13.565776458951532
2025-07-01,17.20108695652174
2025-08-01,15.85764809902741
2025-09-01,27.894239848914065
2025-10-01,24.362449799196785
2025-11-01,23.362470862470865
2025-12-01,21.347177848775296
