date,student loan
2010-05-01,12.76086956521739
2010-06-01,12.105639730639732
2010-07-01,12.61535087719298
2010-08-01,10.724459358687547
2010-09-01,12.724943693693694
2010-10-01,10.221393034825873
2010-11-01,10.775349650349652
2010-12-01,12.824594257178529
2011-01-01,14.427668539325841
2011-02-01,14.099509803921569
2011-03-01,13.287810945273634
2011-04-01,12.754775549188157
2011-05-01,12.76086956521739
2011-06-01,11.240951178451178
2011-07-01,12.61535087719298
2011-08-01,11.490492170022373
2011-09-01,12.724943693693694
2011-10-01,16.354228855721395
2011-11-01,15.564393939393941
2011-12-01,14.10705368289638
2012-01-01,14.427668539325841
2012-02-01,14.099509803921569
2012-03-01,13.287810945273634
2012-04-01,15.698185291308501
2012-05-01,15.951086956521738
2012-06-01,12.970328282828284
2012-07-01,13.516447368421051
2012-08-01,10.724459358687547
2012-09-01,13.881756756756758
2012-10-01,11.243532338308459
2012-11-01,11.972610722610725
2012-12-01,11.542134831460675
2013-01-01,13.465823970037452
2013-02-01,14.099509803921569
2013-03-01,12.265671641791046
2013-04-01,11.773638968481375
2013-05-01,13.82427536231884
2013-06-01,12.105639730639732
2013-07-01,14.417543859649122
2013-08-01,13.022557792692021
2013-09-01,12.724943693693694
2013-10-01,11.243532338308459
2013-11-01,11.972610722610725
2013-12-01,12.824594257178529
2014-01-01,15.389513108614231
2014-02-01,15.106617647058822
2014-03-01,14.30995024875622
2014-04-01,14.71704871060172
2014-05-01,14.88768115942029
2014-06-01,17.293771043771045
2014-07-01,15.318640350877192
2014-08-01,12.256524981357197
2014-09-01,15.03856981981982
2014-10-01,12.265671641791046
2014-11-01,13.169871794871796
2014-12-01,14.10705368289638
2015-01-01,15.389513108614231
2015-02-01,15.106617647058822
2015-03-01,14.30995024875622
2015-04-01,14.71704871060172
2015-05-01,13.82427536231884
2015-06-01,12.970328282828284
2015-07-01,15.318640350877192
2015-08-01,14.554623415361672
2015-09-01,15.03856981981982
2015-10-01,12.265671641791046
2015-11-01,13.169871794871796
2015-12-01,14.10705368289638
2016-01-01,16.35135767790262
2016-02-01,17.120833333333334
2016-03-01,13.287810945273634
2016-04-01,13.735912129894938
2016-05-01,12.76086956521739
2016-06-01,12.105639730639732
2016-07-01,13.516447368421051
2016-08-01,10.724459358687547
2016-09-01,12.724943693693694
2016-10-01,11.243532338308459
2016-11-01,15.564393939393941
2016-12-01,14.10705368289638
2017-01-01,14.427668539325841
2017-02-01,15.106617647058822
2017-03-01,13.287810945273634
2017-04-01,13.735912129894938
2017-05-01,13.82427536231884
2017-06-01,11.240951178451178
2017-07-01,13.516447368421051
2017-08-01,11.490492170022373
2017-09-01,12.724943693693694
2017-10-01,11.243532338308459
2017-11-01,14.367132867132868
2017-12-01,15.389513108614233
2018-01-01,13.465823970037452
2018-02-01,14.099509803921569
2018-03-01,13.287810945273634
2018-04-01,12.754775549188157
2018-05-01,12.76086956521739
2018-06-01,10.376262626262626
2018-07-01,12.61535087719298
2018-08-01,11.490492170022373
2018-09-01,12.724943693693694
2018-10-01,11.243532338308459
2018-11-01,13.169871794871796
2018-12-01,15.389513108614233
2019-01-01,15.389513108614231
2019-02-01,16.113725490196078
2019-03-01,15.332089552238807
2019-04-01,14.71704871060172
2019-05-01,13.82427536231884
2019-06-01,12.105639730639732
2019-07-01,12.61535087719298
2019-08-01,11.490492170022373
2019-09-01,12.724943693693694
2019-10-01,12.265671641791046
2019-11-01,11.972610722610725
2019-12-01,12.824594257178529
2020-01-01,15.389513108614231
2020-02-01,16.113725490196078
2020-03-01,23.509203980099507
2020-04-01,15.698185291308501
2020-05-01,14.88768115942029
2020-06-01,11.240951178451178
2020-07-01,13.516447368421051
2020-08-01,11.490492170022373
2020-09-01,11.56813063063063
2020-10-01,10.221393034825873
2020-11-01,14.367132867132868
2020-12-01,17.954431960049938
2021-01-01,20.19873595505618
2021-02-01,21.149264705882352
2021-03-01,21.46492537313433
2021-04-01,19.622731614135628
2021-05-01,19.141304347826086
2021-06-01,14.699705387205388
2021-07-01,17.120833333333334
2021-08-01,15.320656226696496
2021-09-01,15.03856981981982
2021-10-01,15.332089552238807
2021-11-01,16.761655011655012
2021-12-01,24.366729088639204
2022-01-01,18.2750468164794
2022-02-01,17.120833333333334
2022-03-01,21.46492537313433
2022-04-01,26.490687679083095
2022-05-01,23.394927536231883
2022-06-01,20.752525252525253
2022-07-01,24.329605263157895
2022-08-01,76.60328113348248
2022-09-01,45.11570945945946
2022-10-01,76.66044776119404
2022-11-01,53.87674825174825
2022-12-01,25.649188514357057
2023-01-01,19.23689138576779
2023-02-01,22.156372549019608
2023-03-01,24.531343283582093
2023-04-01,20.60386819484241
2023-05-01,26.58514492753623
2023-06-01,40.64036195286195
2023-07-01,26.131798245614032
2023-08-01,18.384787472035796
2023-09-01,23.13626126126126
2023-10-01,20.442786069651746
2023-11-01,16.761655011655012
2023-12-01,16.671972534332085
2024-01-01,15.389513108614231
2024-02-01,17.120833333333334
2024-03-01,15.332089552238807
2024-04-01,18.641595033428846
2024-05-01,15.951086956521738
2024-06-01,10.376262626262626
2024-07-01,11.714254385964912
2024-08-01,11.490492170022373
2024-09-01,12.724943693693694
2024-10-01,13.287810945273634
2024-11-01,13.169871794871796
2024-12-01,14.10705368289638
2025-01-01,13.465823970037452
2025-02-01,14.099509803921569
2025-03-01,16.354228855721395
2025-04-01,16.679321872015283
2025-05-01,13.82427536231884
2025-06-01,10.376262626262626
2025-07-01,17.120833333333334
2025-08-01,11.490492170022373
2025-09-01,12.724943693693694
2025-10-01,14.30995024875622
2025-11-01,13.169871794871796
2025-12-01,16.671972534332085
