date,credit repair
2015-10-01,62.90402874005645
2015-11-01,55.736672278338936
2015-12-01,62.90494243190114
2016-01-01,70.7764200045259
2016-02-01,69.11615143369174
2016-03-01,73.03007436570428
2016-04-01,77.3664406779661
2016-05-01,71.16291240045506
2016-06-01,67.31626848691694
2016-07-01,66.60934801381691
2016-08-01,70.73234754699678
2016-09-01,70.23201884920634
2016-10-01,63.98858095971259
2016-11-01,69.96731200897867
2016-12-01,73.58691378826171
2017-01-01,73.64573432903371
2017-02-01,74.79693100358422
2017-03-01,74.87893700787401
2017-04-01,83.0972881355932
2017-05-01,76.93287827076222
2017-06-01,75.9712172923777
2017-07-01,70.25917530224524
2017-08-01,70.73234754699678
2017-09-01,73.3767361111111
2017-10-01,77.00320759558635
2017-11-01,68.78142536475869
2017-12-01,62.90494243190114
2018-01-01,68.86354378818737
2018-02-01,71.95654121863798
2018-03-01,72.10564304461943
2018-04-01,67.81502824858757
2018-05-01,68.27792946530147
2018-06-01,62.50796359499431
2018-07-01,68.43426165803108
2018-08-01,67.82553874369555
2018-09-01,68.13554067460316
2018-10-01,70.49589427764947
2018-11-01,66.40965207631874
2018-12-01,64.09182813816344
2019-01-01,69.81998189635664
2019-02-01,70.06294802867382
2019-03-01,73.03007436570428
2019-04-01,72.59073446327683
2019-05-01,71.16291240045506
2019-06-01,72.12457337883959
2019-07-01,70.25917530224524
2019-08-01,70.73234754699678
2019-09-01,70.23201884920634
2019-10-01,67.24223761868103
2019-11-01,71.15319865319864
2019-12-01,67.65248525695029
2020-01-01,71.73285811269517
2020-02-01,69.11615143369174
2020-03-01,58.23917322834645
2020-04-01,70.68045197740112
2020-05-01,82.70284414106939
2020-06-01,83.66450511945392
2020-07-01,83.03357081174437
2020-08-01,78.48383768913341
2020-09-01,79.66617063492063
2020-10-01,80.25686425455478
2020-11-01,77.08263187429853
2020-12-01,75.96068520078629
2021-01-01,75.55861054537225
2021-02-01,80.47771057347668
2021-03-01,81.34995625546806
2021-04-01,82.14214689265536
2021-05-01,75.9712172923777
2021-06-01,75.00955631399317
2021-07-01,67.521804835924
2021-08-01,66.85660247592847
2021-09-01,71.28025793650794
2021-10-01,69.41134205799332
2021-11-01,77.08263187429853
2021-12-01,66.465599550688
2022-01-01,64.08135324734103
2022-02-01,66.27576164874552
2022-03-01,69.33234908136482
2022-04-01,62.084180790960446
2022-05-01,58.6613196814562
2022-06-01,59.62298065984072
2022-07-01,61.13460708117443
2022-08-01,60.07404860155891
2022-09-01,55.55667162698412
2022-10-01,52.05850654349499
2022-11-01,49.80723905723905
2022-12-01,49.849199663016
2023-01-01,53.56053405747906
2023-02-01,52.07381272401433
2023-03-01,54.541447944007
2023-04-01,54.44305084745762
2023-05-01,50.006370875995444
2023-06-01,48.08304891922639
2023-07-01,44.71038428324697
2023-08-01,42.63319578175148
2023-09-01,40.8813244047619
2023-10-01,44.46664100590197
2023-11-01,48.621352413019075
2023-12-01,45.10165683796686
2024-01-01,41.12683865127857
2024-02-01,44.4994399641577
2024-03-01,40.67497812773403
2024-04-01,44.89163841807909
2024-05-01,44.236405005688276
2024-06-01,36.54311717861206
2024-07-01,37.41072970639032
2024-08-01,39.72638697845025
2024-09-01,39.833085317460316
2024-10-01,42.297536566589685
2024-11-01,45.06369248035914
2024-12-01,47.47542825049143
2025-01-01,41.12683865127857
2025-02-01,41.65905017921146
2025-03-01,44.37270341207349
2025-04-01,45.84677966101694
2025-05-01,49.044709897610915
2025-06-01,55.77633674630261
2025-07-01,71.17163212435231
2025-08-01,62.980857404860146
2025-09-01,69.18377976190476
2025-10-01,70.49589427764947
2025-11-01,85.38383838383837
2025-12-01,83.08199943836
