date,secured loan
2014-06-01,40.92118020728853
2014-07-01,39.20025252525252
2014-08-01,38.72756756756757
2014-09-01,37.44937275985664
2014-10-01,31.372085385878492
2014-11-01,30.94525429219307
2014-12-01,32.06498388829216
2015-01-01,35.05407196969697
2015-02-01,34.3132183908046
2015-03-01,37.728278041074255
2015-04-01,32.655423883318136
2015-05-01,34.19229074889868
2015-06-01,36.92886994316282
2015-07-01,39.20025252525252
2015-08-01,38.72756756756757
2015-09-01,38.51935483870968
2015-10-01,35.293596059113305
2015-11-01,37.714528668610306
2015-12-01,36.340315073397775
2016-01-01,37.315625000000004
2016-02-01,42.631574364332984
2016-03-01,43.387519747235395
2016-04-01,45.35475539349741
2016-05-01,37.69919236417034
2016-06-01,35.9307923771314
2016-07-01,35.179713804713806
2016-08-01,36.57603603603604
2016-09-01,42.799283154121866
2016-10-01,39.21510673234812
2016-11-01,44.483803045027535
2016-12-01,47.02864303616183
2017-01-01,49.75416666666667
2017-02-01,48.87034134447927
2017-03-01,48.103554502369676
2017-04-01,48.07604071710726
2017-05-01,47.343171806167405
2017-06-01,49.90387830157138
2017-07-01,53.27213804713804
2017-08-01,53.788288288288285
2017-09-01,55.63906810035843
2017-10-01,54.90114942528736
2017-11-01,53.18715581470684
2017-12-01,47.02864303616183
2018-01-01,50.88494318181819
2018-02-01,53.02951933124347
2018-03-01,49.98996840442339
2018-04-01,49.89023093284715
2018-05-01,53.48024963289281
2018-06-01,53.89618856569709
2018-07-01,56.287542087542086
2018-08-01,55.93981981981982
2018-09-01,49.21917562724015
2018-10-01,53.92077175697866
2018-11-01,52.22011661807581
2018-12-01,54.51047261009667
2019-01-01,61.06193181818182
2019-02-01,57.18869731800766
2019-03-01,55.64921011058453
2019-04-01,59.86827711941659
2019-05-01,55.23370044052864
2019-06-01,59.884653961885654
2019-07-01,59.30294612794613
2019-08-01,58.09135135135135
2019-09-01,55.63906810035843
2019-10-01,59.803037766830876
2019-11-01,60.923469387755105
2019-12-01,59.854636591478695
2020-01-01,63.32348484848485
2020-02-01,64.467258794845
2020-03-01,53.762796208530816
2020-04-01,54.4257064721969
2020-05-01,55.23370044052864
2020-06-01,60.88273152791709
2020-07-01,62.318350168350165
2020-08-01,59.167117117117115
2020-09-01,62.05896057347671
2020-10-01,64.7049261083744
2020-11-01,59.95643019112407
2020-12-01,64.12996777658432
2021-01-01,63.32348484848485
2021-02-01,60.30808080808081
2021-03-01,59.42203791469195
2021-04-01,58.05408690367669
2021-05-01,60.494052863436124
2021-06-01,57.8884988298228
2021-07-01,54.277272727272724
2021-08-01,55.93981981981982
2021-09-01,57.779032258064525
2021-10-01,57.84228243021347
2021-11-01,58.98939099449304
2021-12-01,57.71697099892589
2022-01-01,63.32348484848485
2022-02-01,71.74582027168233
2022-03-01,76.39976303317536
2022-04-01,85.26694013977514
2022-05-01,76.27511013215859
2022-06-01,60.88273152791709
2022-07-01,61.313215488215484
2022-08-01,58.09135135135135
2022-09-01,65.26890681003586
2022-10-01,67.6460591133005
2022-11-01,70.59386135406544
2022-12-01,69.47413175796635
2023-01-01,74.63125000000001
2023-02-01,70.70602577499129
2023-03-01,75.45655608214851
2023-04-01,78.01017927681555
2023-05-01,85.04236417033775
2023-06-01,67.86927449013707
2023-07-01,61.313215488215484
2023-08-01,64.54594594594595
2023-09-01,72.75878136200718
2023-10-01,83.33210180623975
2023-11-01,87.03352769679302
2023-12-01,83.36895810955961
2024-01-01,78.02357954545455
2024-02-01,86.30294322535701
2024-03-01,88.6614533965245
2024-04-01,90.70951078699483
2024-05-01,80.65873715124816
2024-06-01,65.87311935807422
2024-07-01,67.34402356902356
2024-08-01,63.47018018018018
2024-09-01,78.1086917562724
2024-10-01,82.35172413793104
2024-11-01,81.2312925170068
2024-12-01,83.36895810955961
2025-01-01,83.67746212121213
2025-02-01,81.10397074190178
2025-03-01,82.0590047393365
2025-04-01,89.80241567912488
2025-05-01,78.02856093979442
2025-06-01,74.85581745235707
2025-07-01,78.40050505050505
2025-08-01,74.22783783783784
2025-09-01,86.66854838709679
2025-10-01,93.13587848932677
2025-11-01,89.9346452866861
2025-12-01,95.12611886860007
