date,tuition fees
2013-07-01,31.03723723723724
2013-08-01,33.219202898550726
2013-09-01,31.06211180124224
2013-10-01,30.036036036036034
2013-11-01,27.623964308476733
2013-12-01,27.32786885245902
2014-01-01,29.295351473922906
2014-02-01,30.66991341991342
2014-03-01,31.110419906687405
2014-04-01,30.91556857003416
2014-05-01,30.985130111524168
2014-06-01,32.82932166301969
2014-07-01,30.036036036036037
2014-08-01,32.212560386473434
2014-09-01,31.06211180124224
2014-10-01,36.967428967428965
2014-11-01,28.686424474187376
2014-12-01,28.340012143290835
2015-01-01,33.07539682539683
2015-02-01,30.66991341991342
2015-03-01,31.974598237428722
2015-04-01,30.91556857003416
2015-05-01,32.017967781908304
2015-06-01,32.82932166301969
2015-07-01,29.034834834834836
2015-08-01,31.20591787439614
2015-09-01,32.212560386473434
2015-10-01,34.656964656964654
2015-11-01,31.87380497131931
2015-12-01,29.35215543412265
2016-01-01,27.40532879818594
2016-02-01,30.66991341991342
2016-03-01,32.83877656817004
2016-04-01,34.9834065397755
2016-05-01,32.017967781908304
2016-06-01,31.61342086068563
2016-07-01,27.032432432432433
2016-08-01,29.19263285024155
2016-09-01,29.911663216011046
2016-10-01,31.19126819126819
2016-11-01,28.686424474187376
2016-12-01,28.340012143290835
2017-01-01,30.240362811791385
2017-02-01,30.66991341991342
2017-03-01,33.70295489891136
2017-04-01,32.542703757930695
2017-05-01,30.985130111524168
2017-06-01,31.61342086068563
2017-07-01,27.032432432432433
2017-08-01,28.185990338164256
2017-09-01,28.761214630779854
2017-10-01,31.19126819126819
2017-11-01,29.748884639898023
2017-12-01,26.315725561627204
2018-01-01,30.240362811791385
2018-02-01,29.767857142857146
2018-03-01,28.517884914463455
2018-04-01,30.102000976085893
2018-05-01,28.919454770755888
2018-06-01,26.74981765134938
2018-07-01,24.02882882882883
2018-08-01,28.185990338164256
2018-09-01,26.460317460317462
2018-10-01,26.57033957033957
2018-11-01,22.311663479923517
2018-12-01,21.255009107468126
2019-01-01,23.625283446712018
2019-02-01,23.453463203463205
2019-03-01,22.468636599274237
2019-04-01,21.96632503660322
2019-05-01,22.722428748451055
2019-06-01,20.670313639679065
2019-07-01,18.021621621621623
2019-08-01,22.146135265700487
2019-09-01,24.159420289855078
2019-10-01,21.949410949410947
2019-11-01,22.311663479923517
2019-12-01,19.230722525804495
2020-01-01,23.625283446712018
2020-02-01,22.551406926406926
2020-03-01,17.283566614826334
2020-04-01,15.45778428501708
2020-05-01,20.65675340768278
2020-06-01,20.670313639679065
2020-07-01,21.025225225225228
2020-08-01,19.1262077294686
2020-09-01,18.407177363699105
2020-10-01,16.17325017325017
2020-11-01,13.811982154238367
2020-12-01,15.182149362477233
2021-01-01,16.06519274376417
2021-02-01,16.23701298701299
2021-03-01,16.41938828408502
2021-04-01,15.45778428501708
2021-05-01,16.525402726146222
2021-06-01,15.806710430342815
2021-07-01,14.016816816816817
2021-08-01,16.106280193236717
2021-09-01,17.25672877846791
2021-10-01,16.17325017325017
2021-11-01,14.874442319949011
2021-12-01,14.170006071645417
2022-01-01,18.900226757369616
2022-02-01,18.041125541125542
2022-03-01,18.147744945567652
2022-04-01,20.339189848706685
2022-05-01,19.62391573729864
2022-06-01,20.670313639679065
2022-07-01,17.02042042042042
2022-08-01,21.13949275362319
2022-09-01,21.858523119392686
2022-10-01,21.949410949410947
2022-11-01,19.124282982791584
2022-12-01,18.21857923497268
2023-01-01,19.845238095238095
2023-02-01,19.845238095238095
2023-03-01,19.01192327630897
2023-04-01,19.525622254758417
2023-05-01,22.722428748451055
2023-06-01,20.670313639679065
2023-07-01,18.021621621621623
2023-08-01,20.132850241545896
2023-09-01,23.00897170462388
2023-10-01,23.104643104643102
2023-11-01,21.24920331421287
2023-12-01,18.21857923497268
2024-01-01,22.68027210884354
2024-02-01,21.64935064935065
2024-03-01,21.60445826853292
2024-04-01,21.96632503660322
2024-05-01,24.78810408921933
2024-06-01,20.670313639679065
2024-07-01,18.021621621621623
2024-08-01,23.152777777777782
2024-09-01,25.30986887508627
2024-10-01,24.25987525987526
2024-11-01,23.37412364563416
2024-12-01,21.255009107468126
2025-01-01,21.73526077097506
2025-02-01,22.551406926406926
2025-03-01,22.468636599274237
2025-04-01,23.593460224499754
2025-05-01,25.82094175960347
2025-06-01,31.61342086068563
2025-07-01,91.10930930930931
2025-08-01,47.312198067632856
2025-09-01,31.06211180124224
2025-10-01,30.036036036036034
2025-11-01,72.24729126832376
2025-12-01,101.21432908318155
