date,food budget
2020-01-01,20.54407894736842
2020-02-01,18.936327077747993
2020-03-01,14.219945355191259
2020-04-01,13.132472826086957
2020-05-01,13.732189973614776
2020-06-01,14.912607449856734
2020-07-01,12.520077720207254
2020-08-01,15.489583333333334
2020-09-01,16.43093922651934
2020-10-01,16.16304347826087
2020-11-01,11.617187500000002
2020-12-01,12.520077720207254
2021-01-01,13.696052631578947
2021-02-01,13.953083109919573
2021-03-01,14.219945355191259
2021-04-01,15.152853260869566
2021-05-01,15.693931398416888
2021-06-01,14.912607449856734
2021-07-01,14.446243523316062
2021-08-01,13.424305555555556
2021-09-01,15.40400552486188
2021-10-01,16.16304347826087
2021-11-01,13.553385416666668
2021-12-01,12.520077720207254
2022-01-01,18.5875
2022-02-01,19.932975871313676
2022-03-01,22.34562841530055
2022-04-01,23.234375000000004
2022-05-01,21.57915567282322
2022-06-01,21.303724928366762
2022-07-01,21.18782383419689
2022-08-01,21.685416666666665
2022-09-01,20.538674033149174
2022-10-01,20.20380434782609
2022-11-01,17.425781250000004
2022-12-01,17.335492227979273
2023-01-01,21.52236842105263
2023-02-01,22.92292225201073
2023-03-01,22.34562841530055
2023-04-01,22.2241847826087
2023-05-01,23.540897097625333
2023-06-01,21.303724928366762
2023-07-01,19.261658031088082
2023-08-01,21.685416666666665
2023-09-01,23.61947513812155
2023-10-01,22.2241847826087
2023-11-01,21.298177083333336
2023-12-01,20.224740932642487
2024-01-01,24.457236842105264
2024-02-01,25.912868632707777
2024-03-01,24.377049180327873
2024-04-01,26.264945652173914
2024-05-01,22.560026385224276
2024-06-01,20.238538681948423
2024-07-01,18.298575129533678
2024-08-01,20.65277777777778
2024-09-01,24.646408839779006
2024-10-01,24.244565217391305
2024-11-01,21.298177083333336
2024-12-01,19.261658031088082
2025-01-01,24.457236842105264
2025-02-01,28.90281501340483
2025-03-01,28.439890710382517
2025-04-01,27.27513586956522
2025-05-01,26.4835092348285
2025-06-01,33.020773638968485
2025-07-01,52.96955958549223
2025-08-01,39.24027777777778
2025-09-01,39.02348066298343
2025-10-01,43.43817934782609
2025-11-01,69.70312500000001
2025-12-01,96.30829015544042
