date,medical cost
2012-03-01,17.841437632135307
2012-04-01,18.366666666666667
2012-05-01,19.95035460992908
2012-06-01,19.4
2012-07-01,19.07458957887224
2012-08-01,18.79510022271715
2012-09-01,19.36485507246377
2012-10-01,18.48098201936376
2012-11-01,17.639273927392743
2012-12-01,15.72606568832984
2013-01-01,18.670353982300885
2013-02-01,18.912597310686483
2013-03-01,18.832628611698382
2013-04-01,18.366666666666667
2013-05-01,17.955319148936173
2013-06-01,18.322222222222223
2013-07-01,17.06673804425411
2013-08-01,18.79510022271715
2013-09-01,18.345652173913045
2013-10-01,16.535615491009683
2013-11-01,16.710891089108912
2013-12-01,17.69182389937107
2014-01-01,19.70759587020649
2014-02-01,18.912597310686483
2014-03-01,19.823819591261454
2014-04-01,18.366666666666667
2014-05-01,18.952836879432624
2014-06-01,20.477777777777778
2014-07-01,18.070663811563172
2014-08-01,18.79510022271715
2014-09-01,18.345652173913045
2014-10-01,18.48098201936376
2014-11-01,16.710891089108912
2014-12-01,15.72606568832984
2015-01-01,19.70759587020649
2015-02-01,18.912597310686483
2015-03-01,18.832628611698382
2015-04-01,20.3
2015-05-01,18.952836879432624
2015-06-01,20.477777777777778
2015-07-01,18.070663811563172
2015-08-01,19.839272457312546
2015-09-01,20.384057971014492
2015-10-01,19.4536652835408
2015-11-01,17.639273927392743
2015-12-01,17.69182389937107
2016-01-01,19.70759587020649
2016-02-01,19.907997169143666
2016-03-01,19.823819591261454
2016-04-01,21.266666666666666
2016-05-01,20.947872340425533
2016-06-01,19.4
2016-07-01,18.070663811563172
2016-08-01,18.79510022271715
2016-09-01,18.345652173913045
2016-10-01,18.48098201936376
2016-11-01,18.56765676567657
2016-12-01,16.708944793850456
2017-01-01,22.819321533923304
2017-02-01,21.898796886058033
2017-03-01,25.77096546863989
2017-04-01,25.133333333333333
2017-05-01,21.945390070921988
2017-06-01,21.555555555555554
2017-07-01,22.08636688079943
2017-08-01,21.92761692650334
2017-09-01,21.40326086956522
2017-10-01,22.371715076071922
2017-11-01,21.352805280528056
2017-12-01,18.674703004891683
2018-01-01,23.85656342182891
2018-02-01,23.8895966029724
2018-03-01,21.8062015503876
2018-04-01,23.2
2018-05-01,23.940425531914897
2018-06-01,22.633333333333333
2018-07-01,21.08244111349037
2018-08-01,24.015961395694134
2018-09-01,24.460869565217394
2018-10-01,23.34439834024896
2018-11-01,21.352805280528056
2018-12-01,19.6575821104123
2019-01-01,25.931047197640115
2019-02-01,24.884996461429584
2019-03-01,23.788583509513742
2019-04-01,26.1
2019-05-01,24.93794326241135
2019-06-01,21.555555555555554
2019-07-01,22.08636688079943
2019-08-01,22.971789161098737
2019-09-01,24.460869565217394
2019-10-01,23.34439834024896
2019-11-01,21.352805280528056
2019-12-01,20.640461215932916
2020-01-01,28.005530973451325
2020-02-01,26.87579617834395
2020-03-01,21.8062015503876
2020-04-01,19.333333333333332
2020-05-01,20.947872340425533
2020-06-01,23.71111111111111
2020-07-01,23.0902926481085
2020-08-01,22.971789161098737
2020-09-01,23.441666666666666
2020-10-01,23.34439834024896
2020-11-01,18.56765676567657
2020-12-01,18.674703004891683
2021-01-01,21.7820796460177
2021-02-01,21.898796886058033
2021-03-01,21.8062015503876
2021-04-01,21.266666666666666
2021-05-01,22.942907801418443
2021-06-01,21.555555555555554
2021-07-01,20.0785153461813
2021-08-01,19.839272457312546
2021-09-01,20.384057971014492
2021-10-01,20.426348547717843
2021-11-01,18.56765676567657
2021-12-01,18.674703004891683
2022-01-01,25.931047197640115
2022-02-01,27.871196036801134
2022-03-01,27.753347427766034
2022-04-01,29.0
2022-05-01,28.928014184397167
2022-06-01,26.944444444444443
2022-07-01,25.098144182726628
2022-08-01,27.14847809948033
2022-09-01,26.49927536231884
2022-10-01,26.262448132780083
2022-11-01,24.13795379537954
2022-12-01,22.606219426974143
2023-01-01,26.96828908554572
2023-02-01,29.8619957537155
2023-03-01,29.73572938689218
2023-04-01,29.0
2023-05-01,28.928014184397167
2023-06-01,26.944444444444443
2023-07-01,25.098144182726628
2023-08-01,28.192650334075726
2023-09-01,27.518478260869564
2023-10-01,28.20781466113416
2023-11-01,27.851485148514854
2023-12-01,26.537735849056602
2024-01-01,31.11725663716814
2024-02-01,31.852795470629868
2024-03-01,30.726920366455253
2024-04-01,31.9
2024-05-01,30.923049645390073
2024-06-01,29.099999999999998
2024-07-01,27.105995717344758
2024-08-01,29.236822568671123
2024-09-01,29.556884057971015
2024-10-01,30.153181189488244
2024-11-01,29.708250825082512
2024-12-01,29.48637316561845
2025-01-01,34.22898230088495
2025-02-01,36.82979476291578
2025-03-01,35.68287526427061
2025-04-01,34.8
2025-05-01,37.90567375886525
2025-06-01,45.266666666666666
2025-07-01,71.27872947894362
2025-08-01,56.38530066815145
2025-09-01,51.97934782608696
2025-10-01,50.57952973720609
2025-11-01,76.12739273927394
2025-12-01,98.2879105520615
