date,minimum wage
2020-07-01,41.37881679389314
2020-08-01,47.48189622993654
2020-09-01,46.256
2020-10-01,53.16781609195402
2020-11-01,55.659116647791635
2020-12-01,46.15693146417446
2021-01-01,81.59751622918431
2021-02-01,81.46460481099656
2021-03-01,62.373247033441224
2021-04-01,48.52997601918466
2021-05-01,56.57534246575343
2021-06-01,53.33614759224516
2021-07-01,49.65458015267176
2021-08-01,50.719298245614034
2021-09-01,51.76266666666666
2021-10-01,49.8448275862069
2021-11-01,45.83691959229899
2021-12-01,51.78582554517135
2022-01-01,51.406435224386115
2022-02-01,53.647422680412376
2022-03-01,59.25458468176916
2022-04-01,52.491606714628304
2022-05-01,53.74657534246575
2022-06-01,55.14415259537211
2022-07-01,49.65458015267176
2022-08-01,53.95670026129152
2022-09-01,51.76266666666666
2022-10-01,54.27547892720306
2022-11-01,49.1109852774632
2022-12-01,52.91160436137073
2023-01-01,53.0383855489698
2023-02-01,47.68659793814433
2023-03-01,51.97770586120102
2023-04-01,48.52997601918466
2023-05-01,49.97488584474886
2023-06-01,50.62414008755473
2023-07-01,47.81552162849873
2023-08-01,50.719298245614034
2023-09-01,59.471999999999994
2023-10-01,55.383141762452105
2023-11-01,49.1109852774632
2023-12-01,60.792056074766364
2024-01-01,55.48631103584533
2024-02-01,53.647422680412376
2024-03-01,59.25458468176916
2024-04-01,64.37649880095924
2024-05-01,49.97488584474886
2024-06-01,51.528142589118204
2024-07-01,44.137404580152676
2024-08-01,52.87756625606569
2024-09-01,49.559999999999995
2024-10-01,52.06015325670498
2024-11-01,49.1109852774632
2024-12-01,50.66004672897197
2025-01-01,47.3265594129269
2025-02-01,52.653951890034364
2025-03-01,47.81948939230494
2025-04-01,57.44364508393286
2025-05-01,45.26027397260274
2025-06-01,42.48811757348343
2025-07-01,54.25222646310433
2025-08-01,51.798432250839866
2025-09-01,49.559999999999995
2025-10-01,49.8448275862069
2025-11-01,53.476406191015485
2025-12-01,63.04361370716512
