date,clothing prices
2013-01-01,20.101503759398494
2013-02-01,18.721988795518207
2013-03-01,18.484898107714702
2013-04-01,18.840732910500353
2013-05-01,18.827464788732396
2013-06-01,19.522981099656356
2013-07-01,18.520578647106763
2013-08-01,19.8037037037037
2013-09-01,18.523094688221708
2013-10-01,18.96099290780142
2013-11-01,18.98022312373225
2013-12-01,15.513539651837524
2014-01-01,17.86800334168755
2014-02-01,16.849789915966387
2014-03-01,17.512008733624455
2014-04-01,15.072586328400282
2014-05-01,17.78149452269171
2014-06-01,18.374570446735394
2014-07-01,19.61002444987775
2014-08-01,19.8037037037037
2014-09-01,17.494033872209393
2014-10-01,16.116843971631205
2014-11-01,17.172582826233942
2014-12-01,13.789813023855578
2015-01-01,18.984753550543022
2015-02-01,15.913690476190476
2015-03-01,18.484898107714702
2015-04-01,17.898696264975335
2015-05-01,19.873435054773083
2015-06-01,17.226159793814432
2015-07-01,17.431132844335778
2015-08-01,16.503086419753085
2015-09-01,19.552155504234026
2015-10-01,18.96099290780142
2015-11-01,19.884043272481406
2015-12-01,18.96099290780142
2016-01-01,24.568504594820382
2016-02-01,29.955182072829132
2016-03-01,19.45778748180495
2016-04-01,20.72480620155039
2016-05-01,21.965375586854464
2016-06-01,20.671391752577318
2016-07-01,17.431132844335778
2016-08-01,18.70349794238683
2016-09-01,20.58121632024634
2016-10-01,18.96099290780142
2016-11-01,17.172582826233942
2016-12-01,17.237266279819472
2017-01-01,20.101503759398494
2017-02-01,18.721988795518207
2017-03-01,19.45778748180495
2017-04-01,18.840732910500353
2017-05-01,19.873435054773083
2017-06-01,20.671391752577318
2017-07-01,20.699470252648737
2017-08-01,18.70349794238683
2017-09-01,20.58121632024634
2017-10-01,18.96099290780142
2017-11-01,18.98022312373225
2017-12-01,16.3754029658285
2018-01-01,18.984753550543022
2018-02-01,15.913690476190476
2018-03-01,17.512008733624455
2018-04-01,17.898696264975335
2018-05-01,17.78149452269171
2018-06-01,17.226159793814432
2018-07-01,16.341687041564793
2018-08-01,17.603292181069957
2018-09-01,16.464973056197074
2018-10-01,15.168794326241136
2018-11-01,16.268762677484787
2018-12-01,12.066086395873631
2019-01-01,14.517752715121135
2019-02-01,15.913690476190476
2019-03-01,14.593340611353714
2019-04-01,16.956659619450317
2019-05-01,17.78149452269171
2019-06-01,16.07774914089347
2019-07-01,14.162795436022819
2019-08-01,15.402880658436212
2019-09-01,14.40685142417244
2019-10-01,14.220744680851064
2019-11-01,13.557302231237323
2019-12-01,11.204223081882656
2020-01-01,14.517752715121135
2020-02-01,13.105392156862745
2020-03-01,8.756004366812228
2020-04-01,10.362403100775195
2020-05-01,11.505672926447575
2020-06-01,11.48410652920962
2020-07-01,10.894458027709861
2020-08-01,11.002057613168724
2020-09-01,14.40685142417244
2020-10-01,12.324645390070923
2020-11-01,9.942021636240703
2020-12-01,9.48049645390071
2021-01-01,11.16750208855472
2021-02-01,10.297093837535014
2021-03-01,12.647561863173218
2021-04-01,10.362403100775195
2021-05-01,13.597613458528953
2021-06-01,11.48410652920962
2021-07-01,10.894458027709861
2021-08-01,11.002057613168724
2021-09-01,13.377790608160122
2021-10-01,12.324645390070923
2021-11-01,10.845841784989858
2021-12-01,8.618633139909736
2022-01-01,14.517752715121135
2022-02-01,14.977591036414566
2022-03-01,18.484898107714702
2022-04-01,16.956659619450317
2022-05-01,16.73552425665102
2022-06-01,17.226159793814432
2022-07-01,14.162795436022819
2022-08-01,13.202469135802467
2022-09-01,16.464973056197074
2022-10-01,15.168794326241136
2022-11-01,14.461122379986477
2022-12-01,11.204223081882656
2023-01-01,16.75125313283208
2023-02-01,15.913690476190476
2023-03-01,14.593340611353714
2023-04-01,16.0146229739253
2023-05-01,15.68955399061033
2023-06-01,13.780927835051546
2023-07-01,11.983903830480848
2023-08-01,14.30267489711934
2023-09-01,16.464973056197074
2023-10-01,18.012943262411348
2023-11-01,15.364942528735632
2023-12-01,12.927949709864604
2024-01-01,17.86800334168755
2024-02-01,18.721988795518207
2024-03-01,16.539119359534208
2024-04-01,16.956659619450317
2024-05-01,15.68955399061033
2024-06-01,14.929338487972508
2024-07-01,13.073349633251834
2024-08-01,14.30267489711934
2024-09-01,18.523094688221708
2024-10-01,18.012943262411348
2024-11-01,16.268762677484787
2024-12-01,14.65167633784655
2025-01-01,17.86800334168755
2025-02-01,19.658088235294116
2025-03-01,18.484898107714702
2025-04-01,23.55091613812544
2025-05-01,20.919405320813773
2025-06-01,25.265034364261165
2025-07-01,58.83007334963325
2025-08-01,33.00617283950617
2025-09-01,30.871824480369515
2025-10-01,25.597340425531915
2025-11-01,50.61392832995267
2025-12-01,86.18633139909736
