date,food prices
2011-05-01,28.306024096385542
2011-06-01,27.316251830161054
2011-07-01,25.21897810218978
2011-08-01,25.067823343848584
2011-09-01,27.55521472392638
2011-10-01,27.477172312223857
2011-11-01,27.196793002915452
2011-12-01,22.78021978021978
2012-01-01,26.619582664526487
2012-02-01,27.316251830161054
2012-03-01,25.05718270571827
2012-04-01,25.59259259259259
2012-05-01,24.143373493975904
2012-06-01,26.30453879941435
2012-07-01,32.28029197080292
2012-08-01,28.33753943217666
2012-09-01,29.67484662576687
2012-10-01,35.618556701030926
2012-11-01,27.196793002915452
2012-12-01,23.86499215070644
2013-01-01,26.619582664526487
2013-02-01,26.30453879941435
2013-03-01,23.12970711297071
2013-04-01,25.59259259259259
2013-05-01,23.310843373493977
2013-06-01,26.30453879941435
2013-07-01,27.236496350364966
2013-08-01,27.247634069400632
2013-09-01,25.43558282208589
2013-10-01,26.459499263622973
2013-11-01,27.196793002915452
2013-12-01,23.86499215070644
2014-01-01,27.72873194221509
2014-02-01,26.30453879941435
2014-03-01,26.984658298465828
2014-04-01,27.35759897828863
2014-05-01,26.64096385542169
2014-06-01,31.363103953147878
2014-07-01,29.254014598540145
2014-08-01,29.427444794952685
2014-09-01,28.615030674846626
2014-10-01,28.49484536082474
2014-11-01,28.20408163265306
2014-12-01,27.119309262166407
2015-01-01,29.947030497592298
2015-02-01,29.339677891654464
2015-03-01,27.948396094839605
2015-04-01,27.35759897828863
2015-05-01,32.46867469879518
2015-06-01,30.351390922401173
2015-07-01,34.2978102189781
2015-08-01,33.78706624605679
2015-09-01,33.91411042944785
2015-10-01,29.512518409425624
2015-11-01,30.218658892128282
2015-12-01,31.458398744113033
2016-01-01,33.274478330658106
2016-02-01,33.38653001464129
2016-03-01,31.803347280334727
2016-04-01,29.122605363984672
2016-05-01,31.636144578313257
2016-06-01,33.38653001464129
2016-07-01,34.2978102189781
2016-08-01,33.78706624605679
2016-09-01,31.79447852760736
2016-10-01,32.565537555228275
2016-11-01,30.218658892128282
2016-12-01,31.458398744113033
2017-01-01,36.60192616372392
2017-02-01,36.4216691068814
2017-03-01,35.658298465829844
2017-04-01,36.182630906768836
2017-05-01,34.13373493975904
2017-06-01,42.49194729136164
2017-07-01,45.394160583941606
2017-08-01,42.50630914826499
2017-09-01,38.15337423312884
2017-10-01,36.63622974963181
2017-11-01,36.262390670553934
2017-12-01,39.051805337519625
2018-01-01,37.711075441412525
2018-02-01,35.4099560761347
2018-03-01,39.51324965132496
2018-04-01,38.830140485312896
2018-05-01,38.29638554216868
2018-06-01,45.527086383601755
2018-07-01,46.4029197080292
2018-08-01,46.86593059936909
2018-09-01,40.27300613496932
2018-10-01,38.671575846833576
2018-11-01,36.262390670553934
2018-12-01,37.96703296703297
2019-01-01,39.92937399678973
2019-02-01,39.456808199121525
2019-03-01,41.44072524407252
2019-04-01,39.712643678160916
2019-05-01,39.96144578313253
2019-06-01,47.550512445095166
2019-07-01,47.41167883211679
2019-08-01,45.776025236593064
2019-09-01,43.45245398773006
2019-10-01,39.68924889543446
2019-11-01,36.262390670553934
2019-12-01,36.88226059654632
2020-01-01,41.03852327447834
2020-02-01,37.43338213762811
2020-03-01,27.948396094839605
2020-04-01,19.415070242656448
2020-05-01,18.315662650602412
2020-06-01,20.234260614934115
2020-07-01,21.183941605839415
2020-08-01,23.977917981072558
2020-09-01,24.375766871165645
2020-10-01,25.44182621502209
2020-11-01,22.160349854227405
2020-12-01,20.61067503924647
2021-01-01,24.40128410914928
2021-02-01,24.281112737920935
2021-03-01,23.12970711297071
2021-04-01,22.062579821200508
2021-05-01,27.473493975903615
2021-06-01,30.351390922401173
2021-07-01,30.26277372262774
2021-08-01,29.427444794952685
2021-09-01,28.615030674846626
2021-10-01,34.60088365243004
2021-11-01,30.218658892128282
2021-12-01,27.119309262166407
2022-01-01,33.274478330658106
2022-02-01,36.4216691068814
2022-03-01,51.078103207810315
2022-04-01,43.242656449552996
2022-05-01,42.45903614457831
2022-06-01,53.6207906295754
2022-07-01,45.394160583941606
2022-08-01,43.59621451104101
2022-09-01,42.392638036809814
2022-10-01,41.72459499263623
2022-11-01,36.262390670553934
2022-12-01,32.54317111459969
2023-01-01,42.14767255216694
2023-02-01,37.43338213762811
2023-03-01,37.5857740585774
2023-04-01,37.947637292464876
2023-05-01,36.631325301204825
2023-06-01,40.46852122986823
2023-07-01,39.34160583941606
2023-08-01,41.41640378548896
2023-09-01,44.512269938650306
2023-10-01,40.706921944035344
2023-11-01,36.262390670553934
2023-12-01,35.797488226059656
2024-01-01,38.82022471910113
2024-02-01,43.503660322108345
2024-03-01,43.36820083682008
2024-04-01,42.360153256704976
2024-05-01,47.45421686746988
2024-06-01,41.480234260614935
2024-07-01,39.34160583941606
2024-08-01,47.955835962145116
2024-09-01,48.75153374233129
2024-10-01,40.706921944035344
2024-11-01,42.30612244897959
2024-12-01,36.88226059654632
2025-01-01,46.58426966292135
2025-02-01,50.58565153733529
2025-03-01,46.25941422594142
2025-04-01,47.6551724137931
2025-05-01,39.96144578313253
2025-06-01,46.53879941434846
2025-07-01,76.66569343065694
2025-08-01,67.57413249211358
2025-09-01,52.99079754601227
2025-10-01,53.93667157584683
2025-11-01,72.52478134110787
2025-12-01,108.47723704866563
