date,car lease
2022-06-01,65.50665357766144
2022-07-01,65.98224820901812
2022-08-01,64.91191093817554
2022-09-01,67.26621525302923
2022-10-01,65.49236641221374
2022-11-01,62.21859621859622
2022-12-01,64.40082697201018
2023-01-01,69.13882783882784
2023-02-01,70.47446428571429
2023-03-01,67.57825342465755
2023-04-01,70.95382494831152
2023-05-01,70.50871137409598
2023-06-01,69.24989092495638
2023-07-01,67.78998103666247
2023-08-01,69.54847600518806
2023-09-01,71.34295557139464
2023-10-01,75.3162213740458
2023-11-01,73.32905982905983
2023-12-01,75.3162213740458
2024-01-01,76.47173382173382
2024-02-01,78.64541666666668
2024-03-01,75.41341324200914
2024-04-01,80.80852285779923
2024-05-01,78.02964058733289
2024-06-01,76.73636561954625
2024-07-01,71.40544669195113
2024-08-01,76.03966709900563
2024-09-01,76.4388809693514
2024-10-01,79.68237913486004
2024-11-01,79.99533799533799
2024-12-01,86.23161577608143
2025-01-01,89.0424297924298
2025-02-01,86.81636904761906
2025-03-01,85.20736301369864
2025-04-01,86.72134160349185
2025-05-01,77.08952443567829
2025-06-01,79.54379363001746
2025-07-01,88.57890855457228
2025-08-01,90.87667531344574
2025-09-01,89.68828700403897
2025-10-01,81.86545801526718
2025-11-01,89.99475524475524
2025-12-01,94.96393129770992
