date,luxury car
2015-10-01,33.645385587863466
2015-11-01,33.10411311053984
2015-12-01,32.31493099121706
2016-01-01,41.50508905852418
2016-02-01,41.233374384236456
2016-03-01,41.47808988764045
2016-04-01,41.61327713382508
2016-05-01,40.88095238095239
2016-06-01,36.32850779510022
2016-07-01,36.493092454835285
2016-08-01,34.37929061784897
2016-09-01,36.64329268292683
2016-10-01,40.15739570164349
2016-11-01,40.82840616966581
2016-12-01,39.85508155583438
2017-01-01,43.68956743002545
2017-02-01,44.40517241379311
2017-03-01,44.37191011235955
2017-04-01,45.231822971549
2017-05-01,47.99068322981367
2017-06-01,43.97661469933185
2017-07-01,42.879383634431456
2017-08-01,42.237414187643026
2017-09-01,43.97195121951219
2017-10-01,46.66940581542351
2017-11-01,39.724935732647815
2017-12-01,38.777917189460474
2018-01-01,41.50508905852418
2018-02-01,41.233374384236456
2018-03-01,42.442696629213486
2018-04-01,41.61327713382508
2018-05-01,41.769668737060044
2018-06-01,40.152561247216035
2018-07-01,43.791710945802336
2018-08-01,39.29061784897026
2018-09-01,36.64329268292683
2018-10-01,41.24273072060682
2018-11-01,37.51799485861183
2018-12-01,37.700752823086574
2019-01-01,41.50508905852418
2019-02-01,39.11884236453202
2019-03-01,43.407303370786515
2019-04-01,45.231822971549
2019-05-01,43.54710144927537
2019-06-01,43.97661469933185
2019-07-01,41.054729011689695
2019-08-01,44.201945080091534
2019-09-01,45.01890243902439
2019-10-01,42.328065739570164
2019-11-01,43.0353470437018
2019-12-01,45.24090338770389
2020-01-01,52.42748091603053
2020-02-01,48.63423645320198
2020-03-01,31.83202247191011
2020-04-01,26.23445732349842
2020-05-01,38.2148033126294
2020-06-01,48.75668151447662
2020-07-01,47.441020191285865
2020-08-01,49.11327231121282
2020-09-01,50.25365853658536
2020-10-01,52.096080910240204
2020-11-01,47.44922879177378
2020-12-01,50.6267252195734
2021-01-01,54.61195928753181
2021-02-01,54.977832512315274
2021-03-01,54.98258426966292
2021-04-01,56.087460484720765
2021-05-01,56.877846790890274
2021-06-01,58.316815144766146
2021-07-01,52.91498405951116
2021-08-01,56.97139588100687
2021-09-01,60.72317073170731
2021-10-01,61.86409608091024
2021-11-01,65.1047557840617
2021-12-01,57.089711417816815
2022-01-01,52.42748091603053
2022-02-01,54.977832512315274
2022-03-01,52.08876404494382
2022-04-01,48.85036880927292
2022-05-01,47.10196687370601
2022-06-01,46.84465478841871
2022-07-01,48.35334750265675
2022-08-01,51.07780320366133
2022-09-01,43.97195121951219
2022-10-01,46.66940581542351
2022-11-01,43.0353470437018
2022-12-01,46.31806775407779
2023-01-01,51.3352417302799
2023-02-01,46.519704433497544
2023-03-01,44.37191011235955
2023-04-01,47.94573234984194
2023-05-01,44.435817805383024
2023-06-01,46.84465478841871
2023-07-01,46.528692879914985
2023-08-01,45.184210526315795
2023-09-01,47.11280487804878
2023-10-01,44.49873577749684
2023-11-01,46.34575835475579
2023-12-01,47.395232120451695
2024-01-01,51.3352417302799
2024-02-01,49.69150246305419
2024-03-01,49.19494382022472
2024-04-01,50.65964172813488
2024-05-01,48.87939958592133
2024-06-01,45.88864142538976
2024-07-01,47.441020191285865
2024-08-01,48.131006864988564
2024-09-01,51.30060975609756
2024-10-01,54.26675094816687
2024-11-01,55.173521850899746
2024-12-01,54.93538268506901
2025-01-01,55.704198473282446
2025-02-01,54.977832512315274
2025-03-01,55.94719101123596
2025-04-01,53.37355110642782
2025-05-01,53.32298136645963
2025-06-01,64.05289532293986
2025-07-01,79.37247608926674
2025-08-01,79.56350114416476
2025-09-01,80.61524390243902
2025-10-01,79.22945638432364
2025-11-01,93.79498714652956
2025-12-01,107.71643663739022
