date,earrings
2010-02-01,27.647228033472807
2010-03-01,29.054604261796044
2010-04-01,28.791666666666668
2010-05-01,29.890585241730285
2010-06-01,28.325135030864203
2010-07-01,26.543293564714393
2010-08-01,25.78924259055983
2010-09-01,24.85108535688006
2010-10-01,26.10444444444445
2010-11-01,26.842616395315627
2010-12-01,29.07673267326733
2011-01-01,34.773143164693224
2011-02-01,35.83899930264993
2011-03-01,35.75951293759513
2011-04-01,34.32852564102564
2011-05-01,37.36323155216285
2011-06-01,38.52218364197532
2011-07-01,41.40753796095445
2011-08-01,42.98207098426638
2011-09-01,39.97783296541575
2011-10-01,39.15666666666667
2011-11-01,38.58626106826621
2011-12-01,40.06127612761277
2012-01-01,43.202996053103696
2012-02-01,43.00679916317992
2012-03-01,39.11196727549468
2012-04-01,42.080128205128204
2012-05-01,39.49827335514359
2012-06-01,39.65518904320988
2012-07-01,40.34580621836588
2012-08-01,40.832967435053064
2012-09-01,39.97783296541575
2012-10-01,39.15666666666667
2012-11-01,38.58626106826621
2012-12-01,38.12282728272828
2013-01-01,40.04180121994977
2013-02-01,36.86297071129707
2013-03-01,39.11196727549468
2013-04-01,37.65064102564103
2013-05-01,37.36323155216285
2013-06-01,36.25617283950618
2013-07-01,35.037147505423
2013-08-01,34.385656787413104
2013-09-01,34.57542310522443
2013-10-01,34.80592592592593
2013-11-01,35.23093401885176
2013-12-01,36.830528052805285
2014-01-01,35.82687477574453
2014-02-01,36.86297071129707
2014-03-01,36.876997716894984
2014-04-01,36.54326923076923
2014-05-01,36.29571065067249
2014-06-01,36.25617283950618
2014-07-01,37.16061099060015
2014-08-01,35.460208562019766
2014-09-01,35.655905077262695
2014-10-01,33.71824074074075
2014-11-01,36.069765781205376
2014-12-01,38.768976897689775
2015-01-01,35.82687477574453
2015-02-01,37.886942119944216
2015-03-01,36.876997716894984
2015-04-01,36.54326923076923
2015-05-01,36.29571065067249
2015-06-01,35.12316743827161
2015-07-01,38.222342733188725
2015-08-01,36.53476033662643
2015-09-01,34.57542310522443
2015-10-01,35.89361111111112
2015-11-01,36.069765781205376
2015-12-01,38.768976897689775
2016-01-01,41.09553283100108
2016-02-01,43.00679916317992
2016-03-01,40.22945205479452
2016-04-01,42.080128205128204
2016-05-01,41.633315158124326
2016-06-01,39.65518904320988
2016-07-01,41.40753796095445
2016-08-01,38.68386388583974
2016-09-01,39.97783296541575
2016-10-01,41.33203703703705
2016-11-01,41.10275635532705
2016-12-01,40.06127612761277
2017-01-01,42.14926444205239
2017-02-01,43.00679916317992
2017-03-01,44.699391171993916
2017-04-01,44.294871794871796
2017-05-01,44.835877862595424
2017-06-01,45.32021604938272
2017-07-01,47.777928416485906
2017-08-01,45.1311745334797
2017-09-01,44.2997608535688
2017-10-01,47.85814814814816
2017-11-01,49.491073978863184
2017-12-01,46.52277227722773
2018-01-01,52.68658055256549
2018-02-01,50.17459902370991
2018-03-01,53.6392694063927
2018-04-01,54.26121794871795
2018-05-01,54.44356597600873
2018-06-01,54.38425925925927
2018-07-01,53.086587129428786
2018-08-01,56.95124405415295
2018-09-01,50.78265268579838
2018-10-01,51.12120370370371
2018-11-01,52.84640102827764
2018-12-01,54.276567656765685
2019-01-01,55.847775385719416
2019-02-01,56.318427475592756
2019-03-01,61.46166286149163
2019-04-01,63.120192307692314
2019-05-01,57.64612868047983
2019-06-01,60.04928626543211
2019-07-01,59.45697758496024
2019-08-01,60.174899377972935
2019-09-01,61.587472406181014
2019-10-01,60.91037037037039
2019-11-01,58.71822336475294
2019-12-01,63.96881188118813
2020-01-01,65.3313598851812
2020-02-01,65.53417015341702
2020-03-01,52.52178462709285
2020-04-01,54.26121794871795
2020-05-01,61.9162122864413
2020-06-01,66.84731867283952
2020-07-01,66.88909978308027
2020-08-01,68.77131357482621
2020-09-01,65.90940029433408
2020-10-01,68.52416666666669
2020-11-01,63.75121393887461
2020-12-01,60.73806380638065
2021-01-01,69.54628632938645
2021-02-01,66.55814156206416
2021-03-01,69.28405631659056
2021-04-01,68.65705128205128
2021-05-01,70.45637949836424
2021-06-01,70.24633487654322
2021-07-01,67.95083152566885
2021-08-01,68.77131357482621
2021-09-01,73.47277409860192
2021-10-01,71.78722222222224
2021-11-01,73.81719508711798
2021-12-01,63.96881188118813
2022-01-01,75.8686759956943
2022-02-01,76.79785564853557
2022-03-01,79.3414193302892
2022-04-01,79.73076923076924
2022-05-01,70.45637949836424
2022-06-01,70.24633487654322
2022-07-01,71.13602675343458
2022-08-01,67.69676180021955
2022-09-01,69.15084621044886
2022-10-01,70.69953703703705
2022-11-01,63.75121393887461
2022-12-01,64.61496149614962
2023-01-01,73.76121277359168
2023-02-01,69.63005578800559
2023-03-01,71.51902587519027
2023-04-01,71.97916666666667
2023-05-01,71.52390039985461
2023-06-01,70.24633487654322
2023-07-01,66.88909978308027
2023-08-01,66.62221002561289
2023-09-01,65.90940029433408
2023-10-01,67.4364814814815
2023-11-01,68.7842045129963
2023-12-01,64.61496149614962
2024-01-01,68.49255471833513
2024-02-01,66.55814156206416
2024-03-01,70.40154109589042
2024-04-01,64.2275641025641
2024-05-01,70.45637949836424
2024-06-01,69.11332947530865
2024-07-01,66.88909978308027
2024-08-01,67.69676180021955
2024-09-01,88.5995217071376
2024-10-01,69.61185185185187
2024-11-01,65.42887746358184
2024-12-01,62.676512651265135
2025-01-01,66.38509149623252
2025-02-01,73.72594142259415
2025-03-01,69.28405631659056
2025-04-01,70.87179487179488
2025-05-01,70.45637949836424
2025-06-01,72.51234567901236
2025-07-01,73.25949023861172
2025-08-01,71.99496889864619
2025-09-01,65.90940029433408
2025-10-01,68.52416666666669
2025-11-01,67.10654098828907
2025-12-01,61.384213421342146
