date,steakhouse
2017-04-01,72.75679423183583
2017-05-01,68.44128938310828
2017-06-01,72.29763789918185
2017-07-01,77.94444444444444
2017-08-01,69.99803682642838
2017-09-01,64.8069794381697
2017-10-01,64.03734439834025
2017-11-01,75.03889789303079
2017-12-01,71.92476697736352
2018-01-01,71.29065040650407
2018-02-01,67.51093613298339
2018-03-01,70.7089641434263
2018-04-01,68.47698280643372
2018-05-01,68.44128938310828
2018-06-01,67.20625494853525
2018-07-01,68.71418128654972
2018-08-01,71.04278364473328
2018-09-01,69.27642629597452
2018-10-01,74.71023513139696
2018-11-01,69.82786331712587
2018-12-01,73.63726142920551
2019-01-01,69.38956639566396
2019-02-01,70.88648293963256
2019-03-01,74.80803452855247
2019-04-01,66.33707709373267
2019-05-01,74.5703600741329
2019-06-01,76.37074425969914
2019-07-01,69.73976608187135
2019-08-01,73.13227728134308
2019-09-01,69.27642629597452
2019-10-01,70.44107883817428
2019-11-01,71.91227714748784
2019-12-01,67.64353084775856
2020-01-01,71.29065040650407
2020-02-01,73.41814304461943
2020-03-01,46.114541832669325
2020-04-01,44.93801996672213
2020-05-01,53.11861265554673
2020-06-01,60.078318817629984
2020-07-01,61.53508771929825
2020-08-01,56.41632818846466
2020-09-01,71.51114972487692
2020-10-01,70.44107883817428
2020-11-01,58.363587250135055
2020-12-01,55.65606968486463
2021-01-01,68.43902439024392
2021-02-01,71.73036964129484
2021-03-01,83.00617529880479
2021-04-01,89.87603993344426
2021-05-01,93.97908392904421
2021-06-01,88.590063341251
2021-07-01,88.20029239766082
2021-08-01,91.9377200108313
2021-09-01,86.03685201274254
2021-10-01,91.78686030428769
2021-11-01,85.46096704484061
2021-12-01,82.19973368841545
2022-01-01,78.8949864498645
2022-02-01,84.38867016622923
2022-03-01,89.15478087649403
2022-04-01,86.66618136439268
2022-05-01,85.80698967434472
2022-06-01,79.4255740300871
2022-07-01,84.09795321637428
2022-08-01,77.31126455456268
2022-09-01,79.33268172603533
2022-10-01,77.91210235131396
2022-11-01,77.12331172339276
2022-12-01,75.3497558810475
2023-01-01,82.69715447154472
2023-02-01,79.32534995625548
2023-03-01,80.95664010624171
2023-04-01,83.45632279534111
2023-05-01,78.65640720148265
2023-06-01,77.38902084982846
2023-07-01,77.94444444444444
2023-08-01,79.40075819117249
2023-09-01,83.80212858384013
2023-10-01,76.8448132780083
2023-11-01,82.33434629929768
2023-12-01,77.91849755881049
2024-01-01,78.8949864498645
2024-02-01,79.32534995625548
2024-03-01,86.08047808764941
2024-04-01,82.38636993899057
2024-05-01,76.61338363780779
2024-06-01,80.44385062021642
2024-07-01,75.89327485380117
2024-08-01,81.49025182778229
2024-09-01,79.33268172603533
2024-10-01,73.64294605809128
2024-11-01,73.99669097784981
2024-12-01,77.06225033288949
2025-01-01,72.24119241192413
2025-02-01,77.6375765529309
2025-03-01,76.85756972111554
2025-04-01,78.10655851358847
2025-05-01,77.63489541964522
2025-06-01,78.40729743995777
2025-07-01,76.91885964912281
2025-08-01,76.26651773625778
2025-09-01,75.98059658268173
2025-10-01,76.8448132780083
2025-11-01,87.54538087520258
2025-12-01,82.19973368841545
