date,seafood restaurant
2017-06-01,66.01287878787879
2017-07-01,70.28921568627452
2017-08-01,67.90370955011838
2017-09-01,64.75745909528392
2017-10-01,63.36382978723404
2017-11-01,59.41217798594847
2017-12-01,64.95182012847965
2018-01-01,63.19270833333333
2018-02-01,65.11449016100178
2018-03-01,62.6027027027027
2018-04-01,60.990627928772255
2018-05-01,71.75479566305255
2018-06-01,65.17727272727272
2018-07-01,69.51680672268908
2018-08-01,65.29202841357537
2018-09-01,71.12704523580366
2018-10-01,68.05744680851063
2018-11-01,63.28688524590163
2018-12-01,67.313704496788
2019-01-01,68.9375
2019-02-01,66.10107334525938
2019-03-01,74.52702702702702
2019-04-01,70.29428303655108
2019-05-01,73.59466221851542
2019-06-01,71.02651515151516
2019-07-01,67.19957983193278
2019-08-01,73.12707182320442
2019-09-01,77.49663137632339
2019-10-01,66.88404255319148
2019-11-01,68.45316159250584
2019-12-01,70.85653104925053
2020-01-01,82.725
2020-02-01,71.0339892665474
2020-03-01,40.74144144144144
2020-04-01,29.978444236176195
2020-05-01,42.31693077564637
2020-06-01,53.47878787878788
2020-07-01,51.75140056022409
2020-08-01,55.71586424625098
2020-09-01,61.57266602502406
2020-10-01,65.71063829787234
2020-11-01,54.245901639344254
2020-12-01,49.599571734475376
2021-01-01,57.447916666666664
2021-02-01,60.18157423971377
2021-03-01,68.56486486486486
2021-04-01,76.49671977507029
2021-05-01,80.03419516263553
2021-06-01,78.5469696969697
2021-07-01,77.24089635854342
2021-08-01,72.25651144435675
2021-09-01,78.55822906641001
2021-10-01,77.44468085106382
2021-11-01,82.66042154566743
2021-12-01,73.21841541755889
2022-01-01,70.08645833333333
2022-02-01,77.94007155635062
2022-03-01,82.47657657657658
2022-04-01,84.76663542642923
2022-05-01,74.51459549624687
2022-06-01,75.20454545454545
2022-07-01,68.74439775910365
2022-08-01,70.51539068666139
2022-09-01,71.12704523580366
2022-10-01,73.92446808510637
2022-11-01,64.57845433255268
2022-12-01,72.03747323340471
2023-01-01,72.38437499999999
2023-02-01,70.0474060822898
2023-03-01,72.53963963963963
2023-04-01,80.63167760074977
2023-05-01,71.75479566305255
2023-06-01,74.36893939393939
2023-07-01,71.83403361344538
2023-08-01,64.4214680347277
2023-09-01,67.94225216554379
2023-10-01,70.40425531914893
2023-11-01,67.16159250585478
2023-12-01,67.313704496788
2024-01-01,64.34166666666667
2024-02-01,61.168157423971365
2024-03-01,64.59009009009009
2024-04-01,63.058106841611995
2024-05-01,60.715596330275226
2024-06-01,66.84848484848484
2024-07-01,57.15826330532213
2024-08-01,60.93922651933701
2024-09-01,61.57266602502406
2024-10-01,57.496808510638296
2024-11-01,60.70374707259952
2024-12-01,57.8661670235546
2025-01-01,58.596875
2025-02-01,57.221824686940955
2025-03-01,61.60900900900901
2025-04-01,60.990627928772255
2025-05-01,58.87572977481234
2025-06-01,58.49242424242424
2025-07-01,61.792717086834735
2025-08-01,60.06866614048934
2025-09-01,55.203079884504334
2025-10-01,59.84361702127659
2025-11-01,65.87002341920373
2025-12-01,67.313704496788
