date,bridal gown
2023-12-01,13.570386579139313
2024-01-01,11.00887573964497
2024-02-01,10.452247191011235
2024-03-01,11.292867981790593
2024-04-01,12.260296540362436
2024-05-01,11.701257861635218
2024-06-01,11.945425361155698
2024-07-01,11.414110429447852
2024-08-01,11.775316455696203
2024-09-01,13.68788907753254
2024-10-01,13.079086115992968
2024-11-01,13.272049286640726
2024-12-01,14.927425237053244
2025-01-01,12.4767258382643
2025-02-01,11.323267790262172
2025-03-01,14.11608497723824
2025-04-01,12.260296540362436
2025-05-01,12.765008576329329
2025-06-01,12.940877474585339
2025-07-01,13.31646216768916
2025-08-01,12.75659282700422
2025-09-01,13.68788907753254
2025-10-01,13.079086115992968
2025-11-01,15.685149156939039
2025-12-01,16.284463894967175
