date,Jimmy Choo
2022-12-01,45.28194888178914
2023-01-01,34.30208333333333
2023-02-01,46.12401208740121
2023-03-01,36.39766307139189
2023-04-01,39.1256038647343
2023-05-01,41.192097026604074
2023-06-01,40.87228260869565
2023-07-01,38.16168551427033
2023-08-01,37.62204391891892
2023-09-01,36.21504065040651
2023-10-01,37.92920110192838
2023-11-01,40.624259005927954
2023-12-01,47.43823216187434
2024-01-01,37.08333333333333
2024-02-01,36.71094839609484
2024-03-01,39.51746276322548
2024-04-01,41.29924852388621
2024-05-01,43.30451225873761
2024-06-01,47.160326086956516
2024-07-01,37.07135164243404
2024-08-01,39.902167792792795
2024-09-01,40.60474254742548
2024-10-01,45.738154269972455
2024-11-01,43.39409484724123
2024-12-01,47.43823216187434
2025-01-01,35.229166666666664
2025-02-01,37.65225476522548
2025-03-01,37.43759630200309
2025-04-01,42.386070853462165
2025-05-01,44.36071987480438
2025-06-01,41.92028985507246
2025-07-01,41.43268712977922
2025-08-01,43.3223536036036
2025-09-01,42.799593495934964
2025-10-01,41.27589531680441
2025-11-01,47.08720930232558
2025-12-01,55.344604188853395
