date,luxury spa
2018-04-01,37.39313984168866
2018-05-01,38.75230092036814
2018-06-01,37.44634146341463
2018-07-01,36.96400625978091
2018-08-01,37.72235872235873
2018-09-01,37.70328638497652
2018-10-01,37.28319405756732
2018-11-01,37.12806287563569
2018-12-01,32.9965075669383
2019-01-01,36.55123379339189
2019-02-01,37.633542976939204
2019-03-01,38.80501513186338
2019-04-01,39.470536499560254
2019-05-01,40.64265706282512
2019-06-01,38.40650406504065
2019-07-01,36.96400625978091
2019-08-01,36.75511875511876
2019-09-01,37.70328638497652
2019-10-01,37.28319405756732
2019-11-01,39.3120665742025
2019-12-01,37.57935584012417
2020-01-01,40.50271852781263
2020-02-01,42.5853249475891
2020-03-01,25.52961521833117
2020-04-01,14.541776605101145
2020-05-01,27.410164065626248
2020-06-01,37.44634146341463
2020-07-01,36.039906103286384
2020-08-01,37.72235872235873
2020-09-01,39.921126760563375
2020-10-01,38.379758588672246
2020-11-01,31.66805362921868
2020-12-01,32.9965075669383
2021-01-01,39.514847344207446
2021-02-01,41.594968553459125
2021-03-01,49.016861219195846
2021-04-01,55.05101143359719
2021-05-01,51.98479391756702
2021-06-01,54.72926829268293
2021-07-01,48.977308294209706
2021-08-01,49.32923832923833
2021-09-01,53.2281690140845
2021-10-01,54.82822655524606
2021-11-01,52.416088765603334
2021-12-01,45.82848273185875
2022-01-01,53.34504391468005
2022-02-01,53.47924528301887
2022-03-01,50.038045827929096
2022-04-01,54.012313104661395
2022-05-01,48.20408163265306
2022-06-01,50.888617886178864
2022-07-01,46.20500782472614
2022-08-01,47.3947583947584
2022-09-01,47.68356807511737
2022-10-01,47.15227483751161
2022-11-01,48.04808136846972
2022-12-01,43.9953434225844
2023-01-01,48.405687996654116
2023-02-01,49.517819706498955
2023-03-01,50.038045827929096
2023-04-01,49.85751978891821
2023-05-01,48.20408163265306
2023-06-01,49.92845528455285
2023-07-01,48.05320813771518
2023-08-01,47.3947583947584
2023-09-01,51.01032863849765
2023-10-01,47.15227483751161
2023-11-01,50.23208506703652
2023-12-01,43.9953434225844
2024-01-01,49.3935591802593
2024-02-01,50.50817610062894
2024-03-01,51.05923043666234
2024-04-01,55.05101143359719
2024-05-01,53.875150060024005
2024-06-01,53.769105691056915
2024-07-01,56.370109546165885
2024-08-01,54.16543816543817
2024-09-01,56.55492957746478
2024-10-01,52.63509749303622
2024-11-01,54.60009246417014
2024-12-01,54.077609623593325
2025-01-01,59.272271016311166
2025-02-01,60.411740041928724
2025-03-01,59.228707306528314
2025-04-01,59.20580474934037
2025-05-01,57.655862344937965
2025-06-01,59.53008130081301
2025-07-01,63.762910798122064
2025-08-01,62.87059787059788
2025-09-01,69.86197183098591
2025-10-01,66.8904363974002
2025-11-01,85.17614424410542
2025-12-01,91.6569654637175
