date,fine jewelry
2011-06-01,40.84719142645972
2011-07-01,39.40552584670231
2011-08-01,41.84517543859649
2011-09-01,42.44719662058372
2011-10-01,40.85943432042521
2011-11-01,40.95576981940618
2011-12-01,40.45743405275779
2012-01-01,40.39930555555556
2012-02-01,37.700648055832495
2012-03-01,38.9207005116096
2012-04-01,39.7098976109215
2012-05-01,37.37152034261242
2012-06-01,38.69733924611973
2012-07-01,36.29456327985739
2012-08-01,36.742105263157896
2012-09-01,36.86203917050692
2012-10-01,35.33788914198937
2012-11-01,35.613712886440155
2012-12-01,36.27218225419664
2013-01-01,38.37934027777778
2013-02-01,35.76728148886673
2013-03-01,37.77597402597402
2013-04-01,35.297686765263556
2013-05-01,35.29532476802284
2013-06-01,33.32270879526977
2013-07-01,33.183600713012474
2013-08-01,33.680263157894736
2013-09-01,33.51094470046083
2013-10-01,36.44219817767654
2013-11-01,35.613712886440155
2013-12-01,38.36480815347722
2014-01-01,30.299479166666664
2014-02-01,31.90054835493519
2014-03-01,33.197068083431716
2014-04-01,33.09158134243459
2014-05-01,34.25722698072805
2014-06-01,34.397634885439764
2014-07-01,32.14661319073083
2014-08-01,30.61842105263158
2014-09-01,32.39391321044547
2014-10-01,30.9206529992407
2014-11-01,30.271655953474134
2014-12-01,32.08693045563549
2015-01-01,30.299479166666664
2015-02-01,30.933865071452306
2015-03-01,32.05234159779614
2015-04-01,34.19463405384907
2015-05-01,32.18103140613847
2015-06-01,31.172856614929785
2015-07-01,31.109625668449194
2015-08-01,29.59780701754386
2015-09-01,30.159850230414747
2015-10-01,29.816343963553532
2015-11-01,32.05234159779614
2015-12-01,30.691846522781773
2016-01-01,37.369357638888886
2016-02-01,39.63401462279827
2016-03-01,42.35487996851633
2016-04-01,44.12210845657945
2016-05-01,42.56200927908637
2016-06-01,38.69733924611973
2016-07-01,39.40552584670231
2016-08-01,38.78333333333333
2016-09-01,40.213133640552996
2016-10-01,39.75512528473804
2016-11-01,37.39439853076217
2016-12-01,36.27218225419664
2017-01-01,42.41927083333333
2017-02-01,40.600697906281155
2017-03-01,43.49960645415191
2017-04-01,43.01905574516496
2017-05-01,43.600107066381156
2017-06-01,40.84719142645972
2017-07-01,41.479500891265594
2017-08-01,36.742105263157896
2017-09-01,42.44719662058372
2017-10-01,40.85943432042521
2017-11-01,41.84611264156718
2017-12-01,43.24760191846523
2018-01-01,39.389322916666664
2018-02-01,42.53406447324692
2018-03-01,40.06542699724518
2018-04-01,39.7098976109215
2018-05-01,43.600107066381156
2018-06-01,39.77226533628973
2018-07-01,40.44251336898395
2018-08-01,37.762719298245614
2018-09-01,39.09610215053764
2018-10-01,37.54650721336371
2018-11-01,39.17508417508417
2018-12-01,35.57464028776978
2019-01-01,37.369357638888886
2019-02-01,37.700648055832495
2019-03-01,38.9207005116096
2019-04-01,37.503792188092525
2019-05-01,42.56200927908637
2019-06-01,39.77226533628973
2019-07-01,39.40552584670231
2019-08-01,38.78333333333333
2019-09-01,40.213133640552996
2019-10-01,38.65081624905088
2019-11-01,39.17508417508417
2019-12-01,41.85251798561151
2020-01-01,43.42925347222222
2020-02-01,60.901046859421726
2020-03-01,34.3417945690673
2020-04-01,30.88547591960561
2020-05-01,36.33342255531763
2020-06-01,48.37167405764967
2020-07-01,42.51648841354723
2020-08-01,42.86578947368421
2020-09-01,42.44719662058372
2020-10-01,45.276670463173886
2020-11-01,41.84611264156718
2020-12-01,48.13039568345324
2021-01-01,44.43923611111111
2021-02-01,43.50074775672981
2021-03-01,43.49960645415191
2021-04-01,48.53431930223739
2021-05-01,46.71440042826552
2021-06-01,45.14689578713969
2021-07-01,51.84937611408199
2021-08-01,42.86578947368421
2021-09-01,48.032354070660524
2021-10-01,46.38097949886105
2021-11-01,45.4074839302112
2021-12-01,47.432853717026376
2022-01-01,47.46918402777778
2022-02-01,45.434114323695574
2022-03-01,44.64433293978749
2022-04-01,45.22516116799393
2022-05-01,43.600107066381156
2022-06-01,42.99704360679971
2022-07-01,45.627450980392155
2022-08-01,45.92763157894737
2022-09-01,43.56422811059908
2022-10-01,41.96374335611238
2022-11-01,43.626798285889194
2022-12-01,42.55005995203837
2023-01-01,46.459201388888886
2023-02-01,44.46743104021269
2023-03-01,44.64433293978749
2023-04-01,46.328213879408416
2023-05-01,44.638204853675944
2023-06-01,42.99704360679971
2023-07-01,45.627450980392155
2023-08-01,43.88640350877193
2023-09-01,45.7982910906298
2023-10-01,43.06805239179955
2023-11-01,47.188169574533205
2023-12-01,45.340227817745806
2024-01-01,44.43923611111111
2024-02-01,45.434114323695574
2024-03-01,52.65741833923652
2024-04-01,51.843477436480846
2024-05-01,49.82869379014989
2024-06-01,50.521526237989654
2024-07-01,46.66443850267379
2024-08-01,45.92763157894737
2024-09-01,48.032354070660524
2024-10-01,47.48528853454822
2024-11-01,46.2978267523722
2024-12-01,48.8279376498801
2025-01-01,48.479166666666664
2025-02-01,49.300847457627114
2025-03-01,56.09159779614325
2025-04-01,49.63737201365188
2025-05-01,53.98108493932905
2025-06-01,58.0460088691796
2025-07-01,61.182263814616746
2025-08-01,85.73157894736842
2025-09-01,65.9048579109063
2025-10-01,66.25854214123007
2025-11-01,71.22742577288031
2025-12-01,66.96402877697841
