date,painting for sale
2016-01-01,66.27623456790123
2016-02-01,70.3091168091168
2016-03-01,71.4418502202643
2016-04-01,73.44791666666667
2016-05-01,68.88553514144064
2016-06-01,98.67058494262525
2016-07-01,71.751100110011
2016-08-01,65.23128380301736
2016-09-01,65.79313809933964
2016-10-01,63.989196197061354
2016-11-01,65.07121212121211
2016-12-01,79.58904682274246
2017-01-01,75.17901234567901
2017-02-01,69.30470085470085
2017-03-01,64.19412628487517
2017-04-01,63.38655821917808
2017-05-01,64.77296587926509
2017-06-01,65.12258606213267
2017-07-01,67.87266226622663
2017-08-01,67.23840022772559
2017-09-01,61.744329600918746
2017-10-01,65.00489772399884
2017-11-01,72.8409090909091
2017-12-01,64.85033444816052
2018-01-01,66.27623456790123
2018-02-01,67.29586894586895
2018-03-01,71.4418502202643
2018-04-01,63.38655821917808
2018-05-01,69.91367745698453
2018-06-01,64.13588021270641
2018-07-01,67.87266226622663
2018-08-01,65.23128380301736
2018-09-01,62.75653172552397
2018-10-01,67.0363007778738
2018-11-01,64.1
2018-12-01,71.72840022296543
2019-01-01,63.30864197530864
2019-02-01,62.27378917378917
2019-03-01,59.01718061674008
2019-04-01,57.34974315068493
2019-05-01,58.60411198600174
2019-06-01,59.20235096557515
2019-07-01,57.20695819581958
2019-08-01,57.20281810418446
2019-09-01,59.71992535170829
2019-10-01,57.894987035436465
2019-11-01,55.35909090909091
2019-12-01,55.02452619843923
2020-01-01,57.373456790123456
2020-02-01,63.27820512820512
2020-03-01,57.98179148311306
2020-04-01,72.4417808219178
2020-05-01,77.11067366579177
2020-06-01,73.01623285754269
2020-07-01,72.7207095709571
2020-08-01,75.2668659265585
2020-09-01,69.84194659776054
2020-10-01,67.0363007778738
2020-11-01,61.18636363636364
2020-12-01,58.954849498327754
2021-01-01,68.25462962962963
2021-02-01,69.30470085470085
2021-03-01,66.26490455212921
2021-04-01,66.40496575342466
2021-05-01,64.77296587926509
2021-06-01,59.20235096557515
2021-07-01,62.05500550055005
2021-08-01,68.24195844007971
2021-09-01,66.80534022394487
2021-10-01,62.97349467012388
2021-11-01,63.128787878787875
2021-12-01,57.97226867335562
2022-01-01,65.28703703703704
2022-02-01,69.30470085470085
2022-03-01,68.33568281938325
2022-04-01,66.40496575342466
2022-05-01,63.7448235637212
2022-06-01,58.2156451161489
2022-07-01,63.02461496149615
2022-08-01,63.22416737830914
2022-09-01,59.71992535170829
2022-10-01,55.863583981561504
2022-11-01,57.30151515151515
2022-12-01,55.02452619843923
2023-01-01,59.35185185185185
2023-02-01,63.27820512820512
2023-03-01,63.158737151248154
2023-04-01,58.35587899543379
2023-05-01,54.491542723826186
2023-06-01,60.1890568150014
2023-07-01,57.20695819581958
2023-08-01,55.19570167947624
2023-09-01,73.89075509618145
2023-10-01,61.95779314318639
2023-11-01,54.38787878787879
2023-12-01,52.076783723522844
2024-01-01,55.395061728395056
2024-02-01,56.247293447293444
2024-03-01,54.875624082232
2024-04-01,55.337471461187214
2024-05-01,52.4352580927384
2024-06-01,53.28211586901764
2024-07-01,46.541254125412536
2024-08-01,54.19214346712212
2024-09-01,53.64671260407694
2024-10-01,53.83218092768654
2024-11-01,52.445454545454545
2024-12-01,51.09420289855072
2025-01-01,55.395061728395056
2025-02-01,57.2517094017094
2025-03-01,62.12334801762113
2025-04-01,56.343607305936075
2025-05-01,63.7448235637212
2025-06-01,57.22893926672265
2025-07-01,71.751100110011
2025-08-01,65.23128380301736
2025-09-01,59.71992535170829
2025-10-01,62.97349467012388
2025-11-01,83.52424242424242
2025-12-01,83.51937012263097
