date,Louis Vuitton
2011-09-01,51.57834907310248
2011-10-01,53.94298245614035
2011-11-01,54.143960036330604
2011-12-01,55.68623875516654
2012-01-01,57.170907948476284
2012-02-01,61.11372918630223
2012-03-01,59.518970189701896
2012-04-01,60.45892494929006
2012-05-01,60.74540174249758
2012-06-01,56.25000000000001
2012-07-01,54.45998071359692
2012-08-01,57.00776346217376
2012-09-01,57.065407485134656
2012-10-01,52.84210526315789
2012-11-01,50.34438389343021
2012-12-01,48.05798687089715
2013-01-01,47.31385485391141
2013-02-01,50.27097078228087
2013-03-01,47.827743902439025
2013-04-01,46.670047329276535
2013-05-01,45.55905130687319
2013-06-01,45.833333333333336
2013-07-01,45.38331726133077
2013-08-01,48.71572514040303
2013-09-01,46.0912906610703
2013-10-01,42.93421052631579
2013-11-01,46.54480775052982
2013-12-01,45.006686117189396
2014-01-01,40.413917687715994
2014-02-01,40.413917687715994
2014-03-01,42.513550135501355
2014-04-01,41.36663286004056
2014-05-01,40.496934494998385
2014-06-01,39.583333333333336
2014-07-01,39.33220829315333
2014-08-01,39.38718202841096
2014-09-01,39.50682056663169
2014-10-01,37.42982456140351
2014-11-01,37.04586739327883
2014-12-01,35.85278385606613
2015-01-01,33.51398052152058
2015-02-01,36.47109644989004
2015-03-01,36.13651761517615
2015-04-01,33.941852603110206
2015-05-01,35.43481768312359
2015-06-01,33.333333333333336
2015-07-01,35.298135647701706
2015-08-01,35.241162867525595
2015-09-01,35.11717383700594
2015-10-01,35.228070175438596
2015-11-01,36.09597335755374
2015-12-01,35.85278385606613
2016-01-01,41.39962299717248
2016-02-01,38.44250706880302
2016-03-01,39.325033875338754
2016-04-01,41.36663286004056
2016-05-01,39.484511132623425
2016-06-01,38.54166666666667
2016-07-01,39.33220829315333
2016-08-01,35.241162867525595
2016-09-01,38.40940888422525
2016-10-01,39.63157894736842
2016-11-01,37.995761429003934
2016-12-01,40.429734986627764
2017-01-01,44.35673892554194
2017-02-01,45.34244423499843
2017-03-01,47.827743902439025
2017-04-01,50.91277890466531
2017-05-01,48.59632139399807
2017-06-01,48.958333333333336
2017-07-01,57.48553519768564
2017-08-01,54.934753881731076
2017-09-01,57.065407485134656
2017-10-01,58.34649122807017
2017-11-01,67.44247653648198
2017-12-01,61.78884026258205
2018-01-01,60.128023876845745
2018-02-01,63.085139805215206
2018-03-01,63.77032520325203
2018-04-01,61.51960784313725
2018-05-01,60.74540174249758
2018-06-01,62.50000000000001
2018-07-01,60.51108968177436
2018-08-01,63.22679220350181
2018-09-01,55.96799580272822
2018-10-01,61.64912280701754
2018-11-01,56.9936421435059
2018-12-01,57.974714320447355
2019-01-01,71.95648759032359
2019-02-01,68.99937166195413
2019-03-01,65.8960027100271
2019-04-01,62.580290736984445
2019-05-01,65.80751855437238
2019-06-01,67.70833333333334
2019-07-01,68.57923497267761
2019-08-01,66.33630657416583
2019-09-01,69.13693599160545
2019-10-01,74.85964912280701
2019-11-01,71.24205267938238
2019-12-01,73.99404327741307
2020-01-01,68.01366635249765
2020-02-01,66.04225573358467
2020-03-01,54.204776422764226
2020-04-01,58.337559161595664
2020-05-01,66.81994191674734
2020-06-01,71.875
2020-07-01,77.65589842494376
2020-08-01,74.62834489593656
2020-09-01,79.01364113326338
2020-10-01,78.16228070175438
2020-11-01,64.5927944293067
2020-12-01,69.41709214685145
2021-01-01,71.95648759032359
2021-02-01,73.92789820923657
2021-03-01,73.33587398373983
2021-04-01,79.55121703853955
2021-05-01,83.01871571474669
2021-06-01,76.04166666666667
2021-07-01,71.60478945676633
2021-08-01,75.66484968615791
2021-09-01,77.91622945085693
2021-10-01,78.16228070175438
2021-11-01,80.74099303663336
2021-12-01,76.28251884269389
2022-01-01,75.89930882814954
2022-02-01,79.8421300659755
2022-03-01,76.52439024390245
2022-04-01,73.18711967545639
2022-05-01,70.86963536624718
2022-06-01,68.75
2022-07-01,74.63034394085504
2022-08-01,72.55533531549388
2022-09-01,64.7472892619797
2022-10-01,62.75
2022-11-01,66.49258250075688
2022-12-01,65.60296620471675
2023-01-01,63.085139805215206
2023-02-01,60.128023876845745
2023-03-01,59.518970189701896
2023-04-01,62.580290736984445
2023-05-01,57.7081316553727
2023-06-01,62.50000000000001
2023-07-01,53.45146255223401
2023-08-01,57.00776346217376
2023-09-01,58.162819167541095
2023-10-01,56.14473684210526
2023-11-01,56.0437481077808
2023-12-01,57.974714320447355
2024-01-01,59.14231856738925
2024-02-01,54.213792020106816
2024-03-01,61.644647696476966
2024-04-01,57.27687626774847
2024-05-01,60.74540174249758
2024-06-01,60.41666666666667
2024-07-01,55.46849887495983
2024-08-01,53.89824909150974
2024-09-01,55.96799580272822
2024-10-01,58.34649122807017
2024-11-01,61.743112322131395
2024-12-01,64.8401410162898
2025-01-01,66.04225573358467
2025-02-01,58.15661325793277
2025-03-01,62.7074864498645
2025-04-01,65.76233941852603
2025-05-01,61.75782510487254
2025-06-01,63.54166666666667
2025-07-01,59.50257152041145
2025-08-01,60.117277832837786
2025-09-01,57.065407485134656
2025-10-01,53.94298245614035
2025-11-01,59.84332425068119
2025-12-01,59.50036469730124
