date,wine collection
2011-01-01,35.54055555555556
2011-02-01,36.15779467680608
2011-03-01,36.763530927835056
2011-04-01,39.613207547169814
2011-05-01,33.966413181242075
2011-06-01,39.453691275167785
2011-07-01,34.4508094645081
2011-08-01,38.05974842767296
2011-09-01,45.801324503311264
2011-10-01,38.77151515151515
2011-11-01,39.409796314258
2011-12-01,34.604283707865164
2012-01-01,34.58
2012-02-01,42.73193916349809
2012-03-01,35.649484536082475
2012-04-01,32.62264150943397
2012-05-01,39.44486692015209
2012-06-01,33.65167785234899
2012-07-01,37.680572851805735
2012-08-01,34.79748427672956
2012-09-01,37.78609271523179
2012-10-01,31.436363636363637
2012-11-01,31.863239573229876
2012-12-01,32.175912921348306
2013-01-01,33.61944444444445
2013-02-01,33.966413181242075
2013-03-01,34.535438144329895
2013-04-01,36.11792452830189
2013-05-01,30.679340937896065
2013-06-01,33.65167785234899
2013-07-01,33.37422166874222
2013-08-01,39.14716981132076
2013-09-01,35.49602649006623
2013-10-01,35.627878787878785
2013-11-01,35.2172647914646
2013-12-01,34.604283707865164
2014-01-01,32.65888888888889
2014-02-01,33.966413181242075
2014-03-01,35.649484536082475
2014-04-01,38.44811320754717
2014-05-01,37.25348542458808
2014-06-01,38.29328859060402
2014-07-01,35.52739726027397
2014-08-01,33.71006289308176
2014-09-01,37.78609271523179
2014-10-01,37.72363636363636
2014-11-01,35.2172647914646
2014-12-01,34.604283707865164
2015-01-01,36.501111111111115
2015-02-01,32.870722433460074
2015-03-01,36.763530927835056
2015-04-01,32.62264150943397
2015-05-01,27.392268694550058
2015-06-01,37.132885906040265
2015-07-01,38.75716064757161
2015-08-01,28.27295597484277
2015-09-01,34.35099337748345
2015-10-01,28.292727272727273
2015-11-01,33.54025218234724
2015-12-01,35.81846910112359
2016-01-01,36.501111111111115
2016-02-01,36.15779467680608
2016-03-01,37.87757731958763
2016-04-01,45.438679245283026
2016-05-01,40.54055766793409
2016-06-01,40.61409395973154
2016-07-01,37.680572851805735
2016-08-01,36.972327044025164
2016-09-01,38.93112582781457
2016-10-01,42.9630303030303
2016-11-01,34.378758486905916
2016-12-01,37.032654494382015
2017-01-01,37.461666666666666
2017-02-01,38.349176172370086
2017-03-01,37.87757731958763
2017-04-01,48.93396226415095
2017-05-01,41.63624841571609
2017-06-01,49.897315436241605
2017-07-01,47.369863013698634
2017-08-01,41.32201257861635
2017-09-01,48.091390728476824
2017-10-01,48.20242424242424
2017-11-01,46.11784675072745
2017-12-01,41.889396067415724
2018-01-01,42.26444444444445
2018-02-01,46.0190114068441
2018-03-01,41.219716494845365
2018-04-01,44.273584905660385
2018-05-01,39.44486692015209
2018-06-01,40.61409395973154
2018-07-01,41.98692403486925
2018-08-01,40.23459119496856
2018-09-01,46.946357615894044
2018-10-01,42.9630303030303
2018-11-01,41.086808923375365
2018-12-01,40.6752106741573
2019-01-01,39.38277777777778
2019-02-01,41.63624841571609
2019-03-01,40.105670103092784
2019-04-01,44.273584905660385
2019-05-01,38.349176172370086
2019-06-01,37.132885906040265
2019-07-01,35.52739726027397
2019-08-01,34.79748427672956
2019-09-01,42.366225165562916
2019-10-01,44.01090909090909
2019-11-01,36.05577109602328
2019-12-01,39.46102528089887
2020-01-01,34.58
2020-02-01,40.54055766793409
2020-03-01,31.193298969072167
2020-04-01,44.273584905660385
2020-05-01,41.63624841571609
2020-06-01,40.61409395973154
2020-07-01,41.98692403486925
2020-08-01,36.972327044025164
2020-09-01,40.076158940397356
2020-10-01,46.10666666666667
2020-11-01,36.89427740058196
2020-12-01,40.06811797752808
2021-01-01,35.54055555555556
2021-02-01,43.8276299112801
2021-03-01,35.649484536082475
2021-04-01,40.778301886792455
2021-05-01,38.349176172370086
2021-06-01,35.97248322147651
2021-07-01,38.75716064757161
2021-08-01,31.535220125786168
2021-09-01,35.49602649006623
2021-10-01,36.67575757575757
2021-11-01,36.89427740058196
2021-12-01,34.604283707865164
2022-01-01,44.18555555555556
2022-02-01,47.1147021546261
2022-03-01,43.44780927835052
2022-04-01,45.438679245283026
2022-05-01,38.349176172370086
2022-06-01,42.93489932885905
2022-07-01,38.75716064757161
2022-08-01,41.32201257861635
2022-09-01,36.64105960264901
2022-10-01,40.86727272727273
2022-11-01,34.378758486905916
2022-12-01,35.81846910112359
2023-01-01,40.343333333333334
2023-02-01,47.1147021546261
2023-03-01,41.219716494845365
2023-04-01,41.943396226415096
2023-05-01,41.63624841571609
2023-06-01,45.25570469798657
2023-07-01,36.60398505603985
2023-08-01,40.23459119496856
2023-09-01,44.65629139072848
2023-10-01,41.915151515151514
2023-11-01,39.409796314258
2023-12-01,36.425561797752806
2024-01-01,41.30388888888889
2024-02-01,39.44486692015209
2024-03-01,43.44780927835052
2024-04-01,45.438679245283026
2024-05-01,37.25348542458808
2024-06-01,47.57651006711409
2024-07-01,30.144458281444585
2024-08-01,39.14716981132076
2024-09-01,38.93112582781457
2024-10-01,42.9630303030303
2024-11-01,39.409796314258
2024-12-01,37.63974719101123
2025-01-01,40.343333333333334
2025-02-01,43.8276299112801
2025-03-01,40.105670103092784
2025-04-01,41.943396226415096
2025-05-01,43.8276299112801
2025-06-01,53.37852348993288
2025-07-01,58.135740971357414
2025-08-01,56.54591194968554
2025-09-01,52.67152317880795
2025-10-01,49.25030303030303
2025-11-01,62.04946653734239
2025-12-01,60.709269662921336
