date,Gucci bag
2018-11-01,54.60059676044331
2018-12-01,57.274377593360995
2019-01-01,61.78354670459934
2019-02-01,57.19856115107913
2019-03-01,55.050586510263926
2019-04-01,53.65646258503401
2019-05-01,57.16825613079018
2019-06-01,54.983402489626556
2019-07-01,50.87330623306233
2019-08-01,52.15349682107175
2019-09-01,51.093720491029266
2019-10-01,53.57836001940805
2019-11-01,52.71781756180733
2019-12-01,54.219744121715074
2020-01-01,57.59483167377904
2020-02-01,58.257793764988
2020-03-01,42.097507331378296
2020-04-01,41.85204081632652
2020-05-01,47.13873751135331
2020-06-01,54.983402489626556
2020-07-01,64.83852755194218
2020-08-01,61.18006357856493
2020-09-01,62.563739376770535
2020-10-01,64.29403202328967
2020-11-01,55.541986359761296
2020-12-01,58.03803596127247
2021-01-01,64.92508297771455
2021-02-01,63.55395683453237
2021-03-01,68.00366568914956
2021-04-01,77.26530612244896
2021-05-01,78.23024523160763
2021-06-01,70.25656984785616
2021-07-01,70.82362240289069
2021-08-01,72.2125340599455
2021-09-01,69.86284230406042
2021-10-01,71.79500242600679
2021-11-01,80.01811594202898
2021-12-01,76.36583679114798
2022-01-01,82.72712185870081
2022-02-01,88.97553956834531
2022-03-01,88.51270772238513
2022-04-01,85.8503401360544
2022-05-01,82.24205267938237
2022-06-01,76.36583679114798
2022-07-01,76.8087172538392
2022-08-01,77.22729336966394
2022-09-01,71.94830028328612
2022-10-01,71.79500242600679
2022-11-01,69.66283034953112
2022-12-01,64.91096127247579
2023-01-01,70.16097676623993
2023-02-01,70.96858513189447
2023-03-01,71.24193548387096
2023-04-01,70.82653061224488
2023-05-01,70.20663033605813
2023-06-01,69.23835869064084
2023-07-01,65.8360433604336
2023-08-01,59.17415985467756
2023-09-01,62.563739376770535
2023-10-01,61.07933042212518
2023-11-01,66.83866155157715
2023-12-01,62.61998616874135
2024-01-01,67.0194404931247
2024-02-01,63.55395683453237
2024-03-01,66.92424242424242
2024-04-01,63.31462585034012
2024-05-01,64.188919164396
2024-06-01,63.12909174734901
2024-07-01,58.85343270099367
2024-08-01,57.16825613079018
2024-09-01,57.35009442870632
2024-10-01,57.864628820960704
2024-11-01,58.36615515771526
2024-12-01,58.80169432918395
2025-01-01,63.87790422000948
2025-02-01,60.37625899280575
2025-03-01,63.68597262952101
2025-04-01,63.31462585034012
2025-05-01,59.17415985467756
2025-06-01,59.056247118487775
2025-07-01,63.841011743450764
2025-08-01,61.18006357856493
2025-09-01,56.30736543909348
2025-10-01,57.864628820960704
2025-11-01,60.248934356351235
2025-12-01,64.91096127247579
