date,golf club membership
2013-05-01,27.84434924520604
2013-06-01,33.45416666666667
2013-07-01,25.234
2013-08-01,25.602678571428577
2013-09-01,28.112745098039216
2013-10-01,25.323871181938912
2013-11-01,21.817934782608695
2013-12-01,23.528205128205126
2014-01-01,27.163639601139604
2014-02-01,27.04554774458114
2014-03-01,28.05163043478261
2014-04-01,26.908786231884058
2014-05-01,27.84434924520604
2014-06-01,24.912677304964543
2014-07-01,23.704666666666668
2014-08-01,26.456101190476193
2014-09-01,25.863725490196078
2014-10-01,26.65670650730412
2014-11-01,21.817934782608695
2014-12-01,22.057692307692307
2015-01-01,28.593304843304846
2015-02-01,24.69376098418278
2015-03-01,27.01268115942029
2015-04-01,28.363315217391303
2015-05-01,26.206446348429214
2015-06-01,25.624468085106386
2015-07-01,26.763333333333335
2015-08-01,28.162946428571434
2015-09-01,28.112745098039216
2015-10-01,26.65670650730412
2015-11-01,26.18152173913043
2015-12-01,24.998717948717946
2016-01-01,27.163639601139604
2016-02-01,27.04554774458114
2016-03-01,31.168478260869566
2016-04-01,27.63605072463768
2016-05-01,27.02539779681763
2016-06-01,27.048049645390073
2016-07-01,28.29266666666667
2016-08-01,21.335565476190478
2016-09-01,24.73921568627451
2016-10-01,26.65670650730412
2016-11-01,24.726992753623186
2016-12-01,24.998717948717946
2017-01-01,34.31196581196581
2017-02-01,35.2768014059754
2017-03-01,32.20742753623188
2017-04-01,29.81784420289855
2017-05-01,31.12015503875969
2017-06-01,27.75984042553192
2017-07-01,30.58666666666667
2017-08-01,30.723214285714292
2017-09-01,29.237254901960785
2017-10-01,33.32088313413015
2017-11-01,29.090579710144926
2017-12-01,27.93974358974359
2018-01-01,34.31196581196581
2018-02-01,32.925014645577036
2018-03-01,32.20742753623188
2018-04-01,34.181431159420285
2018-05-01,32.75805793553652
2018-06-01,33.45416666666667
2018-07-01,29.057333333333336
2018-08-01,30.723214285714292
2018-09-01,31.48627450980392
2018-10-01,29.32237715803453
2018-11-01,29.090579710144926
2018-12-01,30.88076923076923
2019-01-01,32.88230056980057
2019-02-01,29.3973345049795
2019-03-01,30.129528985507246
2019-04-01,29.090579710144926
2019-05-01,31.12015503875969
2019-06-01,28.471631205673763
2019-07-01,29.057333333333336
2019-08-01,27.309523809523814
2019-09-01,26.988235294117647
2019-10-01,26.65670650730412
2019-11-01,27.63605072463768
2019-12-01,26.469230769230766
2020-01-01,34.31196581196581
2020-02-01,31.74912126537786
2020-03-01,21.817934782608695
2020-04-01,18.9088768115942
2020-05-01,42.585475316197474
2020-06-01,34.87774822695036
2020-07-01,42.05666666666667
2020-08-01,41.81770833333334
2020-09-01,57.35
2020-10-01,47.98207171314741
2020-11-01,53.817572463768116
2020-12-01,51.467948717948715
2021-01-01,50.03828347578348
2021-02-01,45.85984182776802
2021-03-01,43.63586956521739
2021-04-01,42.181340579710145
2021-05-01,43.404426764585885
2021-06-01,39.148492907801426
2021-07-01,38.998000000000005
2021-08-01,42.671130952380956
2021-09-01,46.10490196078431
2021-10-01,49.314907038512615
2021-11-01,42.181340579710145
2021-12-01,42.64487179487179
2022-01-01,54.32727920227921
2022-02-01,50.56341534856474
2022-03-01,46.75271739130435
2022-04-01,42.181340579710145
2022-05-01,43.404426764585885
2022-06-01,40.57207446808511
2022-07-01,44.35066666666667
2022-08-01,43.52455357142858
2022-09-01,43.85588235294118
2022-10-01,43.98356573705179
2022-11-01,39.27228260869565
2022-12-01,39.70384615384615
2023-01-01,50.03828347578348
2023-02-01,49.38752196836556
2023-03-01,49.869565217391305
2023-04-01,46.54492753623188
2023-05-01,49.95603835169319
2023-06-01,52.67251773049646
2023-07-01,48.17400000000001
2023-08-01,46.93824404761906
2023-09-01,46.10490196078431
2023-10-01,50.647742363877825
2023-11-01,47.99945652173913
2023-12-01,51.467948717948715
2024-01-01,54.32727920227921
2024-02-01,54.09109548916228
2024-03-01,58.18115942028986
2024-04-01,50.90851449275362
2024-05-01,58.14555283557732
2024-06-01,50.537145390070926
2024-07-01,50.468
2024-08-01,55.47247023809525
2024-09-01,62.97254901960784
2024-10-01,55.97908366533865
2024-11-01,55.27210144927536
2024-12-01,57.349999999999994
2025-01-01,61.47560541310542
2025-02-01,56.44288224956064
2025-03-01,63.37590579710145
2025-04-01,58.18115942028985
2025-05-01,59.78345573235414
2025-06-01,64.77296099290781
2025-07-01,76.46666666666667
2025-08-01,70.8340773809524
2025-09-01,64.09705882352941
2025-10-01,70.64027224435591
2025-11-01,79.99909420289855
2025-12-01,83.81923076923076
