date,wedding dress
2010-02-01,29.76013847675569
2010-03-01,28.94867962132536
2010-04-01,25.582191780821915
2010-05-01,25.8483676975945
2010-06-01,28.899721448467968
2010-07-01,31.024626209322776
2010-08-01,32.89175724637681
2010-09-01,24.562026515151516
2010-10-01,26.39949109414758
2010-11-01,27.193732193732192
2010-12-01,28.71069182389937
2011-01-01,31.644880174291938
2011-02-01,31.812561819980218
2011-03-01,33.0842052815147
2011-04-01,90.95890410958904
2011-05-01,45.45747422680412
2011-06-01,34.67966573816156
2011-07-01,35.58707124010554
2011-08-01,52.6268115942029
2011-09-01,32.421875
2011-10-01,36.959287531806616
2011-11-01,43.74643874643874
2011-12-01,37.84591194968554
2012-01-01,37.069716775599126
2012-02-01,35.91740850642928
2012-03-01,34.11808669656203
2012-04-01,32.214611872146115
2012-05-01,29.413659793814432
2012-06-01,35.64298978644383
2012-07-01,33.762093227792434
2012-08-01,33.83152173913044
2012-09-01,35.36931818181818
2012-10-01,36.959287531806616
2012-11-01,33.1054131054131
2012-12-01,36.540880503144656
2013-01-01,35.26143790849673
2013-02-01,33.86498516320475
2013-03-01,34.11808669656203
2013-04-01,29.37214611872146
2013-05-01,30.304982817869416
2013-06-01,34.67966573816156
2013-07-01,33.762093227792434
2013-08-01,32.89175724637681
2013-09-01,31.439393939393938
2013-10-01,32.735368956743
2013-11-01,34.287749287749286
2013-12-01,33.930817610062896
2014-01-01,37.97385620915033
2014-02-01,33.86498516320475
2014-03-01,37.219730941704036
2014-04-01,32.214611872146115
2014-05-01,38.32689003436426
2014-06-01,40.459610027855156
2014-07-01,36.49956024626209
2014-08-01,32.89175724637681
2014-09-01,46.176609848484844
2014-10-01,34.847328244274806
2014-11-01,34.287749287749286
2014-12-01,31.320754716981135
2015-01-01,32.549019607843135
2015-02-01,32.838773491592484
2015-03-01,35.151968111609364
2015-04-01,32.214611872146115
2015-05-01,29.413659793814432
2015-06-01,33.71634168987929
2015-07-01,33.762093227792434
2015-08-01,33.83152173913044
2015-09-01,32.421875
2015-10-01,31.679389312977097
2015-11-01,30.740740740740737
2015-12-01,30.01572327044025
2016-01-01,35.26143790849673
2016-02-01,35.91740850642928
2016-03-01,35.151968111609364
2016-04-01,33.162100456621005
2016-05-01,30.304982817869416
2016-06-01,32.75301764159703
2016-07-01,34.67458223394899
2016-08-01,31.951992753623188
2016-09-01,33.40435606060606
2016-10-01,34.847328244274806
2016-11-01,34.287749287749286
2016-12-01,33.930817610062896
2017-01-01,33.453159041394336
2017-02-01,36.94362017804154
2017-03-01,36.1858495266567
2017-04-01,32.214611872146115
2017-05-01,34.76159793814433
2017-06-01,35.64298978644383
2017-07-01,37.41204925241864
2017-08-01,33.83152173913044
2017-09-01,32.421875
2017-10-01,35.90330788804071
2017-11-01,34.287749287749286
2017-12-01,37.84591194968554
2018-01-01,36.165577342047925
2018-02-01,35.91740850642928
2018-03-01,35.151968111609364
2018-04-01,30.319634703196346
2018-05-01,89.13230240549828
2018-06-01,38.53296193129062
2018-07-01,34.67458223394899
2018-08-01,32.89175724637681
2018-09-01,33.40435606060606
2018-10-01,34.847328244274806
2018-11-01,33.1054131054131
2018-12-01,39.15094339622642
2019-01-01,34.35729847494553
2019-02-01,34.891196834817016
2019-03-01,34.11808669656203
2019-04-01,28.424657534246574
2019-05-01,29.413659793814432
2019-06-01,31.789693593314766
2019-07-01,33.762093227792434
2019-08-01,31.951992753623188
2019-09-01,35.36931818181818
2019-10-01,35.90330788804071
2019-11-01,33.1054131054131
2019-12-01,32.625786163522015
2020-01-01,36.165577342047925
2020-02-01,33.86498516320475
2020-03-01,25.847035376183356
2020-04-01,18.949771689497716
2020-05-01,21.391752577319586
2020-06-01,26.00974930362117
2020-07-01,28.28715919085312
2020-08-01,29.132699275362317
2020-09-01,40.281723484848484
2020-10-01,30.623409669211195
2020-11-01,28.376068376068375
2020-12-01,31.320754716981135
2021-01-01,38.87799564270152
2021-02-01,32.838773491592484
2021-03-01,34.11808669656203
2021-04-01,32.214611872146115
2021-05-01,31.196305841924396
2021-06-01,34.67966573816156
2021-07-01,35.58707124010554
2021-08-01,34.771286231884055
2021-09-01,36.35179924242424
2021-10-01,35.90330788804071
2021-11-01,37.83475783475783
2021-12-01,33.930817610062896
2022-01-01,35.26143790849673
2022-02-01,40.02225519287834
2022-03-01,40.32137518684604
2022-04-01,36.95205479452055
2022-05-01,34.76159793814433
2022-06-01,35.64298978644383
2022-07-01,38.324538258575195
2022-08-01,38.53034420289855
2022-09-01,37.3342803030303
2022-10-01,35.90330788804071
2022-11-01,35.470085470085465
2022-12-01,35.235849056603776
2023-01-01,34.35729847494553
2023-02-01,34.891196834817016
2023-03-01,38.25361235675137
2023-04-01,35.05707762557078
2023-05-01,32.97895189003436
2023-06-01,33.71634168987929
2023-07-01,33.762093227792434
2023-08-01,34.771286231884055
2023-09-01,37.3342803030303
2023-10-01,35.90330788804071
2023-11-01,34.287749287749286
2023-12-01,32.625786163522015
2024-01-01,33.453159041394336
2024-02-01,35.91740850642928
2024-03-01,38.25361235675137
2024-04-01,35.05707762557078
2024-05-01,33.87027491408934
2024-06-01,36.606313834726095
2024-07-01,38.324538258575195
2024-08-01,37.59057971014493
2024-09-01,39.29924242424242
2024-10-01,36.959287531806616
2024-11-01,34.287749287749286
2024-12-01,35.235849056603776
2025-01-01,36.165577342047925
2025-02-01,37.96983184965381
2025-03-01,42.389138016940706
2025-04-01,43.58447488584475
2025-05-01,38.32689003436426
2025-06-01,43.34958217270195
2025-07-01,41.062005277044854
2025-08-01,42.28940217391304
2025-09-01,43.229166666666664
2025-10-01,40.12722646310432
2025-11-01,39.01709401709401
2025-12-01,39.15094339622642
