date,Christian Louboutin
2010-05-01,29.78826895565093
2010-06-01,32.05850654349499
2010-07-01,27.779761904761905
2010-08-01,27.764887857695285
2010-09-01,28.848214285714285
2010-10-01,31.124065769805682
2010-11-01,32.849673202614376
2010-12-01,32.12002182214948
2011-01-01,41.98830409356725
2011-02-01,48.05511811023622
2011-03-01,50.22412562455389
2011-04-01,52.72570194384449
2011-05-01,53.4134477825465
2011-06-01,57.48421862971516
2011-07-01,67.3125
2011-08-01,65.52513534416087
2011-09-01,63.038690476190474
2011-10-01,64.39461883408072
2011-11-01,77.90065359477124
2011-12-01,78.34151663938897
2012-01-01,69.0474333983106
2012-02-01,67.84251968503938
2012-03-01,67.64882226980728
2012-04-01,59.96256299496041
2012-05-01,51.359084406294706
2012-06-01,48.64049268668206
2012-07-01,54.49107142857143
2012-08-01,44.42382057231246
2012-09-01,43.80654761904762
2012-10-01,36.49028400597908
2012-11-01,32.849673202614376
2012-12-01,36.82051282051282
2013-01-01,35.45679012345679
2013-02-01,37.69028871391076
2013-03-01,38.949321912919345
2013-04-01,36.18430525557955
2013-05-01,30.815450643776824
2013-06-01,30.953040800615856
2013-07-01,29.916666666666664
2013-08-01,32.207269914926535
2013-09-01,29.916666666666664
2013-10-01,28.977578475336326
2013-11-01,29.095424836601307
2013-12-01,27.41953082378614
2014-01-01,28.92527615334633
2014-02-01,32.036745406824146
2014-03-01,29.72448251249108
2014-04-01,29.981281497480204
2014-05-01,30.815450643776824
2014-06-01,29.847575057736716
2014-07-01,28.848214285714285
2014-08-01,29.98607888631091
2014-09-01,29.916666666666664
2014-10-01,30.050822122571002
2014-11-01,29.095424836601307
2014-12-01,28.20294599018003
2015-01-01,27.992202729044838
2015-02-01,26.383202099737534
2015-03-01,26.649536045681657
2015-04-01,23.778257739380848
2015-05-01,25.679542203147353
2015-06-01,24.32024634334103
2015-07-01,24.574404761904763
2015-08-01,24.433101314771854
2015-09-01,24.574404761904763
2015-10-01,22.53811659192825
2015-11-01,25.341176470588234
2015-12-01,24.28587015821058
2016-01-01,24.25990903183886
2016-02-01,24.498687664041995
2016-03-01,23.574589578872235
2016-04-01,25.84593232541397
2016-05-01,24.65236051502146
2016-06-01,22.109314857582753
2016-07-01,21.36904761904762
2016-08-01,21.10131477184842
2016-09-01,21.36904761904762
2016-10-01,22.53811659192825
2016-11-01,19.70980392156863
2016-12-01,19.585379159847243
2017-01-01,20.52761533463288
2017-02-01,22.61417322834646
2017-03-01,20.499643112062813
2017-04-01,22.74442044636429
2017-05-01,23.625178826895567
2017-06-01,21.003849114703616
2017-07-01,21.36904761904762
2017-08-01,24.433101314771854
2017-09-01,24.574404761904763
2017-10-01,28.977578475336326
2017-11-01,28.15686274509804
2017-12-01,25.069285324604472
2018-01-01,26.126055880441847
2018-02-01,24.498687664041995
2018-03-01,25.624553890078516
2018-04-01,24.81209503239741
2018-05-01,25.679542203147353
2018-06-01,25.425712086220166
2018-07-01,22.4375
2018-08-01,22.21191028615623
2018-09-01,22.4375
2018-10-01,20.391629297458895
2018-11-01,20.648366013071897
2018-12-01,21.935624659028914
2019-01-01,22.393762183235868
2019-02-01,21.671916010498688
2019-03-01,20.499643112062813
2019-04-01,21.710583153347734
2019-05-01,22.59799713876967
2019-06-01,19.89838337182448
2019-07-01,19.232142857142858
2019-08-01,18.880123743232794
2019-09-01,18.163690476190474
2019-10-01,18.24514200298954
2019-11-01,19.70980392156863
2019-12-01,18.018548827059465
2020-01-01,18.66146848602989
2020-02-01,18.84514435695538
2020-03-01,14.34975017844397
2020-04-01,13.439884809215263
2020-05-01,14.380543633762517
2020-06-01,17.687451886066203
2020-07-01,19.232142857142858
2020-08-01,19.990719257540604
2020-09-01,19.232142857142858
2020-10-01,20.391629297458895
2020-11-01,16.894117647058824
2020-12-01,19.585379159847243
2021-01-01,18.66146848602989
2021-02-01,18.84514435695538
2021-03-01,20.499643112062813
2021-04-01,21.710583153347734
2021-05-01,21.570815450643778
2021-06-01,23.214780600461893
2021-07-01,24.574404761904763
2021-08-01,21.10131477184842
2021-09-01,23.50595238095238
2021-10-01,24.68460388639761
2021-11-01,22.52549019607843
2021-12-01,22.719039825422804
2022-01-01,24.25990903183886
2022-02-01,22.61417322834646
2022-03-01,23.574589578872235
2022-04-01,21.710583153347734
2022-05-01,20.543633762517885
2022-06-01,19.89838337182448
2022-07-01,19.232142857142858
2022-08-01,18.880123743232794
2022-09-01,18.163690476190474
2022-10-01,18.24514200298954
2022-11-01,15.955555555555556
2022-12-01,16.451718494271685
2023-01-01,16.795321637426902
2023-02-01,16.018372703412073
2023-03-01,16.39971448965025
2023-04-01,16.54139668826494
2023-05-01,17.4620886981402
2023-06-01,16.581986143187066
2023-07-01,14.958333333333332
2023-08-01,14.437741686001548
2023-09-01,14.958333333333332
2023-10-01,16.09865470852018
2023-11-01,16.894117647058824
2023-12-01,15.668303327877794
2024-01-01,14.929174788823913
2024-02-01,14.133858267716535
2024-03-01,15.37473233404711
2024-04-01,15.50755939524838
2024-05-01,16.434907010014307
2024-06-01,16.581986143187066
2024-07-01,12.821428571428571
2024-08-01,14.437741686001548
2024-09-01,14.958333333333332
2024-10-01,13.952167414050823
2024-11-01,14.07843137254902
2024-12-01,15.668303327877794
2025-01-01,15.862248213125406
2025-02-01,16.018372703412073
2025-03-01,16.39971448965025
2025-04-01,16.54139668826494
2025-05-01,17.4620886981402
2025-06-01,16.581986143187066
2025-07-01,14.958333333333332
2025-08-01,14.437741686001548
2025-09-01,13.889880952380953
2025-10-01,15.025411061285501
2025-11-01,15.955555555555556
2025-12-01,18.801963993453356
