date,job training
2013-06-01,47.566162570888466
2013-07-01,50.04215304798963
2013-08-01,48.9334548769371
2013-09-01,46.909955257270695
2013-10-01,46.077253218884124
2013-11-01,47.02315661182206
2013-12-01,46.69450243562978
2014-01-01,52.015503875968996
2014-02-01,45.80204778156997
2014-03-01,46.32149901380671
2014-04-01,46.75625711035268
2014-05-01,51.01169590643275
2014-06-01,49.68021424070573
2014-07-01,52.21789883268483
2014-08-01,46.89456092373138
2014-09-01,48.786353467561526
2014-10-01,47.03719599427754
2014-11-01,44.97867154174284
2014-12-01,49.02922755741127
2015-01-01,46.23600344530577
2015-02-01,43.893629124004555
2015-03-01,48.21217244294167
2015-04-01,46.75625711035268
2015-05-01,49.04970760233918
2015-06-01,47.566162570888466
2015-07-01,48.95428015564203
2015-08-01,46.89456092373138
2015-09-01,46.909955257270695
2015-10-01,46.077253218884124
2015-11-01,49.06764168190128
2015-12-01,45.527139874739035
2016-01-01,41.41975308641975
2016-02-01,43.893629124004555
2016-03-01,44.43082558467174
2016-04-01,41.98521046643914
2016-05-01,38.25877192982456
2016-06-01,40.166981726528036
2016-07-01,41.33916990920883
2016-08-01,41.7973260407171
2016-09-01,40.3425615212528
2016-10-01,37.43776824034335
2016-11-01,38.845216331505185
2016-12-01,38.52296450939457
2017-01-01,42.383003158196956
2017-02-01,43.893629124004555
2017-03-01,44.43082558467174
2017-04-01,44.847838452787265
2017-05-01,44.14473684210527
2017-06-01,42.2810333963453
2017-07-01,44.60278858625163
2017-08-01,40.777879064114245
2017-09-01,45.97175615212528
2017-10-01,46.077253218884124
2017-11-01,43.95642900670323
2017-12-01,44.35977731384829
2018-01-01,44.30950330175136
2018-02-01,44.847838452787265
2018-03-01,45.376162299239226
2018-04-01,44.847838452787265
2018-05-01,47.08771929824562
2018-06-01,39.10995589161941
2018-07-01,44.60278858625163
2018-08-01,45.87511394712853
2018-09-01,46.909955257270695
2018-10-01,45.1173104434907
2018-11-01,46.00091407678245
2018-12-01,43.192414752957546
2019-01-01,46.23600344530577
2019-02-01,42.939419795221845
2019-03-01,43.485488870104255
2019-04-01,42.939419795221845
2019-05-01,45.12573099415205
2019-06-01,42.2810333963453
2019-07-01,39.163424124513625
2019-08-01,40.777879064114245
2019-09-01,45.033557046979865
2019-10-01,47.03719599427754
2019-11-01,44.97867154174284
2019-12-01,42.0250521920668
2020-01-01,47.19925351708297
2020-02-01,48.66467576791809
2020-03-01,37.81346858269935
2020-04-01,30.534698521046646
2020-05-01,33.353801169590646
2020-06-01,36.99590422180214
2020-07-01,36.98767833981842
2020-08-01,37.71953813430568
2020-09-01,44.09535794183446
2020-10-01,40.317596566523605
2020-11-01,31.689518586227912
2020-12-01,36.18823938761308
2021-01-01,30.824002296870514
2021-02-01,32.44311717861206
2021-03-01,34.032121724429416
2021-04-01,32.44311717861206
2021-05-01,34.33479532163743
2021-06-01,34.88185255198488
2021-07-01,35.89980544747082
2021-08-01,32.6223032512914
2021-09-01,35.65156599552573
2021-10-01,35.51788268955651
2021-11-01,37.82297379646557
2021-12-01,37.355601948503825
2022-01-01,45.272753373528566
2022-02-01,46.75625711035268
2022-03-01,53.88419273034658
2022-04-01,57.25255972696246
2022-05-01,52.973684210526315
2022-06-01,45.4521109010712
2022-07-01,43.51491569390403
2022-08-01,49.952901853539956
2022-09-01,48.786353467561526
2022-10-01,50.87696709585122
2022-11-01,51.112126751980504
2022-12-01,46.69450243562978
2023-01-01,52.015503875968996
2023-02-01,53.435722411831634
2023-03-01,57.66553958861651
2023-04-01,54.38993174061434
2023-05-01,57.87865497076024
2023-06-01,49.68021424070573
2023-07-01,45.690661478599225
2023-08-01,54.03068975995138
2023-09-01,57.23014541387025
2023-10-01,62.39628040057225
2023-11-01,60.312309567336996
2023-12-01,59.535490605427974
2024-01-01,62.61125466551823
2024-02-01,63.932025028441416
2024-03-01,59.55621301775148
2024-04-01,63.932025028441416
2024-05-01,61.80263157894737
2024-06-01,53.90831758034026
2024-07-01,53.30577172503243
2024-08-01,62.18626557277423
2024-09-01,67.5503355704698
2024-10-01,69.11587982832619
2024-11-01,65.42352224253504
2024-12-01,68.87439109255392
2025-01-01,65.50100488084985
2025-02-01,72.51990898748579
2025-03-01,69.00958016342632
2025-04-01,73.47411831626849
2025-05-01,71.6125730994152
2025-06-01,73.99180844360428
2025-07-01,83.76621271076525
2025-08-01,82.57520510483135
2025-09-01,91.00531319910515
2025-10-01,86.39484978540773
2025-11-01,101.2020109689214
2025-12-01,116.73625608907446
