date,CareerBuilder
2013-11-01,54.84477124183006
2013-12-01,59.89471805852963
2014-01-01,56.03060413354532
2014-02-01,52.125346644481425
2014-03-01,53.8270332187858
2014-04-01,57.43060836501902
2014-05-01,55.30354879594424
2014-06-01,52.08362068965518
2014-07-01,55.8436952714536
2014-08-01,51.653455284552855
2014-09-01,52.59472934472935
2014-10-01,49.770166073546854
2014-11-01,46.06960784313725
2014-12-01,46.71788008565311
2015-01-01,40.911234764175944
2015-02-01,37.23239046034387
2015-03-01,37.486683848797256
2015-04-01,39.350602027883404
2015-05-01,37.22354245880862
2015-06-01,34.72241379310345
2015-07-01,34.28998832457677
2015-08-01,33.13617886178862
2015-09-01,32.513105413105414
2015-10-01,27.87129300118624
2015-11-01,25.228594771241827
2015-12-01,25.155781584582442
2016-01-01,22.23436671966084
2016-02-01,13.962146422628953
2016-03-01,13.45675830469645
2016-04-01,12.76235741444867
2016-05-01,23.397655259822564
2016-06-01,17.361206896551725
2016-07-01,11.756567425569179
2016-08-01,10.720528455284555
2016-09-01,14.344017094017095
2016-10-01,16.92185646500593
2016-11-01,9.87205882352941
2016-12-01,7.187366167023555
2017-01-01,9.783121356650769
2017-02-01,14.89295618413755
2017-03-01,15.379152348224515
2017-04-01,7.444708491761725
2017-05-01,7.444708491761725
2017-06-01,6.751580459770116
2017-07-01,10.776853473438413
2017-08-01,12.669715447154474
2017-09-01,8.606410256410257
2017-10-01,8.958629893238435
2017-11-01,9.87205882352941
2017-12-01,8.385260528194149
2018-01-01,9.783121356650769
2018-02-01,6.515668330560178
2018-03-01,6.728379152348225
2018-04-01,7.444708491761725
2018-05-01,6.381178707224335
2018-06-01,5.787068965517242
2018-07-01,5.878283712784589
2018-08-01,5.847560975609757
2018-09-01,5.7376068376068385
2018-10-01,5.972419928825623
2018-11-01,4.387581699346405
2018-12-01,5.989471805852963
2019-01-01,5.336248012718602
2019-02-01,5.5848585690515815
2019-03-01,4.8059851088201615
2019-04-01,6.381178707224335
2019-05-01,6.381178707224335
2019-06-01,6.751580459770116
2019-07-01,5.878283712784589
2019-08-01,5.847560975609757
2019-09-01,4.781339031339032
2019-10-01,5.972419928825623
2019-11-01,5.484477124183006
2019-12-01,4.79157744468237
2020-01-01,5.336248012718602
2020-02-01,4.654048807542984
2020-03-01,3.844788087056129
2020-04-01,3.1905893536121677
2020-05-01,3.1905893536121677
2020-06-01,3.8580459770114945
2020-07-01,3.9188558085230594
2020-08-01,2.9237804878048785
2020-09-01,3.8250712250712255
2020-10-01,3.9816132858837485
2020-11-01,3.2906862745098033
2020-12-01,3.5936830835117775
2021-01-01,2.668124006359301
2021-02-01,2.7924292845257908
2021-03-01,2.8835910652920966
2021-04-01,3.1905893536121677
2021-05-01,3.1905893536121677
2021-06-01,2.893534482758621
2021-07-01,2.9391418563922946
2021-08-01,2.9237804878048785
2021-09-01,1.9125356125356128
2021-10-01,1.9908066429418743
2021-11-01,2.1937908496732024
2021-12-01,2.395788722341185
2022-01-01,2.668124006359301
2022-02-01,2.7924292845257908
2022-03-01,1.9223940435280644
2022-04-01,2.1270595690747784
2022-05-01,2.1270595690747784
2022-06-01,1.9290229885057473
2022-07-01,1.9594279042615297
2022-08-01,1.949186991869919
2022-09-01,1.9125356125356128
2022-10-01,1.9908066429418743
2022-11-01,2.1937908496732024
2022-12-01,2.395788722341185
2023-01-01,1.7787493375728671
2023-02-01,1.8616195230171937
2023-03-01,1.9223940435280644
2023-04-01,2.1270595690747784
2023-05-01,2.1270595690747784
2023-06-01,1.9290229885057473
2023-07-01,1.9594279042615297
2023-08-01,1.949186991869919
2023-09-01,1.9125356125356128
2023-10-01,1.9908066429418743
2023-11-01,2.1937908496732024
2023-12-01,1.1978943611705926
2024-01-01,1.7787493375728671
2024-02-01,1.8616195230171937
2024-03-01,1.9223940435280644
2024-04-01,2.1270595690747784
2024-05-01,2.1270595690747784
2024-06-01,1.9290229885057473
2024-07-01,1.9594279042615297
2024-08-01,1.949186991869919
2024-09-01,1.9125356125356128
2024-10-01,0.9954033214709371
2024-11-01,1.0968954248366012
2024-12-01,1.1978943611705926
2025-01-01,0.8893746687864336
2025-02-01,0.9308097615085968
2025-03-01,0.9611970217640322
2025-04-01,1.0635297845373892
2025-05-01,1.0635297845373892
2025-06-01,0.9645114942528736
2025-07-01,0.9797139521307648
2025-08-01,0.9745934959349595
2025-09-01,0.9562678062678064
2025-10-01,0.9954033214709371
2025-11-01,1.0968954248366012
2025-12-01,1.1978943611705926
