date,CV template
2016-09-01,7.783505154639175
2016-10-01,7.626262626262626
2016-11-01,8.031914893617023
2016-12-01,8.63562091503268
2017-01-01,8.536432160804022
2017-02-01,9.23233695652174
2017-03-01,9.133064516129034
2017-04-01,9.543539325842696
2017-05-01,8.934911242603551
2017-06-01,8.206521739130435
2017-07-01,5.992063492063492
2017-08-01,9.4375
2017-09-01,9.72938144329897
2017-10-01,10.48611111111111
2017-11-01,9.035904255319151
2017-12-01,8.63562091503268
2018-01-01,8.536432160804022
2018-02-01,8.206521739130435
2018-03-01,8.118279569892474
2018-04-01,8.48314606741573
2018-05-01,8.934911242603551
2018-06-01,7.180706521739131
2018-07-01,5.243055555555555
2018-08-01,7.340277777777779
2018-09-01,7.783505154639175
2018-10-01,7.626262626262626
2018-11-01,7.027925531914895
2018-12-01,7.401960784313726
2019-01-01,7.587939698492463
2019-02-01,8.206521739130435
2019-03-01,7.103494623655915
2019-04-01,7.422752808988763
2019-05-01,7.818047337278108
2019-06-01,6.154891304347826
2019-07-01,5.243055555555555
2019-08-01,7.340277777777779
2019-09-01,7.783505154639175
2019-10-01,7.626262626262626
2019-11-01,8.031914893617023
2019-12-01,8.63562091503268
2020-01-01,9.48492462311558
2020-02-01,9.23233695652174
2020-03-01,7.103494623655915
2020-04-01,7.422752808988763
2020-05-01,6.701183431952663
2020-06-01,7.180706521739131
2020-07-01,5.992063492063492
2020-08-01,8.38888888888889
2020-09-01,7.783505154639175
2020-10-01,6.672979797979798
2020-11-01,6.023936170212767
2020-12-01,7.401960784313726
2021-01-01,5.690954773869348
2021-02-01,7.180706521739131
2021-03-01,6.088709677419356
2021-04-01,7.422752808988763
2021-05-01,7.818047337278108
2021-06-01,7.180706521739131
2021-07-01,4.494047619047619
2021-08-01,7.340277777777779
2021-09-01,7.783505154639175
2021-10-01,6.672979797979798
2021-11-01,8.031914893617023
2021-12-01,8.63562091503268
2022-01-01,9.48492462311558
2022-02-01,10.258152173913045
2022-03-01,14.20698924731183
2022-04-01,12.724719101123593
2022-05-01,10.051775147928995
2022-06-01,9.23233695652174
2022-07-01,6.741071428571429
2022-08-01,10.48611111111111
2022-09-01,10.702319587628866
2022-10-01,10.48611111111111
2022-11-01,11.043882978723406
2022-12-01,11.102941176470589
2023-01-01,11.381909547738696
2023-02-01,12.309782608695652
2023-03-01,11.162634408602152
2023-04-01,11.664325842696629
2023-05-01,11.168639053254438
2023-06-01,10.258152173913045
2023-07-01,6.741071428571429
2023-08-01,10.48611111111111
2023-09-01,11.675257731958762
2023-10-01,11.43939393939394
2023-11-01,11.043882978723406
2023-12-01,12.336601307189543
2024-01-01,11.381909547738696
2024-02-01,13.335597826086957
2024-03-01,12.177419354838712
2024-04-01,11.664325842696629
2024-05-01,12.285502958579883
2024-06-01,9.23233695652174
2024-07-01,8.239087301587302
2024-08-01,10.48611111111111
2024-09-01,12.648195876288659
2024-10-01,11.43939393939394
2024-11-01,12.047872340425535
2024-12-01,12.336601307189543
2025-01-01,13.278894472361811
2025-02-01,13.335597826086957
2025-03-01,12.177419354838712
2025-04-01,13.78511235955056
2025-05-01,12.285502958579883
2025-06-01,33.85190217391305
2025-07-01,74.90079365079364
2025-08-01,19.92361111111111
2025-09-01,18.48582474226804
2025-10-01,13.345959595959595
2025-11-01,13.051861702127662
2025-12-01,12.336601307189543
