date,skills development
2019-02-01,32.06595210505987
2019-03-01,30.272817460317466
2019-04-01,31.20033770361542
2019-05-01,31.557665260196906
2019-06-01,29.86887646432375
2019-07-01,27.173442906574397
2019-08-01,30.232132396016407
2019-09-01,31.788665879574975
2019-10-01,30.20279844137443
2019-11-01,28.93994357114067
2019-12-01,28.330176767676768
2020-01-01,34.399727992087044
2020-02-01,32.93259945925068
2020-03-01,29.38244047619048
2020-04-01,31.20033770361542
2020-05-01,31.557665260196906
2020-06-01,32.25838658146965
2020-07-01,34.937283737024224
2020-08-01,32.861013473930875
2020-09-01,39.73583234946872
2020-10-01,37.35609280906837
2020-11-01,30.74869004433696
2020-12-01,30.59659090909091
2021-01-01,28.85138476755688
2021-02-01,33.79924681344149
2021-03-01,33.834325396825406
2021-04-01,32.98321414382202
2021-05-01,30.50574308485701
2021-06-01,28.674121405750803
2021-07-01,27.173442906574397
2021-08-01,27.603251318101936
2021-09-01,33.5547028728847
2021-10-01,32.58722989727241
2021-11-01,31.653063280935108
2021-12-01,29.463383838383837
2022-01-01,39.948071216617215
2022-02-01,45.932309772112795
2022-03-01,48.08035714285715
2022-04-01,49.92054032578467
2022-05-01,48.38842006563525
2022-06-01,43.0111821086262
2022-07-01,41.40715109573242
2022-08-01,44.690978324545995
2022-09-01,48.56601731601732
2022-10-01,48.48343960325895
2022-11-01,45.2186618299073
2022-12-01,49.861111111111114
2023-01-01,54.373763600395655
2023-02-01,53.73213595983006
2023-03-01,50.7514880952381
2023-04-01,49.92054032578467
2023-05-01,51.54418659165495
2023-06-01,45.400692225772104
2023-07-01,42.701124567474054
2023-08-01,49.94874048037494
2023-09-01,53.864128295946486
2023-10-01,54.84192348565357
2023-11-01,55.1667674324869
2023-12-01,55.527146464646464
2024-01-01,58.81243818001979
2024-02-01,60.665314793356515
2024-03-01,64.10714285714288
2024-04-01,63.29211362733414
2024-05-01,56.80379746835443
2024-06-01,56.153487752928655
2024-07-01,50.46496539792388
2024-08-01,59.14982425307558
2024-09-01,60.92827626918537
2024-10-01,66.76408076514348
2024-11-01,65.11487303506651
2024-12-01,64.59280303030303
2025-01-01,68.79945598417409
2025-02-01,69.33178833526459
2025-03-01,66.77827380952382
2025-04-01,66.85786650774733
2025-05-01,73.63455227379278
2025-06-01,81.24334398296061
2025-07-01,91.87211649365629
2025-08-01,88.06751611013475
2025-09-01,88.30184966548605
2025-10-01,75.50699610343607
2025-11-01,75.96735187424426
2025-12-01,89.52335858585859
