date,internship
2013-09-01,54.43186423505572
2013-10-01,72.27388784461152
2013-11-01,77.20315011250402
2013-12-01,75.00416223875311
2014-01-01,64.84884275829158
2014-02-01,59.58571927374302
2014-03-01,58.30130149102856
2014-04-01,67.10785135512712
2014-05-01,60.19523809523809
2014-06-01,53.563559322033896
2014-07-01,66.36807417336908
2014-08-01,64.08618504435995
2014-09-01,55.49915569064505
2014-10-01,53.462875939849624
2014-11-01,55.87070073931212
2014-12-01,58.212185618136736
2015-01-01,55.800167024576474
2015-02-01,55.90758845437616
2015-03-01,59.09994945665909
2015-04-01,58.27787091366303
2015-05-01,56.72243589743589
2015-06-01,52.28823648103309
2015-07-01,52.2472073279714
2015-08-01,50.73489649345162
2015-09-01,56.566447146234374
2015-10-01,56.433035714285715
2015-11-01,54.85486981677917
2015-12-01,53.734325185972374
2016-01-01,55.800167024576474
2016-02-01,55.17196229050279
2016-03-01,55.106709628506444
2016-04-01,53.862880692930986
2016-05-01,52.092032967032964
2016-06-01,47.186945117029865
2016-07-01,45.18677390527257
2016-08-01,48.06463878326996
2016-09-01,54.43186423505572
2016-10-01,54.45292919799498
2016-11-01,50.79154612664738
2016-12-01,53.734325185972374
2017-01-01,51.275829157718924
2017-02-01,51.49383147113594
2017-03-01,55.106709628506444
2017-04-01,53.862880692930986
2017-05-01,53.24963369963369
2017-06-01,47.186945117029865
2017-07-01,48.010947274352105
2017-08-01,53.40515420363329
2017-09-01,53.36457277946639
2017-10-01,56.433035714285715
2017-11-01,53.83903889424622
2017-12-01,49.25646475380801
2018-01-01,49.767716535433074
2018-02-01,47.080074487895715
2018-03-01,49.516173869092746
2018-04-01,52.09688460463816
2018-05-01,50.93443223443223
2018-06-01,47.186945117029865
2018-07-01,49.42303395889187
2018-08-01,54.740283058724124
2018-09-01,53.36457277946639
2018-10-01,53.462875939849624
2018-11-01,51.807377049180324
2018-12-01,49.25646475380801
2019-01-01,45.243378668575524
2019-02-01,46.344448324022345
2019-03-01,46.32158200657064
2019-04-01,46.79889633975971
2019-05-01,49.776831501831495
2019-06-01,43.36097659402744
2019-07-01,48.010947274352105
2019-08-01,49.39976763836079
2019-09-01,56.566447146234374
2019-10-01,51.48276942355889
2019-11-01,46.72822243651559
2019-12-01,42.53967410556146
2020-01-01,44.4893223574326
2020-02-01,44.873195996275605
2020-03-01,31.1472706595906
2020-04-01,28.255937412685107
2020-05-01,35.885622710622705
2020-06-01,36.9843623890234
2020-07-01,43.7746872207328
2020-08-01,45.3943810730883
2020-09-01,42.691658223573114
2020-10-01,35.64191729323308
2020-11-01,29.45909675345548
2020-12-01,32.464488133191644
2021-01-01,28.654139823431166
2021-02-01,27.95379422718808
2021-03-01,31.1472706595906
2021-04-01,30.904931545124334
2021-05-01,35.885622710622705
2021-06-01,34.43371670702179
2021-07-01,35.30216711349419
2021-08-01,37.3836079425433
2021-09-01,40.55707531239446
2021-10-01,39.602130325814535
2021-11-01,38.60157505625201
2021-12-01,35.822883457314916
2022-01-01,34.686590312574566
2022-02-01,39.72381284916201
2022-03-01,45.52293404094011
2022-04-01,46.79889633975971
2022-05-01,47.461630036630034
2022-06-01,43.36097659402744
2022-07-01,48.010947274352105
2022-08-01,52.07002534854246
2022-09-01,51.22998986828773
2022-10-01,50.49271616541353
2022-11-01,46.72822243651559
2022-12-01,44.77860432164364
2023-01-01,45.99743497971845
2023-02-01,44.873195996275605
2023-03-01,45.52293404094011
2023-04-01,44.14990220732048
2023-05-01,47.461630036630034
2023-06-01,47.186945117029865
2023-07-01,50.83512064343164
2023-08-01,54.740283058724124
2023-09-01,58.70103005741303
2023-10-01,54.45292919799498
2023-11-01,51.807377049180324
2023-12-01,48.13699964576692
2024-01-01,50.521772846576
2024-02-01,48.551326815642454
2024-03-01,47.918877937831695
2024-04-01,49.447890472198935
2024-05-01,49.776831501831495
2024-06-01,48.462267958030665
2024-07-01,52.2472073279714
2024-08-01,58.74566962399662
2024-09-01,61.90290442418101
2024-10-01,62.37335526315789
2024-11-01,53.83903889424622
2024-12-01,53.734325185972374
2025-01-01,50.521772846576
2025-02-01,51.49383147113594
2025-03-01,51.113469800353805
2025-04-01,53.862880692930986
2025-05-01,52.092032967032964
2025-06-01,54.838882163034704
2025-07-01,80.48894101876677
2025-08-01,65.42131389945078
2025-09-01,68.30665315771698
2025-10-01,62.37335526315789
2025-11-01,61.96568627450981
2025-12-01,64.92897626638329
