date,head start program
2024-06-01,25.775280898876403
2024-07-01,28.379381443298968
2024-08-01,25.657829328914662
2024-09-01,26.498349834983497
2024-10-01,27.154356060606062
2024-11-01,29.285106382978718
2024-12-01,27.84454855195911
2025-01-01,37.26714801444044
2025-02-01,36.75433025404156
2025-03-01,33.79208754208754
2025-04-01,45.967557251908396
2025-05-01,33.51623376623376
2025-06-01,26.84925093632959
2025-07-01,31.92680412371134
2025-08-01,27.08326429163214
2025-09-01,30.283828382838283
2025-10-01,34.75757575757576
2025-11-01,37.826595744680844
2025-12-01,43.965076660988075
